"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","gene_symbol","gene_name","significance"
1056.33940832085,2.0833069293885,0.343067377901337,6.07258825404158,1.25864884023665e-09,2.29373275942471e-07,"ENSG00000123836","PFKFB2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2","Up"
730.116489894233,6.53420168324462,1.07580536944234,6.07377678978467,1.24936360336569e-09,2.29373275942471e-07,"ENSG00000196196","HRCT1","histidine rich carboxyl terminus 1","Up"
319.986764174202,4.30301122602347,0.710271537672011,6.05826222479227,1.37599954833876e-09,2.48720308603378e-07,"ENSG00000060140","STYK1","serine/threonine/tyrosine kinase 1","Up"
104.604556740605,4.61838037517701,0.764509643860005,6.04097072191115,1.5318977752886e-09,2.74666800306383e-07,"ENSG00000277639","CHD9NB","CHD9 neighbor","Up"
155.540424852916,5.70633210400163,0.945721367213762,6.03384072923439,1.60107874588778e-09,2.84774270058585e-07,"ENSG00000036672","USP2","ubiquitin specific peptidase 2","Up"
655.751392602138,2.57999275938187,0.428200739824655,6.02519453945447,1.68906335406698e-09,2.98039250404532e-07,"ENSG00000116574","RHOU","ras homolog family member U","Up"
580.939704044036,4.14084683604482,0.688256072237443,6.0164334222049,1.78301781060163e-09,3.12140432937842e-07,"ENSG00000106992","AK1","adenylate kinase 1","Up"
4420.96034945011,8.93717483971684,1.48739187907712,6.00862151087048,1.87107357114599e-09,3.24996708650694e-07,"ENSG00000016602","CLCA4","chloride channel accessory 4","Up"
801.86198359411,4.03143468642195,0.671654869812217,6.00224143025876,1.94612031078879e-09,3.35411572633855e-07,"ENSG00000131781","FMO5","flavin containing dimethylaniline monoxygenase 5","Up"
2986.81957357255,4.14276401042385,0.690413444238003,6.00041039901264,1.96819435260262e-09,3.36606654164723e-07,"ENSG00000119431","HDHD3","haloacid dehalogenase like hydrolase domain containing 3","Up"
561.060493683844,6.65685339552057,1.11095015282515,5.99203607703924,2.07229937051059e-09,3.51705587057725e-07,"ENSG00000186198","SLC51B","SLC51 subunit beta","Up"
100.322972815082,6.51026630254008,1.08740954593135,5.986949743911,2.13812811425752e-09,3.60128805790056e-07,"ENSG00000290862","NMRAL2P","NmrA like redox sensor 2, pseudogene","Up"
89.3360051912465,6.15477212666427,1.030225547095,5.97419870242912,2.31223840223157e-09,3.86526288697854e-07,"ENSG00000254872","LINC02688","long intergenic non-protein coding RNA 2688","Up"
129.321575222827,5.7734194232069,0.96763840525441,5.96650504140435,2.42389252892501e-09,4.02167183549177e-07,"ENSG00000187288","CIDEC","cell death inducing DFFA like effector c","Up"
3335.2607508345,-6.80360985705492,1.14116800926961,-5.96197036877112,2.4921434751741e-09,4.10428339878117e-07,"ENSG00000163739","CXCL1","C-X-C motif chemokine ligand 1","Down"
64.2471338177146,6.40479175896309,1.07652522720831,5.94950456996932,2.68955333258795e-09,4.39682641495794e-07,"ENSG00000171433","GLOD5","glyoxalase domain containing 5","Up"
877.173057304836,4.89720399974686,0.824367840231579,5.94055682518031,2.8405557086489e-09,4.6097865014884e-07,"ENSG00000155066","PROM2","prominin 2","Up"
327.599831720918,4.91181178334735,0.827210936653447,5.93779840873297,2.88874933271579e-09,4.65402637059928e-07,"ENSG00000248771","SMIM31","small integral membrane protein 31","Up"
204.602059036095,10.6157903019697,1.78896359951642,5.93404488768766,2.95560967628262e-09,4.72748704552458e-07,"ENSG00000172318","B3GALT1","beta-1,3-galactosyltransferase 1","Up"
418.206603452556,12.6058255568862,2.12711093358351,5.9262661659349,3.099001421649e-09,4.88653181613633e-07,"ENSG00000196660","SLC30A10","solute carrier family 30 member 10","Up"
99.7024684672369,-21.9506863759657,3.7036293079208,-5.92680437240861,3.08886584438792e-09,4.88653181613633e-07,"ENSG00000111700","SLCO1B3","solute carrier organic anion transporter family member 1B3","Down"
575.618170422971,-5.50584384107964,0.932942991991692,-5.90158657961029,3.60022406221005e-09,5.62199852630898e-07,"ENSG00000018280","SLC11A1","solute carrier family 11 member 1","Down"
596.482757361231,-2.53537994121216,0.429662405226088,-5.90086521504726,3.6160022905689e-09,5.62199852630898e-07,"ENSG00000185112","FAM43A","family with sequence similarity 43 member A","Down"
468.207822840765,-2.79935968501165,0.475000674655897,-5.89338044001639,3.78373898658716e-09,5.84193533949947e-07,"ENSG00000111145","ELK3","ETS transcription factor ELK3","Down"
3048.30437826542,3.31601891717783,0.56288214499318,5.89114248279809,3.83534676728196e-09,5.88077687427447e-07,"ENSG00000179163","FUCA1","alpha-L-fucosidase 1","Up"
83.0779195030586,-7.10266911191626,1.2059947566482,-5.88946931382737,3.87437737073927e-09,5.89993370435934e-07,"ENSG00000128422","KRT17","keratin 17","Down"
25606.1840801131,6.42904693668479,1.09218910281403,5.88638626783617,3.94731167174971e-09,5.97010751006879e-07,"ENSG00000163586","FABP1","fatty acid binding protein 1","Up"
2674.22062568474,6.45671218175643,1.10194866823966,5.85935839649489,4.64658906638018e-09,6.98024423735342e-07,"ENSG00000172828","CES3","carboxylesterase 3","Up"
375.619331141687,3.08345513191458,0.526776953760118,5.85343589901754,4.8151989394229e-09,7.18498778658989e-07,"ENSG00000164142","FHIP1A","FHF complex subunit HOOK interacting protein 1A","Up"
2476.50502144345,1.85706891188349,0.317396461990235,5.85094395898033,4.88790910056538e-09,7.24485886885801e-07,"ENSG00000158769","F11R","F11 receptor","Up"
156.878769415636,-11.6565651935308,1.99486181344174,-5.84329456556175,5.11784025099135e-09,7.53542664240336e-07,"ENSG00000136244","IL6","interleukin 6","Down"
517.745050258354,-10.0790983211219,1.73372883758456,-5.81353790894089,6.1166112182109e-09,8.94675113253178e-07,"ENSG00000163464","CXCR1","C-X-C motif chemokine receptor 1","Down"
495.587012952426,5.54130543440055,0.954866901377175,5.80322286426359,6.50522334191315e-09,9.33100842327451e-07,"ENSG00000272405",NA,NA,"Up"
946.999115800167,6.76313785793278,1.16538488060938,5.80335129660881,6.5002402476895e-09,9.33100842327451e-07,"ENSG00000184434","LRRC19","leucine rich repeat containing 19","Up"
361.047798236255,-6.22429526805194,1.07242086719521,-5.80396694847133,6.476404850285e-09,9.33100842327451e-07,"ENSG00000182885","ADGRG3","adhesion G protein-coupled receptor G3","Down"
5737.16350524349,-7.39964368695611,1.27561926012524,-5.80082468042197,6.59895669691849e-09,9.40478232324287e-07,"ENSG00000125740","FOSB","FosB proto-oncogene, AP-1 transcription factor subunit","Down"
