"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","gene_symbol","gene_name","significance"
1610.5670693578,-5.04971529232919,1.08996428468416,-4.6329181270306,3.60547153904617e-06,0.000168051255194158,"ENSG00000081059","TCF7","transcription factor 7","Down"
5884.02894762373,4.43058438348179,0.956518286933425,4.6319913001205,3.62165375970894e-06,0.0001684523599155,"ENSG00000070526","ST6GALNAC1","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1","Up"
127.590503850173,3.69295431326222,0.797660774944312,4.62973036817567,3.66142184130311e-06,0.000169946538199775,"ENSG00000261488","TBILA","TGF-beta induced lncRNA","Up"
46.6090109780703,9.03612195720481,1.95281373489122,4.62723187355509,3.70585536278861e-06,0.000171650588085165,"ENSG00000235049","LINC00940","long intergenic non-protein coding RNA 940","Up"
378.503465233583,9.24696774662273,1.99870025466377,4.62649050303857,3.71913912879201e-06,0.000171907734408384,"ENSG00000167080","B4GALNT2","beta-1,4-N-acetyl-galactosaminyltransferase 2 (SID blood group)","Up"
813.366436814453,5.06653575150149,1.09625694245978,4.62166811015418,3.80666675679264e-06,0.000175588427393715,"ENSG00000113303","BTNL8","butyrophilin like 8","Up"
1933.44412469531,3.39679034863827,0.735287313781128,4.61967762121542,3.8433673898891e-06,0.00017691425917061,"ENSG00000114812","VIPR1","vasoactive intestinal peptide receptor 1","Up"
519.196631324478,-2.39495959617761,0.518500683879132,-4.61900952234019,3.85576164375029e-06,0.000177118075672521,"ENSG00000131873","CHSY1","chondroitin sulfate synthase 1","Down"
87.6627214515497,-4.92316893809403,1.06625103212288,-4.61727003282907,3.88821182248723e-06,0.00017824044010177,"ENSG00000239998","LILRA2","leukocyte immunoglobulin like receptor A2","Down"
1140.16358278465,-3.4655788159406,0.751021210622184,-4.614488601553,3.94064399899199e-06,0.000180272300472405,"ENSG00000188042","ARL4C","ARF like GTPase 4C","Down"
1436.44448790434,4.83465811051895,1.04859290667466,4.61061492953526,4.01479606169047e-06,0.000183287393921076,"ENSG00000271447","MMP28","matrix metallopeptidase 28","Up"
2123.62374378426,-2.28725945249135,0.496437352380513,-4.60734761702256,4.07837878619006e-06,0.000185808597445417,"ENSG00000134107","BHLHE40","basic helix-loop-helix family member e40","Down"
4393.76732790468,4.47152264268193,0.971063030663372,4.60477075275665,4.12920475647893e-06,0.000187739487424941,"ENSG00000178078","STAP2","signal transducing adaptor family member 2","Up"
1175.38276449581,2.61235920474706,0.567712749471231,4.60155106113121,4.19356321329858e-06,0.000190276512084219,"ENSG00000204564","C6orf136","chromosome 6 open reading frame 136","Up"
924.965619448483,-5.66623845430826,1.2335815974433,-4.59332278144552,4.36243501383809e-06,0.000197535677520697,"ENSG00000173110","HSPA6","heat shock protein family A (Hsp70) member 6","Down"
83.6835041928561,2.58659592296903,0.564238617108748,4.58422349080461,4.55676650326254e-06,0.000205915832656577,"ENSG00000293550",NA,NA,"Up"
1415.74575827896,2.38213973773433,0.519690369338977,4.58376733200638,4.56672372533788e-06,0.000205947197942063,"ENSG00000163082","SGPP2","sphingosine-1-phosphate phosphatase 2","Up"
9771.64852447074,5.55451779769214,1.21310378237877,4.57876554205469,4.6772811201448e-06,0.000210506054947732,"ENSG00000155850","SLC26A2","solute carrier family 26 member 2","Up"
168.945146375336,-3.98998820835946,0.871756251834458,-4.57695393633626,4.71795294658629e-06,0.000211534452387101,"ENSG00000197860","SGTB","small glutamine rich tetratricopeptide repeat co-chaperone beta","Down"
25.5350406548045,8.2799098283896,1.80906489512317,4.57690039241289,4.71916018459058e-06,0.000211534452387101,"ENSG00000308225",NA,NA,"Up"
1758.84348399785,4.83676163580216,1.05757072257721,4.5734640081709,4.79726117638642e-06,0.000214602631256739,"ENSG00000267795","SMIM22","small integral membrane protein 22","Up"
575.578792422758,-2.58508718098768,0.565301856942636,-4.5729324063586,4.80945327363488e-06,0.000214716013318723,"ENSG00000131378","RFTN1","raftlin, lipid raft linker 1","Down"
620.790332495127,-2.68746496843359,0.587744638166605,-4.5725044414132,4.81929005416053e-06,0.000214723999547397,"ENSG00000186174","BCL9L","BCL9 like","Down"
1961.49409488024,3.72905440726541,0.815761408066526,4.57125621583866,4.84809072356714e-06,0.000215575202114137,"ENSG00000160325","CACFD1","calcium channel flower domain containing 1","Up"
2206.75182353294,3.34962282443265,0.733179850992296,4.56862367384923,4.90937352947549e-06,0.000217864474412831,"ENSG00000049759","NEDD4L","NEDD4 like E3 ubiquitin protein ligase","Up"
129.003348084837,4.6596743590486,1.02005857562538,4.56804586559341,4.92292323744355e-06,0.000218030582346778,"ENSG00000295948",NA,NA,"Up"
126.885151422694,-9.34834278907261,2.04697818759736,-4.56689907382218,4.94992186929368e-06,0.000218703113311346,"ENSG00000197632","SERPINB2","serpin family B member 2","Down"
66951.8249780158,2.13004360079969,0.466443153789671,4.5665663296672,4.95778208558981e-06,0.000218703113311346,"ENSG00000198840","MT-ND3","NADH dehydrogenase subunit 3","Up"
22.3878914879929,7.58831471312975,1.66240570357661,4.56465873330665,5.00307530411995e-06,0.00022026410541881,"ENSG00000213630",NA,NA,"Up"
94.3680542576314,-3.14826007726697,0.689875493892678,-4.56351922214639,5.03032018221411e-06,0.000221025906346179,"ENSG00000100003","SEC14L2","SEC14 like lipid binding 2","Down"
383.151698870856,-2.98559900103685,0.654641266494057,-4.56066422000293,5.09920653546344e-06,0.00022361076706698,"ENSG00000104312","RIPK2","receptor interacting serine/threonine kinase 2","Down"
479.077139114389,4.30437326433235,0.9450400990539,4.55469907429489,5.24606231362573e-06,0.000229527295214139,"ENSG00000124205","EDN3","endothelin 3","Up"
34.9233492843557,8.94146804074537,1.96328071994499,4.55435025155034,5.25477413142611e-06,0.000229527295214139,"ENSG00000182816","KRTAP13-2","keratin associated protein 13-2","Up"
2449.04855960069,-8.14467111715831,1.78913239406777,-4.55230207902087,5.30620718427079e-06,0.000231319420250769,"ENSG00000149968","MMP3","matrix metallopeptidase 3","Down"
168.225596088645,5.91768102493458,1.30109137460087,4.54824398997334,5.40953974860667e-06,0.000233988905118234,"ENSG00000283526","PRRT1B","proline rich transmembrane protein 1B","Up"
1948.9588849165,3.17400521157037,0.697817454826419,4.5484749480219,5.40360744190099e-06,0.000233988905118234,"ENSG00000171813","PWWP2B","PWWP domain containing 2B","Up"
40.9080039612991,6.20513852752179,1.36400776927118,4.54919588239394,5.38512981497109e-06,0.000233988905118234,"ENSG00000183476","SH2D7","SH2 domain containing 7","Up"
56.1982965257084,4.28672283229912,0.942340953578688,4.54901468095981,5.38976832791922e-06,0.000233988905118234,"ENSG00000267480",NA,NA,"Up"
66.0472987460154,6.89261439895117,1.51578947493381,4.54721088444828,5.43615214129707e-06,0.000234683437975646,"ENSG00000289725",NA,NA,"Up"
624.637372370699,4.89037562598735,1.07651483330018,4.54278517556079,5.55158189680925e-06,0.000237897994492752,"ENSG00000170382","LRRN2","leucine rich repeat neuronal 2","Up"
302.847859831476,-5.39726868097599,1.18811502113123,-4.54271563357319,5.55341425546432e-06,0.000237897994492752,"ENSG00000162711","NLRP3","NLR family pyrin domain containing 3","Down"
775.186127391318,-4.41215590222586,0.971175675228305,-4.54310792039622,5.54308548129365e-06,0.000237897994492752,"ENSG00000113916","BCL6","BCL6 transcription repressor","Down"
1411.40895059691,1.91627612307546,0.421744662077885,4.54368791209877,5.52784819169694e-06,0.000237897994492752,"ENSG00000109586","GALNT7","polypeptide N-acetylgalactosaminyltransferase 7","Up"
373.983083884151,3.01219358486962,0.663600264089894,4.53916875545664,5.64764243622273e-06,0.000241469296701038,"ENSG00000238164",NA,NA,"Up"
325.60759723185,3.22175516702518,0.709868012418478,4.53852703694713,5.66485335334828e-06,0.000241740277552768,"ENSG00000010310","GIPR","gastric inhibitory polypeptide receptor","Up"
209.499510757597,-5.90150276979855,1.30054402837446,-4.53771855549926,5.6866083385423e-06,0.000242203760901937,"ENSG00000112182","BACH2","BACH transcriptional regulator 2","Down"
114.687354034445,4.69647008436591,1.03723442588861,4.5278771771795,5.95791929640349e-06,0.000253274225080189,"ENSG00000171714","ANO5","anoctamin 5","Up"
114.101439143728,4.1691795348483,0.921067242013246,4.52646597846148,5.99782499251268e-06,0.000254484051638424,"ENSG00000204613","TRIM10","tripartite motif containing 10","Up"
225.647204992141,-4.69543214675533,1.03743818175962,-4.52598740754973,6.01141594713122e-06,0.00025457487762394,"ENSG00000103522","IL21R","interleukin 21 receptor","Down"
995.969693862369,3.27182744904633,0.723266092300139,4.52368427592288,6.07723593675216e-06,0.000256265647462815,"ENSG00000162390","ACOT11","acyl-CoA thioesterase 11","Up"
129.761561421352,2.8544302463691,0.630982627939367,4.52378579057076,6.07432033068551e-06,0.000256265647462815,"ENSG00000146955","RAB19","RAB19, member RAS oncogene family","Up"
229.038091997302,-3.58501436553733,0.792551726955186,-4.52338218895842,6.08592011246195e-06,0.000256265647462815,"ENSG00000147408","CSGALNACT1","chondroitin sulfate N-acetylgalactosaminyltransferase 1","Down"
957.312863373183,3.15435541468457,0.697669594476035,4.52127402377849,6.14685555853698e-06,0.000258342229929967,"ENSG00000163624","CDS1","CDP-diacylglycerol synthase 1","Up"
4299.13644553119,-2.55884164586052,0.566511984306151,-4.51683586004719,6.2770523489191e-06,0.000263316424289657,"ENSG00000064666","CNN2","calponin 2","Down"
118.375737801793,9.0881876498285,2.01337975847531,4.51389640308632,6.36473160963598e-06,0.000266491672084815,"ENSG00000258837",NA,NA,"Up"
30.1230922503611,5.16575941920648,1.14469227958443,4.51279309849268,6.39794289106783e-06,0.000267240262978973,"ENSG00000306620",NA,NA,"Up"
1067.92104775319,-13.3022059106259,2.9478541740941,-4.51250473226472,6.40665048206687e-06,0.000267240262978973,"ENSG00000163736","PPBP","pro-platelet basic protein","Down"
70.4559525901859,6.02225196243839,1.33795186160109,4.50109763682508,6.76034408622009e-06,0.000280939682371834,"ENSG00000295725",NA,NA,"Up"
240.079058134319,-3.69030330358526,0.819817216714071,-4.50137326753938,6.75158172278161e-06,0.000280939682371834,"ENSG00000164949","GEM","GTP binding protein overexpressed in skeletal muscle","Down"
98.1310653265366,3.97985782120491,0.884285921270618,4.50064591720098,6.77472788373051e-06,0.000281012173580187,"ENSG00000176919","C8G","complement C8 gamma chain","Up"
1210.3219401865,-5.78250945315722,1.2851236033267,-4.49957454534996,6.80895999091589e-06,0.000281382170033519,"ENSG00000158050","DUSP2","dual specificity phosphatase 2","Down"
111.283579298693,-4.14831329366333,0.921901716674038,-4.49973486179121,6.80382710867806e-06,0.000281382170033519,"ENSG00000135480","KRT7","keratin 7","Down"
3402.09572169792,-4.65189219522062,1.03416950866288,-4.49819121164695,6.85340459114749e-06,0.000282693403107573,"ENSG00000127528","KLF2","KLF transcription factor 2","Down"
121.883259631811,-6.89225962290942,1.53517867605447,-4.48954882608391,7.13741864416051e-06,0.000293863386510409,"ENSG00000128383","APOBEC3A","apolipoprotein B mRNA editing enzyme catalytic subunit 3A","Down"
767.77183372523,-6.72365802175634,1.49982964963188,-4.48294779570908,7.36189440482424e-06,0.000302545283368683,"ENSG00000164379","FOXQ1","forkhead box Q1","Down"
28.2208180361985,-9.26955796641862,2.07140931381225,-4.47500062136864,7.64110904947935e-06,0.000313440548887591,"ENSG00000267275","KLF2-DT","KLF2 divergent transcript","Down"
333.147961445203,3.42571155515898,0.765818516419977,4.47326811993705,7.70330865632116e-06,0.000314984240286007,"ENSG00000135441","BLOC1S1","biogenesis of lysosomal organelles complex 1 subunit 1","Up"
174.739488478034,-5.7606293935187,1.28781996350909,-4.47316360729646,7.7070762702104e-06,0.000314984240286007,"ENSG00000087589","CASS4","Cas scaffold protein family member 4","Down"
1070.45294466107,4.26792622355615,0.954435658161774,4.47167515909465,7.76092546721757e-06,0.000316023179327195,"ENSG00000174514","SLC60A1","solute carrier family 60 member 1","Up"
158.787461500274,-9.21894223249195,2.06150595869318,-4.47194546958088,7.75111949619839e-06,0.000316023179327195,"ENSG00000289850",NA,NA,"Down"
38.6260934489834,-3.94010965798609,0.881572139037493,-4.46941263625679,7.84346871528031e-06,0.000318800438659647,"ENSG00000125726","CD70","CD70 molecule","Down"
47.1898121438498,7.14400662514769,1.59886198609068,4.46818217413202,7.88871113281117e-06,0.000320054223751443,"ENSG00000305462",NA,NA,"Up"
81.2499996887976,7.76963279125068,1.74033430105535,4.4644484605855,8.02752685051714e-06,0.000325092904312473,"ENSG00000282122","IGHV7-4-1","immunoglobulin heavy variable 7-4-1","Up"
1120.85984610804,2.97632924602708,0.666767582448782,4.46381816448868,8.05118980746788e-06,0.000325458369071697,"ENSG00000137266","SLC22A23","solute carrier family 22 member 23","Up"
2310.22607103414,1.96154393204166,0.439707502837737,4.4610199266159,8.15705043503736e-06,0.000329139205666399,"ENSG00000138796","HADH","hydroxyacyl-CoA dehydrogenase","Up"
90.6169733979062,6.81065234131778,1.52797156608621,4.45731615200327,8.29921604749576e-06,0.000334268968086908,"ENSG00000132915","PDE6A","phosphodiesterase 6A","Up"
1879.96166859705,-3.20018882458872,0.718201179346513,-4.45583899973619,8.35657306309222e-06,0.000335364059407454,"ENSG00000146112","PPP1R18","protein phosphatase 1 regulatory subunit 18","Down"
1278.84357067945,3.41321330711751,0.766006288033916,4.45585546807729,8.35593152296372e-06,0.000335364059407454,"ENSG00000141655","TNFRSF11A","TNF receptor superfamily member 11a","Up"
312.12139995018,-5.49901549060439,1.23445996575476,-4.4545920022949,8.40528803728565e-06,0.000336711295374724,"ENSG00000127954","STEAP4","STEAP4 metalloreductase","Down"
372.044821969872,-7.04556166583384,1.58213744187614,-4.45319191579149,8.46030700401045e-06,0.000337445200321674,"ENSG00000123610","TNFAIP6","TNF alpha induced protein 6","Down"
1087.21023817223,3.53375547941123,0.793573083776992,4.45296791392219,8.4691414464757e-06,0.000337445200321674,"ENSG00000119514","GALNT12","polypeptide N-acetylgalactosaminyltransferase 12","Up"
6648.38859585602,2.64033753165078,0.592907610570617,4.45320229421529,8.45989790140506e-06,0.000337445200321674,"ENSG00000266714","MYO15B","myosin XVB","Up"
99.318353035633,7.48130913972439,1.68055569664596,4.45168770940204,8.51980105241534e-06,0.000338856416455009,"ENSG00000163497","FEV","FEV transcription factor, ETS family member","Up"
2789.79819940123,-7.11345605907376,1.59838860480183,-4.45039212473345,8.57136405566994e-06,0.000340298459017339,"ENSG00000196611","MMP1","matrix metallopeptidase 1","Down"
48.4360079440739,4.84283607334678,1.08905028189107,4.4468434138206,8.71413098714432e-06,0.000344444497892816,"ENSG00000249082","EPIST","esophagus epithelial intergenic associated transcript","Up"
1239.06685880792,4.62100947459877,1.03922126760536,4.44660787711435,8.72368676758545e-06,0.000344444497892816,"ENSG00000153303","FRMD1","FERM domain containing 1","Up"
2706.30997183912,2.86189107159478,0.643552520514791,4.44702022036289,8.70696447696115e-06,0.000344444497892816,"ENSG00000106258","CYP3A5","cytochrome P450 family 3 subfamily A member 5","Up"
2456.84479524903,2.66154978547584,0.598603989778766,4.44626135295139,8.73776354120219e-06,0.000344444497892816,"ENSG00000137767","SQOR","sulfide quinone oxidoreductase","Up"
68.7671920319015,2.64081485372574,0.594247156015998,4.44396717256589,8.83150856312595e-06,0.000347523769706158,"ENSG00000227388",NA,NA,"Up"
8326.94656479531,-5.24417012582695,1.18050502130037,-4.44231073244425,8.89979084159652e-06,0.000349108520712436,"ENSG00000105835","NAMPT","nicotinamide phosphoribosyltransferase","Down"
89.6991576714371,-5.49929230547524,1.23795794591214,-4.44222869091348,8.9031858608353e-06,0.000349108520712436,"ENSG00000140932","CMTM2","CKLF like MARVEL transmembrane domain containing 2","Down"
80.3650257624047,16.1120692609455,3.62790480466863,4.44114995526106,8.94794106602852e-06,0.000350245728382063,"ENSG00000299109",NA,NA,"Up"
123.970354898879,9.31551931491099,2.09820812512131,4.43974990058358,9.00634797832391e-06,0.000351912363096793,"ENSG00000243531",NA,NA,"Up"
42.4981037762348,4.90833896795733,1.10637780507832,4.43640404338179,9.14740824834506e-06,0.000356415604305615,"ENSG00000108242","CYP2C18","cytochrome P450 family 2 subfamily C member 18","Up"
122.813971277843,-4.98658977115489,1.12405342367093,-4.43625691283402,9.15365942781029e-06,0.000356415604305615,"ENSG00000173894","CBX2","chromobox 2","Down"
647.315372156725,3.27309618714596,0.738412377016402,4.43261284483217,9.30979486621092e-06,0.00036145924617267,"ENSG00000163293","NIPAL1","NIPA like domain containing 1","Up"
2529.80933404204,4.31146202232053,0.972698339811242,4.43247597519,9.31570854391851e-06,0.00036145924617267,"ENSG00000064270","ATP2C2","ATPase secretory pathway Ca2+ transporting 2","Up"
141.927880816983,-3.42088743099511,0.773151237685051,-4.42460318790647,9.66197134359526e-06,0.000374241478888769,"ENSG00000013016","EHD3","EH domain containing 3","Down"
74.7935234466499,-9.95218064551308,2.25053493042619,-4.42214004811221,9.77280744414495e-06,0.000377876222444651,"ENSG00000164283","ESM1","endothelial cell specific molecule 1","Down"
197.347160702782,4.66117417336065,1.05559073603246,4.41570204649591,1.00682687174982e-05,0.000388624684715515,"ENSG00000137251","TINAG","tubulointerstitial nephritis antigen","Up"
1450.56545100526,3.67669535479959,0.833000704995071,4.4137962101981,1.01573579058477e-05,0.000390145328744422,"ENSG00000180745","CLRN3","clarin 3","Up"
750.347247268726,4.09207207758723,0.926978783857838,4.41441826808281,1.01281970861905e-05,0.000390145328744422,"ENSG00000168907","PLA2G4F","phospholipase A2 group IVF","Up"
93.5050928307807,-3.63510668254461,0.82359000611873,-4.41373335705651,1.01603087906725e-05,0.000390145328744422,"ENSG00000176749","CDK5R1","cyclin dependent kinase 5 regulatory subunit 1","Down"
34.1930735786744,9.13670783880197,2.07036256362429,4.41309556081213,1.01902989562106e-05,0.000390622270161088,"ENSG00000291052","ABCC13","ATP binding cassette subfamily C member 13 (pseudogene)","Up"
201.150604851402,10.0300992943727,2.27357873763219,4.41159091099633,1.02613852626452e-05,0.000392670186823391,"ENSG00000242407",NA,NA,"Up"
294.069897723825,2.79239069776505,0.633552592596446,4.40751206828967,1.04564776287642e-05,0.000399430497362004,"ENSG00000140961","OSGIN1","oxidative stress induced growth inhibitor 1","Up"
10451.7869111768,3.38420737874925,0.767890268096472,4.4071497183294,1.04739792183713e-05,0.000399430497362004,"ENSG00000123159","GIPC1","GIPC PDZ domain containing family member 1","Up"
5121.73924678591,3.0037326000719,0.681726660216542,4.40606591374584,1.05264943577884e-05,0.000400745803179297,"ENSG00000169116","PARM1","prostate androgen-regulated mucin-like protein 1","Up"
56.1435266168881,4.02177538162748,0.913269197502502,4.40371293877615,1.06413732536406e-05,0.000404426754783235,"ENSG00000232354",NA,NA,"Up"
5859.91882375921,3.52586564032465,0.800998601804457,4.40183744688408,1.07337964664444e-05,0.000407243168666313,"ENSG00000166920","COXFA4L3","cytochrome c oxidase associated subunit FA4L3","Up"
526.859023715439,4.68069765853499,1.06375571077722,4.40016219054192,1.08169998358619e-05,0.000409700779132397,"ENSG00000167117","ANKRD40CL","ANKRD40 C-terminal like","Up"
1584.612947545,1.79831157419218,0.408765080494645,4.39937670804965,1.08562233714232e-05,0.000410487099008253,"ENSG00000160190","SLC37A1","solute carrier family 37 member 1","Up"
881.268294161491,-1.98196399357241,0.450730130882512,-4.39722986721967,1.09641211412765e-05,0.000413862997171477,"ENSG00000104320","NBN","nibrin","Down"
117.917789327759,-1.96356617383502,0.446603591950407,-4.39666453478293,1.09927039592749e-05,0.000414238622248406,"ENSG00000182247","UBE2E2","ubiquitin conjugating enzyme E2 E2","Down"
63.6050666630071,6.4338619457006,1.46369464115494,4.39563127772601,1.10451286573674e-05,0.000415509890760151,"ENSG00000250266","LINC01612","long intergenic non-protein coding RNA 1612","Up"
237.759466240452,-2.21772547248307,0.504857939208908,-4.39277131297205,1.11914832266282e-05,0.000420304470570311,"ENSG00000162702","ZNF281","zinc finger protein 281","Down"
359.552049824003,4.85498315138616,1.10558235105082,4.39133561310167,1.12656492700752e-05,0.000422376357877877,"ENSG00000101680","LAMA1","laminin subunit alpha 1","Up"
22.8902881704498,6.28230327910009,1.43103967690764,4.39002732102833,1.13336420255271e-05,0.0004242102073292,"ENSG00000303023",NA,NA,"Up"
3479.9603493332,3.23738228911754,0.737539629252055,4.38943503605439,1.13645521003683e-05,0.000424652246802503,"ENSG00000151715","TMEM45B","transmembrane protein 45B","Up"
18.778676896232,-4.8669660847759,1.10948293509416,-4.38669756048374,1.15084635471395e-05,0.000429308171214014,"ENSG00000177494","ZBED2","zinc finger BED-type containing 2","Down"
126.688633895461,-5.85361709021244,1.33520449206512,-4.38406036303759,1.16487472679732e-05,0.000433813396999747,"ENSG00000069482","GAL","galanin and GMAP prepropeptide","Down"
182.725969572732,-2.82310592092273,0.644169345369607,-4.38255241609318,1.17296932921833e-05,0.00043609744308547,"ENSG00000206190","ATP10A","ATPase phospholipid transporting 10A (putative)","Down"
1569.03832059441,-6.58719975607083,1.50499066356392,-4.37690406694743,1.20376924215069e-05,0.000446801361614964,"ENSG00000126353","CCR7","C-C motif chemokine receptor 7","Down"
47.4136303551877,-10.1222511393488,2.31350944029049,-4.37527980783939,1.2127680990991e-05,0.00044939121912117,"ENSG00000289768",NA,NA,"Down"
507.382868372634,-1.53739416675117,0.351513880931033,-4.37363714536441,1.2219341913949e-05,0.000452034324081245,"ENSG00000197283","SYNGAP1","synaptic Ras GTPase activating protein 1","Down"
3277.64713680969,2.55073302890546,0.583411412878943,4.37209998398632,1.23057143590122e-05,0.000454473334458336,"ENSG00000161267","BDH1","3-hydroxybutyrate dehydrogenase 1","Up"
245.503888339533,3.01056194358162,0.688649462447476,4.37168996383445,1.2328851462283e-05,0.000454572727298404,"ENSG00000241288","LINC02614","long intergenic non-protein coding RNA 2614","Up"
1230.64558412212,-5.9619596890687,1.36395846354353,-4.37107129610068,1.23638409707556e-05,0.000455108073349021,"ENSG00000164691","TAGAP","T cell activation RhoGTPase activating protein","Down"
1857.78672143664,-2.92410385544911,0.669112119283023,-4.37012538135222,1.24175215954006e-05,0.000456328525009161,"ENSG00000100644","HIF1A","hypoxia inducible factor 1 subunit alpha","Down"
417.707834704159,2.14208048830435,0.490378674719699,4.36821705089187,1.25264969931027e-05,0.000459573609979623,"ENSG00000114529","C3orf52","chromosome 3 open reading frame 52","Up"
2250.23815170062,1.87982026958868,0.430449274592907,4.36711217916793,1.25900073041477e-05,0.000461142722229186,"ENSG00000073605","GSDMB","gasdermin B","Up"
315.026582360986,4.89140761136432,1.12036521630523,4.36590456413432,1.26597749231644e-05,0.000462935486622887,"ENSG00000224272","LOC124905349","uncharacterized LOC124905349","Up"
1655.91904984485,3.0666962761641,0.702650260324186,4.36447041910892,1.27431090961214e-05,0.000465217642913083,"ENSG00000163251","FZD5","frizzled class receptor 5","Up"
44.5733232049351,3.95977195432743,0.908018446470864,4.36089373483283,1.29532267344526e-05,0.00047211326227391,"ENSG00000267980",NA,NA,"Up"
147.952090472183,2.77387421142825,0.636377869914214,4.35884769500576,1.30749064310208e-05,0.000474990840981838,"ENSG00000176894","PXMP2","peroxisomal membrane protein 2","Up"
274.264174714565,4.7055412231103,1.07946436237761,4.35914457865563,1.30571831224304e-05,0.000474990840981838,"ENSG00000179314","WSCD1","WSC domain containing 1","Up"
231.328738295099,-4.71868823755452,1.08272559545956,-4.35815709662952,1.31162224854078e-05,0.000475714477190982,"ENSG00000137101","CD72","CD72 molecule","Down"
11.9308828826459,7.62611869059009,1.7506890399727,4.35606696361624,1.32420280483889e-05,0.000479495129641416,"ENSG00000249231","CASC16","cancer susceptibility 16","Up"
500.987683232233,2.14491256517101,0.492568423136514,4.35454743832929,1.33342103818782e-05,0.000482047966537072,"ENSG00000136828","RALGPS1","Ral GEF with PH domain and SH3 binding motif 1","Up"
1954.53838891674,4.165800334405,0.956782521429063,4.3539678465101,1.33695324689803e-05,0.000482540284712399,"ENSG00000229719","MIR194-2HG","MIR194-2 host gene","Up"
1547.33916949562,2.27541081011195,0.522804391002818,4.35231771054441,1.34705862544681e-05,0.000485399585406142,"ENSG00000165475","CRYL1","crystallin lambda 1","Up"
32.3263766904869,4.23858005006233,0.974172451233137,4.35095454064319,1.35546155006142e-05,0.000487637162500252,"ENSG00000197444","OGDHL","oxoglutarate dehydrogenase L","Up"
1193.45062930751,4.12993278384491,0.949854769961905,4.34796235640375,1.3740818063214e-05,0.000493537331178412,"ENSG00000186204","CYP4F12","cytochrome P450 family 4 subfamily F member 12","Up"
4197.26673331315,2.4841846909673,0.571673591164657,4.345459943158,1.38984133906824e-05,0.000497660975243879,"ENSG00000102882","MAPK3","mitogen-activated protein kinase 3","Up"
1848.09638085095,-2.44129244094908,0.561807046172033,-4.34542866199923,1.39003942619731e-05,0.000497660975243879,"ENSG00000130589","HELZ2","helicase with zinc finger 2","Down"
35.8108301956232,-7.95522329113111,1.83089312133332,-4.3449960013711,1.39278200191297e-05,0.000497841193706286,"ENSG00000149380","P4HA3","prolyl 4-hydroxylase subunit alpha 3","Down"
55.5822857202378,3.20813089578484,0.738688461354036,4.34300935187785,1.40544148989143e-05,0.000500756100076221,"ENSG00000225762",NA,NA,"Up"
398.728329116664,3.74406428771972,0.862068819790061,4.34311530793041,1.40476354681281e-05,0.000500756100076221,"ENSG00000144045","DQX1","DEAQ-box RNA dependent ATPase 1","Up"
31.0550811396288,9.24001886107139,2.12784670786114,4.34242693655279,1.4091735577133e-05,0.000501282491338236,"ENSG00000305747",NA,NA,"Up"
1682.76510269311,-1.81709670078772,0.418509610565513,-4.34182789334841,1.41302203507461e-05,0.000501848544821306,"ENSG00000179820","MYADM","myeloid associated differentiation marker","Down"
935.609763511145,8.07718054993984,1.86069045505658,4.34095877043353,1.41862343147178e-05,0.000503034366059205,"ENSG00000205364","MT1M","metallothionein 1M","Up"
80.5190633733672,-3.61959737076591,0.834182893500859,-4.33909325996288,1.43071802478064e-05,0.000506515188613822,"ENSG00000113749","HRH2","histamine receptor H2","Down"
2967.54692733944,2.13865777196729,0.493021779106786,4.33785658686706,1.43878983445431e-05,0.000508563026858865,"ENSG00000120306","CYSTM1","cysteine rich transmembrane module containing 1","Up"
17.7037139199177,-5.42140201721639,1.25012888398412,-4.33667447146614,1.44654612781443e-05,0.000510493016820605,"ENSG00000073150","PANX2","pannexin 2","Down"
41.3199986862766,8.57887600009351,1.97868582820926,4.33564332335545,1.45334441544375e-05,0.000510983898597633,"ENSG00000197893","NRAP","nebulin related anchoring protein","Up"
1540.55987663329,2.17085623571176,0.500725901604183,4.33541829723,1.45483204161517e-05,0.000510983898597633,"ENSG00000135503","ACVR1B","activin A receptor type 1B","Up"
255.408176215577,3.60571666297758,0.831620000663756,4.33577434417123,1.45247891768144e-05,0.000510983898597633,"ENSG00000165548","TMEM63C","transmembrane protein 63C","Up"
1655.7833954505,-3.79746685836192,0.876689257592829,-4.33159962378098,1.48029941243618e-05,0.00051910878291315,"ENSG00000168209","DDIT4","DNA damage inducible transcript 4","Down"
208.644468684439,4.39741384341554,1.01648013125186,4.32611883716788,1.51759570137245e-05,0.000531349688639586,"ENSG00000130720","FIBCD1","fibrinogen C domain containing 1","Up"
4945.56955234251,3.42424730896599,0.791725009163126,4.3250462841707,1.52499839917637e-05,0.000531430868477871,"ENSG00000149260","CAPN5","calpain 5","Up"
483.955389161374,1.73238688107013,0.400533518277305,4.32519827184782,1.52394729948999e-05,0.000531430868477871,"ENSG00000174292","TNK1","tyrosine kinase non receptor 1","Up"
813.400120831344,5.13528013451245,1.18730650561689,4.32515118060801,1.52427289404146e-05,0.000531430868477871,"ENSG00000175329","ISX","intestine specific homeobox","Up"
45.0238347603832,3.61759404639831,0.836595586257157,4.32418495366807,1.53096816406608e-05,0.000532676294079516,"ENSG00000198929","NOS1AP","nitric oxide synthase 1 adaptor protein","Up"
