"Gene_ID","log2FC","p_value","adjusted_p_value","Regulation","Gene_Symbol","Gene_Name"
"ENSG00000273174",-3.98398011132656,0.0121342153628847,0.091203519324887,"NS",NA,NA
"ENSG00000273437",-0.803201624554102,0.283435746081057,0.608021088622091,"NS",NA,NA
"ENSG00000178694",0.371153632751078,0.402854991367462,0.715653067397057,"NS","NSUN3","NOP2/Sun RNA methyltransferase 3"
"ENSG00000169379",-0.368373668362095,0.589721613181765,0.836847529282617,"NS","ARL13B","ARF like GTPase 13B"
"ENSG00000272077",-0.271484557195823,0.660824626186902,0.875155701335084,"NS",NA,NA
"ENSG00000144597",-0.0681460251336845,0.888558646355142,0.964780253899638,"NS","EAF1","ELL associated factor 1"
"ENSG00000145040",-4.10121637019635,0.0128523344602742,0.0952486506850923,"NS","UCN2","urocortin 2"
"ENSG00000183396",1.64724258261138,0.299226746989537,0.622727301630672,"NS","TMEM89","transmembrane protein 89"
"ENSG00000008300",-0.292231202159579,0.681957430338266,0.884698304861166,"NS","CELSR3","cadherin EGF LAG seven-pass G-type receptor 3"
"ENSG00000114270",-3.25655984728554,0.00683095639075685,0.0617117649068253,"NS","COL7A1","collagen type VII alpha 1 chain"
"ENSG00000163964",0.0293805230932584,0.945663745373185,0.983345026046389,"NS","PIGX","phosphatidylinositol glycan anchor biosynthesis class X"
"ENSG00000197763",0.650982886680258,0.473519105566214,0.767496557122815,"NS","TXNRD3","thioredoxin reductase 3"
"ENSG00000180044",-2.98261332108061,0.0606281447562866,0.263709279822712,"NS","C3orf80","chromosome 3 open reading frame 80"
"ENSG00000144852",3.09530998532728,0.00095356711072554,0.0156304866884536,"Up","NR1I2","nuclear receptor subfamily 1 group I member 2"
"ENSG00000114854",0.425300337123299,0.744396621292544,0.91219891014736,"NS","TNNC1","troponin C1, slow skeletal and cardiac type"
"ENSG00000114841",-0.487205567111192,0.443262214519332,0.745069706119771,"NS","DNAH1","dynein axonemal heavy chain 1"
"ENSG00000114646",0.858549692325853,0.502158950615617,0.78700715871646,"NS","CSPG5","chondroitin sulfate proteoglycan 5"
"ENSG00000164047",-5.47100528927482,0.066339695996292,0.278551550724374,"NS","CAMP","cathelicidin antimicrobial peptide"
"ENSG00000114554",-0.894343588920676,0.249055255445175,0.571439163499749,"NS","PLXNA1","plexin A1"
"ENSG00000283646",0.0105416991222546,0.992235692961678,0.997214364054651,"NS","LINC02009","long intergenic non-protein coding RNA 2009"
"ENSG00000271976",0.232673019437694,0.669280865804073,0.878453361439398,"NS",NA,NA
"ENSG00000160145",2.65246114358716,0.000182605605020894,0.00470436896457653,"Up","KALRN","kalirin RhoGEF kinase"
"ENSG00000287617",1.5883542768827,0.213851727174895,0.530406676738001,"NS",NA,NA
"ENSG00000254485",0.685403903765831,0.590405936248405,0.837040261948786,"NS",NA,NA
"ENSG00000053524",-0.112369845210366,0.893521540269528,0.966840142347419,"NS","MCF2L2","MCF.2 cell line derived transforming sequence-like 2"
"ENSG00000163515",8.852528066311,5.47357757604841e-07,4.9671040917667e-05,"Up","RETNLB","resistin like beta"
"ENSG00000144671",-1.20033217633013,0.459512774880106,0.757992858915414,"NS","SLC22A14","solute carrier family 22 member 14"
