"Gene_ID","log2FC","p_value","adjusted_p_value","Regulation","Gene_Symbol","Gene_Name"
"ENSG00000110719",1.03940815750452,0.153122290858695,0.348750193685243,"NS","TCIRG1","T cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
"ENSG00000149177",-0.420417523444745,0.463209847444948,0.667803433975268,"NS","PTPRJ","protein tyrosine phosphatase receptor type J"
"ENSG00000166405",-1.86157986053168,0.184374135821146,0.392041905289934,"NS","RIC3","RIC3 acetylcholine receptor chaperone"
"ENSG00000132746",-4.45767100574725,0.01855554099099,0.0955187179561659,"NS","ALDH3B2","aldehyde dehydrogenase 3 family member B2"
"ENSG00000189431",0.160580623666232,0.914048234701172,0.957412343451953,"NS","RASSF10","Ras association domain family member 10"
"ENSG00000270060",-0.450359653545423,0.657100184422792,0.807065568032405,"NS",NA,NA
"ENSG00000110395",-1.82619783956308,0.0135854017763031,0.0776862751266841,"NS","CBL","Cbl proto-oncogene"
"ENSG00000110066",0.00630895466394609,0.989747857682068,0.994759012695874,"NS","KMT5B","lysine methyltransferase 5B"
"ENSG00000187479",-1.78139338286359,0.0666617056223654,0.210079537083326,"NS","C11orf96","chromosome 11 open reading frame 96"
"ENSG00000285813",-1.28795519932879,0.237674883045197,0.453249999623416,"NS",NA,NA
"ENSG00000120458",-0.275451452269211,0.678009449166738,0.820453060650089,"NS","MSANTD2","Myb/SANT DNA binding domain containing 2"
"ENSG00000279342",-0.549390271166528,0.576572567498339,0.752210981011788,"NS",NA,NA
"ENSG00000154134",0.68955916027479,0.203621360790437,0.413604727237198,"NS","ROBO3","roundabout guidance receptor 3"
"ENSG00000254577",2.50231861227323,0.0690678618848654,0.214497244487528,"NS",NA,NA
"ENSG00000213713",-0.138680841608054,0.928372158846974,0.964167036268679,"NS",NA,NA
"ENSG00000280798",1.32991715521372,0.0276507413407268,0.12202440099809,"NS","LINC00294","long intergenic non-protein coding RNA 294"
"ENSG00000110076",1.04817216986833,0.171377165859257,0.374065239402008,"NS","NRXN2","neurexin 2"
"ENSG00000267940",1.77640486226524,0.0114606224893409,0.0701298737110847,"NS",NA,NA
"ENSG00000054938",-4.46679807450112,0.0094005908298629,0.0616347201180601,"NS","CHRDL2","chordin like 2"
"ENSG00000227615",0.422347945413663,0.638668587219368,0.794588814298996,"NS",NA,NA
"ENSG00000166435",-0.778114907623519,0.328755505963839,0.547496886482793,"NS","XRRA1","X-ray radiation resistance associated 1"
"ENSG00000166436",0.130096909528661,0.791029835086543,0.888814187268363,"NS","TRIM66","tripartite motif containing 66"
"ENSG00000110321",-0.459635498455254,0.238866074024026,0.454645100913978,"NS","EIF4G2","eukaryotic translation initiation factor 4 gamma 2"
"ENSG00000150672",-0.357629668627911,0.714842825250728,0.843672392706202,"NS","DLG2","discs large MAGUK scaffold protein 2"
"ENSG00000110723",2.77528863403196,3.05430774616993e-05,0.000925155641969973,"Up","EXPH5","exophilin 5"
"ENSG00000178202",-0.983070533465919,0.119982190583329,0.30043518901218,"NS","POGLUT3","protein O-glucosyltransferase 3"
"ENSG00000160588",-0.189647488983845,0.773891680331143,0.879559029179138,"NS","MPZL3","myelin protein zero like 3"
"ENSG00000289268",-1.1512963212989,0.449845689499204,0.657253020610883,"NS",NA,NA
"ENSG00000283268",-0.0552765381347332,0.979797929866919,0.989635079717027,"NS","TEX54","testis expressed 54"
"ENSG00000183715",-2.45304837319101,0.26819390449682,0.486676059310953,"NS","OPCML","opioid binding protein/cell adhesion molecule like"
