"","Villous","Tubular","EarlyStage","Advanced"
"1242",1,1,1,1
"1243",1,1,1,1
"1244",1,1,1,1
"1245",1,1,1,1
"1246",1,1,1,1
"1247",1,1,1,1
"1248",1,1,1,1
"1249",1,0,0,1
"1250",1,1,1,1
"1251",1,1,1,1
"1252",1,1,1,1
"1253",1,0,1,1
"1254",1,1,1,1
"1255",1,0,1,1
"1256",1,1,1,1
"1257",1,1,1,1
"1258",1,1,1,1
"1259",1,1,1,0
"1260",1,1,1,0
"1261",1,0,0,1
"1262",1,1,0,0
"1263",1,1,1,0
"1264",1,0,0,1
"1265",1,0,0,1
"1266",1,1,1,1
"1267",1,0,0,1
"1268",1,1,1,1
"1269",1,1,1,0
"1270",1,1,1,1
"1271",1,0,1,0
"1272",1,1,0,0
"1273",1,1,1,1
"1274",1,1,1,1
"1275",1,1,1,1
"1276",1,1,1,0
"1277",1,1,1,0
"1278",1,0,0,1
"1279",1,1,1,0
"1280",1,1,1,1
"1281",1,1,1,1
"1282",1,1,1,1
"1283",1,1,1,1
"1284",1,0,0,1
"1285",1,1,1,1
"1286",1,1,1,0
"1287",1,0,0,1
"1288",1,1,1,1
"1289",1,0,1,1
"1290",1,1,1,1
"1291",1,0,1,1
"1292",1,0,1,1
"1293",1,0,1,1
"1294",1,1,1,1
"1295",1,0,1,0
"1296",1,0,1,1
"1297",1,0,1,1
"1298",1,0,1,1
"1299",1,1,1,0
"1300",1,1,0,0
"1301",1,0,0,1
"1302",1,1,1,1
"1303",1,1,1,1
"1304",1,0,1,1
"1305",1,1,1,1
"1306",1,0,0,0
"1307",1,1,1,1
"1308",1,1,1,1
"1309",1,1,1,1
"1310",1,1,1,1
"1311",1,1,1,1
"1312",1,0,1,1
"1313",1,1,1,1
"1314",1,0,1,1
"1315",0,1,1,0
"1316",0,1,1,0
"1317",0,1,1,1
"1318",0,1,1,1
"1319",0,1,1,1
"1320",0,1,0,0
"1321",0,1,0,1
"1322",0,1,0,0
"1323",0,1,1,0
"1324",0,1,0,0
"1325",0,1,0,0
"1326",0,1,0,1
"1327",0,1,1,0
"1328",0,1,1,0
"1329",0,1,1,0
"1330",0,1,1,1
"1331",0,1,0,0
"1332",0,1,1,1
"1333",0,1,0,0
"1334",0,1,1,0
"1335",0,1,0,0
"1336",0,1,1,1
"1337",0,1,1,0
"1338",0,1,0,0
"1339",0,1,1,1
"1340",0,1,1,0
"1341",0,1,0,0
"1342",0,1,0,0
"1343",0,1,0,0
"1344",0,1,0,0
"1345",0,1,1,0
"1346",0,1,1,1
"1347",0,1,0,1
"1348",0,1,1,1
"1349",0,1,1,1
"1350",0,1,1,0
"1351",0,1,1,0
"1352",0,1,0,0
"1353",0,1,1,1
"1354",0,1,0,0
"1355",0,1,1,0
"1356",0,1,0,0
"1357",0,1,0,0
"1358",0,1,0,0
"1359",0,1,0,0
"1360",0,1,0,0
"1361",0,1,1,0
"1362",0,1,1,0
"1363",0,1,1,1
"1364",0,1,1,0
"1365",0,1,1,0
"1366",0,1,0,0
"1367",0,1,1,0
"1368",0,1,0,0
"1369",0,1,1,1
"1370",0,1,0,0
"1371",0,1,1,1
"1372",0,1,1,1
"1373",0,1,0,0
"1374",0,1,1,0
"1375",0,1,1,0
"1376",0,1,0,0
"1377",0,1,1,1
"1378",0,1,1,0
"1379",0,1,1,0
"1380",0,1,1,0
"1381",0,1,0,0
"1382",0,1,1,1
"1383",0,1,1,1
"1384",0,1,1,1
"1385",0,1,1,0
"1386",0,1,1,1
"1387",0,1,0,0
"1388",0,1,1,1
"1389",0,1,0,0
"1390",0,1,1,1
"1391",0,1,1,0
"1392",0,1,0,0
"1393",0,1,1,1
"1394",0,1,1,1
"1395",0,1,0,1
"1396",0,1,1,0
"1397",0,1,1,1
"1398",0,1,0,1
"1399",0,1,0,0
"1400",0,1,1,0
"1401",0,1,0,0
"1402",0,1,1,0
"1403",0,1,1,0
"1404",0,1,0,0
"1405",0,1,1,1
"1406",0,1,0,0
"1407",0,1,1,0
"1408",0,1,0,0
"1409",0,1,0,0
"1410",0,1,1,0
"1411",0,1,0,0
"1412",0,1,0,0
"1413",0,1,0,0
"1414",0,1,1,1
"1415",0,1,0,0
"1416",0,1,1,1
"1417",0,1,1,1
"1418",0,1,0,0
"1419",0,1,0,0
"1420",0,1,0,0
"1421",0,1,0,0
"1422",0,1,1,1
"1423",0,1,1,0
"1424",0,1,0,0
"1425",0,1,0,1
"1426",0,1,0,0
"1427",0,1,1,1
"1428",0,1,1,0
"1429",0,1,0,0
"1430",0,1,1,1
"1431",0,1,0,0
"1432",0,1,0,0
"1433",0,1,1,1
"1434",0,1,1,1
"1435",0,1,1,0
"1436",0,1,0,0
"1437",0,1,1,0
"1438",0,1,1,0
"1439",0,1,0,1
"1440",0,1,0,0
"1441",0,1,1,1
"1442",0,1,0,0
"1443",0,1,0,0
"1444",0,1,1,1
"1445",0,1,1,1
"1446",0,1,1,0
"1447",0,1,1,0
"1448",0,1,1,0
"1449",0,1,0,1
"1450",0,1,1,0
"1451",0,1,1,1
"1452",0,1,1,1
"1453",0,1,0,0
"1454",0,1,1,1
"1455",0,1,0,0
"1456",0,1,1,0
"1457",0,1,0,0
"1458",0,1,1,0
"1459",0,1,1,1
"1460",0,1,1,0
"1461",0,1,1,1
"1462",0,1,0,0
"1463",0,1,1,0
"1464",0,1,0,0
"1465",0,1,1,0
"1466",0,1,0,0
"1467",0,1,0,0
"1468",0,1,0,0
"1469",0,1,1,0
"1470",0,1,1,1
"1471",0,1,1,0
"1472",0,1,1,0
"1473",0,1,1,1
"1474",0,1,1,0
"1475",0,1,1,1
"1476",0,1,1,0
"1477",0,1,0,0
"1478",0,1,0,1
"1479",0,1,1,0
"1480",0,1,1,1
"1481",0,1,1,0
"1482",0,1,0,0
"1483",0,1,1,1
"1484",0,1,0,0
"1485",0,1,1,0
"1486",0,1,0,1
"1487",0,1,1,0
"1488",0,1,1,1
"1489",0,1,0,0
"1490",0,1,0,0
"1491",0,1,1,1
"1492",0,1,0,1
"1493",0,1,1,1
"1494",0,1,1,1
"1495",0,1,0,1
"1496",0,1,1,0
"1497",0,1,0,0
"1498",0,1,1,1
"1499",0,1,1,1
"1500",0,1,1,1
"1501",0,1,0,1
"1502",0,1,0,0
"1503",0,1,1,0
"1504",0,1,0,0
"1505",0,1,1,0
"1506",0,1,1,0
"1507",0,1,0,0
"1508",0,1,1,1
"1509",0,1,1,1
"1510",0,1,0,0
"1511",0,1,0,0
"1512",0,1,0,0
"1513",0,1,0,1
"1514",0,1,0,0
"1515",0,1,0,1
"1516",0,1,1,1
"1517",0,1,0,1
"1518",0,1,1,1
"1519",0,1,0,0
"1520",0,1,0,0
"1521",0,1,0,0
"1522",0,1,0,0
"1523",0,1,1,0
"1524",0,1,0,0
"1525",0,1,1,1
"1526",0,1,0,0
"1527",0,1,1,1
"1528",0,1,0,0
"1529",0,1,0,0
"1530",0,1,1,0
"1531",0,1,1,1
"1532",0,1,1,0
"1533",0,1,1,1
"1534",0,1,0,0
"1535",0,1,1,0
"1536",0,1,0,0
"1537",0,1,0,1
"1538",0,1,1,0
"1539",0,1,0,0
"1540",0,1,0,0
"1541",0,1,1,1
"1542",0,1,1,0
"1543",0,1,0,1
"1544",0,1,1,0
"1545",0,1,1,0
"1546",0,1,1,0
"1547",0,1,0,0
"1548",0,1,1,0
"1549",0,1,1,0
"1550",0,1,1,0
"1551",0,1,1,0
"1552",0,1,0,0
"1553",0,1,0,0
"1554",0,1,0,0
"1555",0,1,1,1
"1556",0,1,1,0
"1557",0,1,0,1
"1558",0,1,0,0
"1559",0,1,0,0
"1560",0,1,0,0
"1561",0,1,0,0
"1562",0,1,0,0
"1563",0,1,1,1
"1564",0,1,0,0
"1565",0,1,1,1
"1566",0,1,0,0
"1567",0,1,0,1
"1568",0,1,1,0
"1569",0,1,0,0
"1570",0,1,0,0
"1571",0,1,1,1
"1572",0,1,0,0
"1573",0,1,0,0
"1574",0,1,0,0
"1575",0,1,0,0
"1576",0,1,1,1
"1577",0,1,0,0
"1578",0,1,1,0
"1579",0,1,1,0
"1580",0,1,0,1
"1581",0,1,1,1
"1582",0,1,1,1
"1583",0,1,1,1
"1584",0,1,1,0
"1585",0,1,1,0
"1586",0,1,1,0
"1587",0,1,0,0
"1588",0,1,1,1
"1589",0,1,1,1
"1590",0,1,1,0
"1591",0,1,0,0
"1592",0,1,0,0
"1593",0,1,0,0
"1594",0,1,1,1
"1595",0,1,0,0
"1596",0,1,0,0
"1597",0,1,1,0
"1598",0,1,1,1
"1599",0,1,0,0
"1600",0,1,0,0
"1601",0,1,0,0
"1602",0,1,0,0
"1603",0,1,0,0
"1604",0,1,1,0
"1605",0,1,0,0
"1606",0,1,1,1
"1607",0,1,1,1
"1608",0,1,1,0
"1609",0,1,1,0
"1610",0,1,1,1
"1611",0,1,0,0
"1612",0,1,1,0
"1613",0,1,0,0
"1614",0,1,0,0
"1615",0,1,0,0
"1616",0,1,0,0
"1617",0,1,1,0
"1618",0,1,1,1
"1619",0,1,0,0
"1620",0,1,0,0
"1621",0,1,0,0
"1622",0,1,0,0
"1623",0,1,1,0
"1624",0,1,0,0
"1625",0,1,1,0
"1626",0,1,1,0
"1627",0,1,1,1
"1628",0,1,0,0
"1629",0,1,0,0
"1630",0,1,0,0
"1631",0,1,1,1
"1632",0,1,0,1
"1633",0,1,1,1
"1634",0,1,0,0
"1635",0,1,0,0
"1636",0,1,0,1
"1637",0,1,0,0
"1638",0,1,1,0
"1639",0,1,1,0
"1640",0,1,0,1
"1641",0,1,1,1
"1642",0,1,1,1
"1643",0,1,0,0
"1644",0,1,1,0
"1645",0,1,1,0
"1646",0,1,1,1
"1647",0,1,0,0
"1648",0,1,1,0
"1649",0,1,1,0
"1650",0,1,1,0
"1651",0,1,1,0
"1652",0,1,0,0
"1653",0,1,0,0
"1654",0,1,0,0
"1655",0,1,0,0
"1656",0,1,1,0
"1657",0,1,1,1
"1658",0,1,0,0
"1659",0,1,0,0
"1660",0,1,1,0
"1661",0,1,1,1
"1662",0,1,0,0
"1663",0,1,1,1
"1664",0,1,1,1
"1665",0,1,1,0
"1666",0,1,0,0
"1667",0,1,0,0
"1668",0,1,1,0
"1669",0,1,1,1
"1670",0,1,0,0
"1671",0,1,1,0
"1672",0,1,1,0
"1673",0,1,0,0
"1674",0,1,1,0
"1675",0,1,0,1
"1676",0,1,1,0
"1677",0,1,1,1
"1678",0,1,0,0
"1679",0,1,1,1
"1680",0,1,0,0
"1681",0,1,0,0
"1682",0,1,1,0
"1683",0,1,0,0
"1684",0,1,1,0
"1685",0,1,0,0
"1686",0,1,0,1
"1687",0,1,1,0
"1688",0,1,0,0
"1689",0,1,0,0
"1690",0,1,0,0
"1691",0,1,0,0
"1692",0,1,1,0
"1693",0,1,0,0
"1694",0,1,0,0
"1695",0,1,0,1
"1696",0,1,1,0
"1697",0,1,1,0
"1698",0,1,1,0
"1699",0,1,0,1
"1700",0,1,0,0
"1701",0,1,0,1
"1702",0,1,1,1
"1703",0,1,1,0
"1704",0,1,1,0
"1705",0,1,0,0
"1706",0,1,0,0
"1707",0,1,1,1
"1708",0,1,0,0
"1709",0,1,1,0
"1710",0,1,1,1
"1711",0,1,0,0
"1712",0,1,1,0
"1713",0,1,0,0
"1714",0,1,0,0
"1715",0,1,0,0
"1716",0,1,0,0
"1717",0,1,1,0
"1718",0,1,0,0
"1719",0,1,0,1
"1720",0,1,0,0
"1721",0,1,1,0
"1722",0,1,1,0
"1723",0,1,1,1
"1724",0,1,0,0
"1725",0,1,1,1
"1726",0,1,1,1
"1727",0,1,1,1
"1728",0,1,1,1
"1729",0,1,0,0
"1730",0,1,0,0
"1731",0,1,0,1
"1732",0,1,1,0
"1733",0,1,1,0
"1734",0,1,1,0
"1735",0,1,1,0
"1736",0,1,0,0
"1737",0,1,0,0
"1738",0,1,0,0
"1739",0,1,0,0
"1740",0,1,0,0
"1741",0,1,0,0
"1742",0,1,1,1
"1743",0,1,1,0
"1744",0,1,1,0
"1745",0,1,1,1
"1746",0,1,0,1
"1747",0,1,1,0
"1748",0,1,0,0
"1749",0,1,1,0
"1750",0,1,1,0
"1751",0,1,0,0
"1752",0,1,0,0
"1753",0,1,1,0
"1754",0,1,1,1
"1755",0,1,1,1
"1756",0,1,0,1
"1757",0,1,0,0
"1758",0,1,0,0
"1759",0,1,1,0
"1760",0,1,0,0
"1761",0,1,0,0
"1762",0,1,1,1
"1763",0,1,1,0
"1764",0,1,0,1
"1765",0,1,0,0
"1766",0,1,0,0
"1767",0,1,0,0
"1768",0,1,1,0
"1769",0,1,1,0
"1770",0,1,1,1
"1771",0,1,1,0
"1772",0,1,1,1
"1773",0,1,0,0
"1774",0,1,0,1
"1775",0,1,0,0
"1776",0,1,0,0
"1777",0,1,0,0
"1778",0,1,0,0
"1779",0,1,1,1
"1780",0,1,0,0
"1781",0,1,1,1
"1782",0,1,0,0
"1783",0,1,1,0
"1784",0,1,1,1
"1785",0,1,1,1
"1786",0,1,1,1
"1787",0,1,1,1
"1788",0,1,1,1
"1789",0,1,1,0
"1790",0,1,0,0
"1791",0,1,1,1
"1792",0,1,1,0
"1793",0,1,0,0
"1794",0,1,1,1
"1795",0,1,1,1
"1796",0,1,0,1
"1797",0,1,0,0
"1798",0,1,1,1
"1799",0,1,0,0
"1800",0,1,0,0
"1801",0,1,1,0
"1802",0,1,0,0
"1803",0,1,1,1
"1804",0,1,0,0
"1805",0,1,0,0
"1806",0,1,1,1
"1807",0,1,1,1
"1808",0,1,0,0
"1809",0,1,0,0
"1810",0,1,0,0
"1811",0,1,0,0
"1812",0,1,0,1
"1813",0,1,0,0
"1814",0,1,0,0
"1815",0,1,1,0
"1816",0,1,1,0
"1817",0,1,1,1
"1818",0,1,0,0
"1819",0,1,0,0
"1820",0,1,1,0
"1821",0,1,1,0
"1822",0,1,1,1
"1823",0,1,0,0
"1824",0,1,0,0
"1825",0,1,1,1
"1826",0,1,0,0
"1827",0,1,1,0
"1828",0,1,1,0
"1829",0,1,0,0
"1830",0,1,0,1
"1831",0,1,0,0
"1832",0,1,0,0
"1833",0,1,0,0
"1834",0,1,1,0
"1835",0,1,1,0
"1836",0,1,0,0
"1837",0,1,1,0
"1838",0,1,0,0
"1839",0,1,0,1
"1840",0,1,1,1
"1841",0,1,0,0
"1842",0,1,0,1
"1843",0,1,0,0
"1844",0,1,0,0
"1845",0,1,1,0
"1846",0,1,1,0
"1847",0,1,1,0
"1848",0,1,0,0
"1849",0,1,0,1
"1850",0,1,0,0
"1851",0,1,1,0
"1852",0,1,0,0
"1853",0,1,1,0
"1854",0,1,1,0
"1855",0,1,1,1
"1856",0,1,1,1
"1857",0,1,0,0
"1858",0,1,0,0
"1859",0,1,0,0
"1860",0,1,0,0
"1861",0,1,1,0
"1862",0,1,1,1
"1863",0,1,1,0
"1864",0,1,0,0
"1865",0,1,0,0
"1866",0,1,1,1
"1867",0,1,0,0
"1868",0,1,1,0
"1869",0,1,0,0
"1870",0,1,0,0
"1871",0,1,0,0
"1872",0,1,1,0
"1873",0,1,1,1
"1874",0,1,1,0
"1875",0,1,1,0
"1876",0,1,0,0
"1877",0,1,0,0
"1878",0,1,0,0
"1879",0,1,1,0
"1880",0,1,1,0
"1881",0,1,0,0
"1882",0,1,0,0
"1883",0,1,0,0
"1884",0,1,1,1
"1885",0,1,0,0
"1886",0,1,1,1
"1887",0,1,1,1
"1888",0,1,0,0
"1889",0,1,1,1
"1890",0,1,0,0
"1891",0,1,0,1
"1892",0,1,0,0
"1893",0,1,0,0
"1894",0,1,0,1
"1895",0,1,0,1
"1896",0,1,1,1
"1897",0,1,1,0
"1898",0,1,1,0
"1899",0,1,1,0
"1900",0,1,1,0
"1901",0,1,1,0
"1902",0,1,0,1
"1903",0,1,1,1
"1904",0,1,0,0
"1905",0,1,0,0
"1906",0,1,1,0
"1907",0,1,1,1
"1908",0,1,1,1
"1909",0,1,1,0
"1910",0,1,1,0
"1911",0,1,1,1
"1912",0,1,1,1
"1913",0,1,1,1
"1914",0,1,1,1
"1915",0,1,1,0
"1916",0,1,1,1
"1917",0,1,0,0
"1918",0,1,1,0
"1919",0,1,1,0
"1920",0,1,1,0
"1921",0,1,0,0
"1922",0,1,0,0
"1923",0,1,0,0
"1924",0,1,0,0
"1925",0,1,0,0
"1926",0,1,0,0
"1927",0,1,0,0
"1928",0,1,1,1
"1929",0,1,0,0
"1930",0,1,1,0
"1931",0,1,1,0
"1932",0,1,0,0
"1933",0,1,1,0
"1934",0,1,1,1
"1935",0,1,0,0
"1936",0,1,1,1
"1937",0,1,1,1
"1938",0,1,0,0
"1939",0,1,0,0
"1940",0,1,1,0
"1941",0,1,0,0
"1942",0,1,0,0
"1943",0,1,0,0
"1944",0,1,1,0
"1945",0,1,1,0
"1946",0,1,1,1
"1947",0,1,1,0
"1948",0,1,1,0
"1949",0,1,1,0
"1950",0,1,1,1
"1951",0,1,0,0
"1952",0,1,1,1
"1953",0,1,0,0
"1954",0,1,0,0
"1955",0,1,0,0
"1956",0,1,0,0
"1957",0,1,1,0
"1958",0,1,0,0
"1959",0,1,0,0
"1960",0,1,0,1
"1961",0,1,1,1
"1962",0,1,1,1
"1963",0,1,0,0
"1964",0,1,0,0
"1965",0,1,1,1
"1966",0,1,0,0
"1967",0,1,1,0
"1968",0,1,0,0
"1969",0,1,1,1
"1970",0,1,0,0
"1971",0,1,0,0
"1972",0,1,0,0
"1973",0,1,0,0
"1974",0,1,0,0
"1975",0,1,1,0
"1976",0,1,0,0
"1977",0,1,0,0
"1978",0,1,1,0
"1979",0,1,0,0
"1980",0,1,0,0
"1981",0,1,1,0
"1982",0,1,0,0
"1983",0,1,1,0
"1984",0,1,0,0
"1985",0,1,0,1
"1986",0,1,1,1
"1987",0,1,0,0
"1988",0,1,1,0
"1989",0,1,0,0
"1990",0,1,0,0
"1991",0,1,0,0
"1992",0,1,1,1
"1993",0,1,0,0
"1994",0,1,1,1
"1995",0,1,1,0
"1996",0,1,0,0
"1997",0,1,1,1
"1998",0,1,0,0
"1999",0,1,0,0
"2000",0,1,0,0
"2001",0,1,1,0
"2002",0,1,0,0
"2003",0,1,1,0
"2004",0,1,0,1
"2005",0,1,1,1
"2006",0,1,0,1
"2007",0,1,0,0
"2008",0,1,0,0
"2009",0,1,1,1
"2010",0,1,1,1
"2011",0,1,0,1
"2012",0,1,1,1
"2013",0,1,1,0
"2014",0,1,0,0
"2015",0,1,0,0
"2016",0,1,1,1
"2017",0,1,1,1
"2018",0,1,1,0
"2019",0,1,0,1
"2020",0,1,0,1
"2021",0,1,1,0
"2022",0,1,1,0
"2023",0,1,1,1
"2024",0,1,1,0
"2025",0,1,1,1
"2026",0,1,1,1
"2027",0,1,0,0
"2028",0,1,1,0
"2029",0,1,0,0
"2030",0,1,1,0
"2031",0,1,0,0
"2032",0,1,0,0
"2033",0,1,0,0
"2034",0,1,1,1
"2035",0,1,0,0
"2036",0,1,0,0
"2037",0,1,1,0
"2038",0,1,0,1
"2039",0,1,1,1
"2040",0,1,0,0
"2041",0,1,1,0
"2042",0,1,1,1
"2043",0,1,1,0
"2044",0,1,1,1
"2045",0,1,1,0
"2046",0,1,0,0
"2047",0,1,0,0
"2048",0,1,1,0
"2049",0,1,0,0
"2050",0,1,0,0
"2051",0,1,1,0
"2052",0,1,1,1
"2053",0,1,1,0
"2054",0,1,1,0
"2055",0,1,0,1
"2056",0,1,1,1
"2057",0,1,1,1
"2058",0,1,0,0
"2059",0,1,0,0
"2060",0,1,1,1
"2061",0,1,1,1
"2062",0,1,1,0
"2063",0,1,0,0
"2064",0,1,1,0
"2065",0,1,1,1
"2066",0,1,0,0
"2067",0,1,1,1
"2068",0,1,1,1
"2069",0,1,0,0
"2070",0,1,1,0
"2071",0,1,1,0
"2072",0,1,0,0
"2073",0,1,0,0
"2074",0,1,0,0
"2075",0,1,0,0
"2076",0,1,0,0
"2077",0,1,0,0
"2078",0,1,0,0
"2079",0,1,1,0
"2080",0,1,0,1
"2081",0,1,1,0
"2082",0,1,1,0
"2083",0,1,1,1
"2084",0,1,1,0
"2085",0,1,0,0
"2086",0,1,0,0
"2087",0,1,0,0
"2088",0,1,1,1
"2089",0,1,1,1
"2090",0,1,0,0
"2091",0,1,0,0
"2092",0,1,0,0
"2093",0,1,0,0
"2094",0,1,0,0
"2095",0,1,1,0
"2096",0,1,0,1
"2097",0,1,0,0
"2098",0,1,0,0
"2099",0,1,1,0
"2100",0,1,1,1
"2101",0,1,0,0
"2102",0,1,1,0
"2103",0,1,0,0
"2104",0,1,1,0
"2105",0,1,0,0
"2106",0,1,1,0
"2107",0,1,1,1
"2108",0,1,1,1
"2109",0,1,1,1
"2110",0,1,1,0
"2111",0,1,1,0
"2112",0,1,1,0
"2113",0,1,1,1
"2114",0,1,1,1
"2115",0,1,0,1
"2116",0,1,1,1
"2117",0,1,1,0
"2118",0,1,1,0
"2119",0,1,0,1
"2120",0,1,1,1
"2121",0,1,1,0
"2122",0,1,1,1
"2123",0,1,0,0
"2124",0,1,1,0
"2125",0,1,1,1
"2126",0,1,0,0
"2127",0,1,1,0
"2128",0,1,0,0
"2129",0,1,1,1
"2130",0,1,0,0
"2131",0,1,1,0
"2132",0,1,1,1
"2133",0,1,0,0
"2134",0,1,1,0
"2135",0,1,0,0
"2136",0,1,1,0
"2137",0,1,1,0
"2138",0,1,1,1
"2139",0,1,0,0
"2140",0,1,1,1
"2141",0,1,0,0
"2142",0,1,1,1
"2143",0,1,0,1
"2144",0,1,0,0
"2145",0,1,1,1
"2146",0,1,0,0
"2147",0,1,1,1
"2148",0,1,1,1
"2149",0,1,0,0
"2150",0,1,0,0
"2151",0,1,1,1
"2152",0,1,1,1
"2153",0,1,1,1
"2154",0,1,0,1
"2155",0,1,0,0
"2156",0,1,1,0
"2157",0,1,1,1
"2158",0,1,0,0
"2159",0,1,0,0
"2160",0,1,1,0
"2161",0,1,0,1
"2162",0,1,1,0
"2163",0,1,0,0
"2164",0,1,1,1
"2165",0,1,0,0
"2166",0,1,1,1
"2167",0,1,0,0
"2168",0,1,1,1
"2169",0,1,1,0
"2170",0,1,0,1
"2171",0,1,0,0
"2172",0,1,0,0
"2173",0,1,0,0
"2174",0,1,1,0
"2175",0,1,0,0
"2176",0,1,1,0
"2177",0,1,1,0
"2178",0,1,1,1
"2179",0,1,1,0
"2180",0,1,1,0
"2181",0,1,0,0
"2182",0,1,0,0
"2183",0,1,1,1
"2184",0,1,0,0
"2185",0,1,0,0
"2186",0,1,0,0
"2187",0,1,0,0
"2188",0,1,1,0
"2189",0,1,0,0
"2190",0,1,0,0
"2191",0,1,1,0
"2192",0,1,1,1
"2193",0,1,1,0
"2194",0,1,1,1
"2195",0,1,1,0
"2196",0,1,0,0
"2197",0,1,1,0
"2198",0,1,1,1
"2199",0,1,1,1
"2200",0,1,1,1
"2201",0,1,1,0
"2202",0,1,1,0
"2203",0,1,1,1
"2204",0,1,1,0
"2205",0,1,1,0
"2206",0,1,0,0
"2207",0,1,0,0
"2208",0,1,1,0
"2209",0,1,0,1
"2210",0,1,1,0
"2211",0,1,0,0
"2212",0,1,1,0
"2213",0,1,1,1
"2214",0,1,1,0
"2215",0,1,1,0
"2216",0,1,1,1
"2217",0,1,1,1
"2218",0,1,0,0
"2219",0,1,1,1
"2220",0,1,1,0
"2221",0,1,0,0
"2222",0,1,1,0
"2223",0,1,0,0
"2224",0,1,1,0
"2225",0,1,0,0
"2226",0,1,0,0
"2227",0,1,0,0
"2228",0,1,0,0
"2229",0,1,1,1
"2230",0,1,0,0
"2231",0,1,0,0
"2232",0,1,0,0
"2233",0,1,0,0
"2234",0,1,1,0
"2235",0,1,1,1
"2236",0,1,1,0
"2237",0,1,1,0
"2238",0,1,0,0
"2239",0,1,1,1
"2240",0,1,1,1
"2241",0,1,0,0
"2242",0,1,1,1
"2243",0,1,1,1
"2244",0,1,1,0
"2245",0,1,1,1
"2246",0,1,1,0
"2247",0,1,0,0
"2248",0,1,0,0
"2249",0,1,1,1
"2250",0,1,1,1
"2251",0,1,0,0
"2252",0,1,1,0
"2253",0,1,1,0
"2254",0,1,1,0
"2255",0,1,1,0
"2256",0,1,0,1
"2257",0,1,0,0
"2258",0,1,1,1
"2259",0,1,1,0
"2260",0,1,1,0
"2261",0,1,0,0
"2262",0,1,1,0
"2263",0,1,1,1
"2264",0,1,1,0
"2265",0,1,0,0
"2266",0,1,1,0
"2267",0,1,1,1
"2268",0,1,1,0
"2269",0,1,0,0
"2270",0,1,0,0
"2271",0,1,0,0
"2272",0,1,0,0
"2273",0,1,0,0
"2274",0,1,0,0
"2275",0,1,0,0
"2276",0,1,0,0
"2277",0,1,0,0
"2278",0,1,0,0
"2279",0,1,0,0
"2280",0,1,1,0
"2281",0,1,0,0
"2282",0,1,0,0
"2283",0,1,1,0
"2284",0,1,1,0
"2285",0,1,0,0
"2286",0,1,0,0
"2287",0,1,0,0
"2288",0,1,1,0
"2289",0,1,1,1
"2290",0,1,0,0
"2291",0,1,0,0
"2292",0,1,1,0
"2293",0,1,1,1
"2294",0,1,0,0
"2295",0,1,1,0
"2296",0,1,1,0
"2297",0,1,0,0
"2298",0,1,1,0
"2299",0,1,0,0
"2300",0,1,1,0
"2301",0,1,1,0
"2302",0,1,0,0
"2303",0,1,0,0
"2304",0,1,1,0
"2305",0,1,1,0
"2306",0,1,1,0
"2307",0,1,1,0
"2308",0,1,0,0
"2309",0,1,1,0
"2310",0,1,1,0
"2311",0,1,0,0
"2312",0,1,1,0
"2313",0,1,1,1
"2314",0,1,1,1
"2315",0,1,0,0
"2316",0,1,0,0
"2317",0,1,0,0
"2318",0,1,0,0
"2319",0,1,1,1
"2320",0,0,1,1
"2321",0,0,1,1
"2322",0,0,1,1
"2323",0,0,1,1
"2324",0,0,1,0
"2325",0,0,1,1
"2326",0,0,1,1
"2327",0,0,1,1
"2328",0,0,1,1
"2329",0,0,1,1
"2330",0,0,1,0
"2331",0,0,1,1
"2332",0,0,1,1
"2333",0,0,1,0
"2334",0,0,1,1
"2335",0,0,1,0
"2336",0,0,1,0
"2337",0,0,1,0
"2338",0,0,1,1
"2339",0,0,1,1
"2340",0,0,1,0
"2341",0,0,1,1
"2342",0,0,1,1
"2343",0,0,1,1
"2344",0,0,1,0
"2345",0,0,1,1
"2346",0,0,1,0
"2347",0,0,1,0
"2348",0,0,1,0
"2349",0,0,1,1
"2350",0,0,1,1
"2351",0,0,1,1
"2352",0,0,1,0
"2353",0,0,1,1
"2354",0,0,1,1
"2355",0,0,1,1
"2356",0,0,1,1
"2357",0,0,1,1
"2358",0,0,1,0
"2359",0,0,1,1
"2360",0,0,1,1
"2361",0,0,1,1
"2362",0,0,1,0
"2363",0,0,1,1
"2364",0,0,1,0
"2365",0,0,1,0
"2366",0,0,1,1
"2367",0,0,1,0
"2368",0,0,1,0
"2369",0,0,1,1
"2370",0,0,1,1
"2371",0,0,1,0
"2372",0,0,1,1
"2373",0,0,1,1
"2374",0,0,1,1
"2375",0,0,1,0
"2376",0,0,1,0
"2377",0,0,1,0
"2378",0,0,1,1
"2379",0,0,1,0
"2380",0,0,1,0
"2381",0,0,1,1
"2382",0,0,1,0
"2383",0,0,1,1
"2384",0,0,1,1
"2385",0,0,1,0
"2386",0,0,1,0
"2387",0,0,1,1
"2388",0,0,1,1
"2389",0,0,1,1
"2390",0,0,1,1
"2391",0,0,1,0
"2392",0,0,1,1
"2393",0,0,1,0
"2394",0,0,1,1
"2395",0,0,1,1
"2396",0,0,1,1
"2397",0,0,1,0
"2398",0,0,1,1
"2399",0,0,1,0
"2400",0,0,1,0
"2401",0,0,1,1
"2402",0,0,1,1
"2403",0,0,1,0
"2404",0,0,1,1
"2405",0,0,1,0
