"Gene_ID","log2FC","p_value","adjusted_p_value","Regulation","Gene_Symbol","Gene_Name"
"ENSG00000125651",0.314509177694501,0.499374734998143,0.802086388684963,"NS","GTF2F1","general transcription factor IIF subunit 1"
"ENSG00000161249",0.975286264444011,0.437370625234807,0.765351830558008,"NS","DMKN","dermokine"
"ENSG00000171466",-0.215151227305606,0.690235571115598,0.893272348207223,"NS","ZNF562","zinc finger protein 562"
"ENSG00000197019",0.565645721751475,0.499987350600246,0.802158364836556,"NS","SERTAD1","SERTA domain containing 1"
"ENSG00000088038",-0.136334450376744,0.708585231692851,0.901949912609273,"NS","CNOT3","CCR4-NOT transcription complex subunit 3"
"ENSG00000105737",0.763021066781471,0.528861866521953,0.818531338124495,"NS","GRIK5","glutamate ionotropic receptor kainate type subunit 5"
"ENSG00000105732",-0.336252861860096,0.530686402350559,0.819751013235256,"NS","ZNF574","zinc finger protein 574"
"ENSG00000169021",0.765177982272135,0.0890511269592765,0.370220877084456,"NS","UQCRFS1","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1"
"ENSG00000105372",-0.324156127604728,0.679559599246335,0.890422262691049,"NS","RPS19","ribosomal protein S19"
"ENSG00000130299",-0.153031592170871,0.686370264761189,0.892610690900131,"NS","GTPBP3","GTP binding protein 3, mitochondrial"
"ENSG00000013275",0.104790526089118,0.8129327781893,0.942265086470068,"NS","PSMC4","proteasome 26S subunit, ATPase 4"
"ENSG00000124444",0.535249487179579,0.445087862819905,0.770917503560117,"NS","ZNF576","zinc finger protein 576"
"ENSG00000130311",0.230955314865758,0.619022188245564,0.86425687075191,"NS","DDA1","DET1 and DDB1 associated 1"
"ENSG00000118620",-1.68516848587296,0.0196981234881956,0.155188193361174,"NS","ZNF430","zinc finger protein 430"
"ENSG00000160117",-2.64276955587817,0.00621842534234696,0.0762232148913925,"NS","ANKLE1","ankyrin repeat and LEM domain containing 1"
"ENSG00000220008",-3.89001847451568,0.00178134793975373,0.0343476118298602,"Down","LINGO3","leucine rich repeat and Ig domain containing 3"
"ENSG00000198356",0.394268513283732,0.522572848856343,0.815089025241824,"NS","GET3","guided entry of tail-anchored proteins factor 3, ATPase"
"ENSG00000161082",0.411635418335135,0.742079037874824,0.915236497961666,"NS","CELF5","CUGBP Elav-like family member 5"
"ENSG00000090339",-4.13762128457387,4.68555179843915e-05,0.00263343457946341,"Down","ICAM1","intercellular adhesion molecule 1"
"ENSG00000131351",-0.685539608446915,0.166034189970877,0.506218697231623,"NS","HAUS8","HAUS augmin like complex subunit 8"
"ENSG00000104885",-0.2055927899232,0.633938786190296,0.871180843676988,"NS","DOT1L","DOT1 like histone lysine methyltransferase"
