"Gene_ID","log2FC","p_value","adjusted_p_value","Regulation","Gene_Symbol","Gene_Name"
"ENSG00000074356",0.207011108782088,0.611761155069532,0.863409240186689,"NS","NCBP3","nuclear cap binding subunit 3"
"ENSG00000154914",2.21772710416171,0.0145547349791811,0.110983993264647,"NS","USP43","ubiquitin specific peptidase 43"
"ENSG00000094804",-0.314824939193371,0.672106276983882,0.891370726329196,"NS","CDC6","cell division cycle 6"
"ENSG00000229637",1.86168989537261,0.19503059863531,0.521167704261879,"NS","PRAC2","PRAC2 small nuclear protein"
"ENSG00000159182",1.94365930056754,0.218249070671942,0.550837959842125,"NS","PRAC1","PRAC1 small nuclear protein"
"ENSG00000082641",0.586657296825751,0.176533370117975,0.49351659387075,"NS","NFE2L1","NFE2 like bZIP transcription factor 1"
"ENSG00000065559",0.159817818673354,0.775124048838981,0.932598173362718,"NS","MAP2K4","mitogen-activated protein kinase kinase 4"
"ENSG00000129244",-0.216246087788506,0.896940603171729,0.972427171240312,"NS","ATP1B2","ATPase Na+/K+ transporting subunit beta 2"
"ENSG00000189120",-0.456194403364381,0.720188154255335,0.910752700845166,"NS","SP6","Sp6 transcription factor"
"ENSG00000161956",-0.0984727285975601,0.810174842926032,0.944550233393189,"NS","SENP3","SUMO specific peptidase 3"
"ENSG00000277161",0.103924853386928,0.887323878973116,0.969238076113259,"NS","PIGW","phosphatidylinositol glycan anchor biosynthesis class W"
"ENSG00000171861",0.200613582691133,0.750160302582627,0.922154346122309,"NS","MRM3","mitochondrial rRNA methyltransferase 3"
"ENSG00000169738",-0.343510448859172,0.621053423180509,0.868966693365152,"NS","DCXR","dicarbonyl and L-xylulose reductase"
"ENSG00000159199",0.643789089276543,0.336042894327989,0.677233653879096,"NS","ATP5MC1","ATP synthase membrane subunit c locus 1"
"ENSG00000198933",-0.737668876608027,0.205819283385425,0.535640293601703,"NS","TBKBP1","TBK1 binding protein 1"
"ENSG00000277258",-0.000443122057858813,0.999686324740641,1,"NS","PCGF2","polycomb group ring finger 2"
"ENSG00000277972",0.670742328045464,0.414470391985491,0.742662376938636,"NS","CISD3","CDGSH iron sulfur domain 3"
"ENSG00000125434",0.906199227675443,0.133259575081409,0.427996951543937,"NS","SLC25A35","solute carrier family 25 member 35"
"ENSG00000108961",-0.246296691528758,0.788949796985175,0.936554051811169,"NS","RANGRF","RAN guanine nucleotide release factor"
"ENSG00000142507",0.113115931309591,0.850632147113013,0.958834742602417,"NS","PSMB6","proteasome 20S subunit beta 6"
"ENSG00000129235",0.40093542047233,0.395946451582721,0.727827817944492,"NS","TXNDC17","thioredoxin domain containing 17"
"ENSG00000108651",-0.457092977178062,0.305784937770748,0.648012035836472,"NS","UTP6","UTP6 small subunit processome component"
"ENSG00000108528",0.013989379950618,0.984547890185832,0.994672623912951,"NS","SLC25A11","solute carrier family 25 member 11"
"ENSG00000278619",0.0358424992879746,0.947180020705367,0.984712306268734,"NS","MRM1","mitochondrial rRNA methyltransferase 1"
"ENSG00000169710",0.00234030054235262,0.997630525261919,1,"NS","FASN","fatty acid synthase"
"ENSG00000198242",-0.871364816059316,0.195861227519474,0.522445431486559,"NS","RPL23A","ribosomal protein L23a"
"ENSG00000173812",-0.721444408140441,0.167336392133343,0.480112273364383,"NS","EIF1","eukaryotic translation initiation factor 1"
"ENSG00000153944",1.21866907993234,0.014735157413963,0.111887552863606,"NS","MSI2","musashi RNA binding protein 2"
"ENSG00000161509",-0.0517140766122708,0.96073046551837,0.987435757585697,"NS","GRIN2C","glutamate ionotropic receptor NMDA type subunit 2C"
"ENSG00000181513",-0.340027188330872,0.615258160309334,0.865433043031598,"NS","ACBD4","acyl-CoA binding domain containing 4"
"ENSG00000108599",-0.279775768999654,0.658821015219332,0.885537856015244,"NS","AKAP10","A-kinase anchoring protein 10"
"ENSG00000161542",0.508363354434827,0.287314400983439,0.628540891180242,"NS","PRPSAP1","phosphoribosyl pyrophosphate synthetase associated protein 1"
"ENSG00000108469",-0.114981860757472,0.828341504023021,0.950838782135201,"NS","RECQL5","RecQ like helicase 5"
"ENSG00000243678",0.210234093532694,0.76281060478507,0.927499910691368,"NS","NME2","NME/NM23 nucleoside diphosphate kinase 2"
"ENSG00000108846",2.69751699454172,0.00813585231539107,0.075462830424735,"NS","ABCC3","ATP binding cassette subfamily C member 3"
"ENSG00000204323",0.855224840142996,0.205456812288959,0.535136048221699,"NS","SMIM5","small integral membrane protein 5"
"ENSG00000273559",-0.578862814527407,0.15942393770642,0.469466543977065,"NS","CWC25","CWC25 spliceosome associated protein"
"ENSG00000188878",-1.64541676067027,0.0137323015703421,0.106616907137651,"NS","FBF1","Fas binding factor 1"
"ENSG00000125445",-0.0995199158465929,0.834390013862972,0.952994615134874,"NS","MRPS7","mitochondrial ribosomal protein S7"
"ENSG00000040531",-0.274778480001762,0.612499132997566,0.863772959237701,"NS","CTNS","cystinosin, lysosomal cystine transporter"
"ENSG00000125457",-0.595540811047573,0.239140741877271,0.575786886956612,"NS","MIF4GD","MIF4G domain containing"
"ENSG00000131473",0.0658517391930643,0.903705496818176,0.974303380407259,"NS","ACLY","ATP citrate lyase"
"ENSG00000189050",0.116305701138185,0.864074318415236,0.961788997769064,"NS","RNFT1","ring finger protein, transmembrane 1"
"ENSG00000141753",-0.889498658919407,0.399520660926946,0.730472274209605,"NS","IGFBP4","insulin like growth factor binding protein 4"
"ENSG00000141497",1.02353481234001,0.0519360315196877,0.251051518230362,"NS","ZMYND15","zinc finger MYND-type containing 15"
"ENSG00000185158",-0.576022172087432,0.31036789153602,0.652582687017244,"NS","LRRC37B","leucine rich repeat containing 37B"
"ENSG00000132530",-1.12555020374508,0.232680254043649,0.568606296785277,"NS","XAF1","XIAP associated factor 1"
"ENSG00000006025",0.993678965927125,0.135602773263168,0.431586123166786,"NS","OSBPL7","oxysterol binding protein like 7"
"ENSG00000161970",0.250426953582264,0.710858963765653,0.906222898016157,"NS","RPL26","ribosomal protein L26"
"ENSG00000076351",0.395336930305691,0.61582626603562,0.865793940354745,"NS","SLC46A1","solute carrier family 46 member 1"
"ENSG00000175931",-0.173590198099592,0.658987515944574,0.885537856015244,"NS","UBE2O","ubiquitin conjugating enzyme E2 O"
"ENSG00000167107",0.897466941584034,0.247563025804078,0.585227937554712,"NS","ACSF2","acyl-CoA synthetase family member 2"
"ENSG00000136457",1.38858369808785,0.126028659852182,0.415911413758879,"NS","CHAD","chondroadherin"
"ENSG00000166263",-0.33393525294976,0.519461597636131,0.812693666894948,"NS","STXBP4","syntaxin binding protein 4"
"ENSG00000108654",-1.01974722675941,0.071667985076187,0.302294500512022,"NS","DDX5","DEAD-box helicase 5"
"ENSG00000011260",-0.52503106634656,0.33541635436435,0.676616039341107,"NS","UTP18","UTP18 small subunit processome component"
"ENSG00000182676",-3.07831644159463,0.0651393313568616,0.286894364908301,"NS","PPP1R27","protein phosphatase 1 regulatory subunit 27"
"ENSG00000070731",0.410800584720824,0.700238115181656,0.902749930942479,"NS","ST6GALNAC2","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
"ENSG00000136444",-0.166614593133123,0.643291740620217,0.878358120076723,"NS","RSAD1","radical S-adenosyl methionine domain containing 1"
"ENSG00000108828",-0.729178362878159,0.157809203360751,0.466565427968029,"NS","VAT1","vesicle amine transport 1"
"ENSG00000154945",-0.118960834912262,0.780185834239166,0.934041604812435,"NS","ANKRD40","ankyrin repeat domain 40"
"ENSG00000169689",0.00764422749415122,0.990931344833531,0.997391307423781,"NS","CENPX","centromere protein X"
"ENSG00000108509",0.366056773359813,0.398465487824369,0.729750579657965,"NS","CAMTA2","calmodulin binding transcription activator 2"
"ENSG00000179604",1.44704658526654,0.0710631075560835,0.301168951731974,"NS","CDC42EP4","CDC42 effector protein 4"
"ENSG00000141543",-1.57619080394555,0.0210610272612055,0.141900916740827,"NS","EIF4A3","eukaryotic translation initiation factor 4A3"
"ENSG00000132507",0.00404379460517845,0.995218528258565,0.999413394417993,"NS","EIF5A","eukaryotic translation initiation factor 5A"
"ENSG00000132514",-0.326869849053159,0.702442421428538,0.903658149248867,"NS","CLEC10A","C-type lectin domain containing 10A"
"ENSG00000108669",-1.46192512740033,0.0630375281691044,0.281258953197611,"NS","CYTH1","cytohesin 1"
"ENSG00000167117",2.83062904770754,0.00783698992853905,0.0732715715227959,"NS","ANKRD40CL","ANKRD40 C-terminal like"
"ENSG00000168610",-0.579067479802035,0.175168797037282,0.491868897301568,"NS","STAT3","signal transducer and activator of transcription 3"
"ENSG00000142494",0.224560352470726,0.786537292852501,0.936003808508166,"NS","SLC47A1","solute carrier family 47 member 1"
"ENSG00000004139",0.117289071204397,0.821544572945592,0.949002740876324,"NS","SARM1","sterile alpha and TIR motif containing 1"
"ENSG00000167900",-0.0739115583825992,0.905421443741255,0.974720155159727,"NS","TK1","thymidine kinase 1"
"ENSG00000179593",0.146000982563278,0.913840977617005,0.975911867810525,"NS","ALOX15B","arachidonate 15-lipoxygenase type B"
"ENSG00000030582",-0.293275285861504,0.715788914890702,0.908834314721633,"NS","GRN","granulin precursor"
"ENSG00000177469",-2.76878563176329,0.00860047362988745,0.0784352881371194,"NS","CAVIN1","caveolae associated protein 1"
"ENSG00000087157",-0.872375112653464,0.104662545970277,0.375014082926217,"NS","PGS1","phosphatidylglycerophosphate synthase 1"
"ENSG00000167280",0.733597663211941,0.208261771585669,0.538029742931,"NS","ENGASE","endo-beta-N-acetylglucosaminidase"
"ENSG00000267060",1.07019737584392,0.269035886981664,0.608252171243133,"NS","PTGES3L","prostaglandin E synthase 3 like"
"ENSG00000083290",-0.473848701283034,0.442258035589359,0.763370528608769,"NS","ULK2","unc-51 like autophagy activating kinase 2"
"ENSG00000136436",0.510282181087031,0.24361017135984,0.581633797222208,"NS","CALCOCO2","calcium binding and coiled-coil domain 2"
"ENSG00000012048",0.683856029611007,0.286604184689719,0.627913957253304,"NS","BRCA1","BRCA1 DNA repair associated"
"ENSG00000264364",-0.0465531401208945,0.909895014456951,0.9749139253368,"NS","DYNLL2","dynein light chain LC8-type 2"
"ENSG00000072778",1.2972347208536,0.0481212415694219,0.240801162235642,"NS","ACADVL","acyl-CoA dehydrogenase very long chain"
"ENSG00000171298",-1.10252321694705,0.181423336649495,0.500565293249872,"NS","GAA","alpha glucosidase"
"ENSG00000161714",0.477743068081685,0.671095068867335,0.890901679008595,"NS","PLCD3","phospholipase C delta 3"
"ENSG00000181045",-0.895297793007137,0.0792404505634582,0.319846311081007,"NS","SLC26A11","solute carrier family 26 member 11"
"ENSG00000108342",-0.715785175151097,0.622387484793223,0.869765809824733,"NS","CSF3","colony stimulating factor 3"
"ENSG00000182473",-0.0679769804137037,0.864235215667863,0.961788997769064,"NS","EXOC7","exocyst complex component 7"
"ENSG00000108424",-0.125859061848924,0.798270724503254,0.940507954213716,"NS","KPNB1","karyopherin subunit beta 1"
"ENSG00000141569",-0.633675898088501,0.353714912353768,0.692971056933858,"NS","TRIM65","tripartite motif containing 65"
"ENSG00000180329",0.179755660326311,0.681329603315213,0.894214939227104,"NS","CCDC43","coiled-coil domain containing 43"
"ENSG00000141698",-0.195679371590787,0.806812268558568,0.942665269396794,"NS","NT5C3B","5'-nucleotidase, cytosolic IIIB"
"ENSG00000126561",-1.20860997012302,0.0552480861167905,0.260852823806394,"NS","STAT5A","signal transducer and activator of transcription 5A"
"ENSG00000214941",0.286828615196346,0.593695689782707,0.853737550671944,"NS","ZSWIM7","zinc finger SWIM-type containing 7"
"ENSG00000161513",0.199966758039758,0.81671256778871,0.946417727491211,"NS","FDXR","ferredoxin reductase"
"ENSG00000132589",-0.888607159105926,0.25385905897954,0.591990551006763,"NS","FLOT2","flotillin 2"
"ENSG00000171962",0.203965771592247,0.758094768684727,0.925902170584831,"NS","DRC3","dynein regulatory complex subunit 3"
"ENSG00000161682",-2.12928269562299,0.144923985048135,0.447078529148769,"NS","FAM171A2","family with sequence similarity 171 member A2"
"ENSG00000239697",-1.82936560998222,0.00674634595228456,0.0666332783461318,"NS","TNFSF12","TNF superfamily member 12"
"ENSG00000167705",1.54744625359101,0.0924818896394133,0.34899891606924,"NS","RILP","Rab interacting lysosomal protein"
"ENSG00000002834",0.144329803748155,0.709792656284384,0.905907447322966,"NS","LASP1","LIM and SH3 protein 1"
"ENSG00000108953",0.859570768433263,0.0751932923464543,0.311143210262185,"NS","YWHAE","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon"
"ENSG00000073969",0.49390474359477,0.184951477880827,0.505038836615625,"NS","NSF","N-ethylmaleimide sensitive factor, vesicle fusing ATPase"
"ENSG00000108602",5.54074168886287,3.93949866411122e-05,0.0017622822330892,"Up","ALDH3A1","aldehyde dehydrogenase 3 family member A1"
"ENSG00000171345",0.288568725329146,0.76347713890992,0.927714227981868,"NS","KRT19","keratin 19"
"ENSG00000182173",-0.011622047454629,0.980413323491187,0.993189475608492,"NS","TSEN54","tRNA splicing endonuclease subunit 54"
"ENSG00000184922",-3.52338238794912,0.000104217125709229,0.00353210267666661,"Down","FMNL1","formin like 1"
"ENSG00000141232",-0.204410695837101,0.78078660095599,0.934145643817173,"NS","TOB1","transducer of ERBB2, 1"
"ENSG00000188895",-0.269384453548374,0.567632617657615,0.840731993952787,"NS","MSL1","MSL complex subunit 1"
"ENSG00000183018",-0.240285872781859,0.827261081576399,0.950549893336051,"NS","SPNS2","SPNS lysolipid transporter 2, sphingosine-1-phosphate"
"ENSG00000177302",-0.219435412061912,0.661427675183525,0.886803498204562,"NS","TOP3A","DNA topoisomerase III alpha"
"ENSG00000270647",-0.156990385028153,0.656275507873973,0.88407204533621,"NS","TAF15","TATA-box binding protein associated factor 15"
"ENSG00000029725",-0.557924886914317,0.359819485942937,0.697833368645602,"NS","RABEP1","rabaptin, RAB GTPase binding effector protein 1"
"ENSG00000133193",-0.499888916453518,0.354185629258156,0.693309481889116,"NS","VCF1","VCP nuclear cofactor family member 1"
"ENSG00000167720",0.568878929102866,0.372337579884202,0.708047327348513,"NS","SRR","serine racemase"
"ENSG00000166685",-0.0451936040518994,0.931102863801084,0.979460607769309,"NS","COG1","component of oligomeric golgi complex 1"
"ENSG00000167721",0.424907268844737,0.45217790406737,0.77048370180333,"NS","TSR1","TSR1 ribosome maturation factor"
"ENSG00000167543",-0.686018937832272,0.397393172365336,0.728679785665857,"NS","TP53I13","tumor protein p53 inducible protein 13"
"ENSG00000055483",-0.96774788893411,0.0370776984956548,0.203492587176967,"NS","USP36","ubiquitin specific peptidase 36"
"ENSG00000157637",0.0462405684743247,0.930257683533324,0.979460607769309,"NS","SLC38A10","solute carrier family 38 member 10"
"ENSG00000108384",-0.498722088158102,0.416569554969286,0.743723674265811,"NS","RAD51C","RAD51 paralog C"
"ENSG00000141526",-0.667129010055634,0.257811043015359,0.596577114837685,"NS","SLC16A3","solute carrier family 16 member 3"
"ENSG00000168961",0.839938458697244,0.270609007248206,0.610125753792655,"NS","LGALS9","galectin 9"
"ENSG00000008294",-0.333855374311971,0.496801148972992,0.799167227768806,"NS","SPAG9","sperm associated antigen 9"
"ENSG00000141338",1.71845873744736,0.223626853772312,0.557493630483265,"NS","ABCA8","ATP binding cassette subfamily A member 8"
"ENSG00000133030",-0.305431992668767,0.382493821065068,0.717757015845683,"NS","MPRIP","myosin phosphatase Rho interacting protein"
"ENSG00000166292",0.54090143899035,0.770424514766325,0.931628123086504,"NS","TMEM100","transmembrane protein 100"
"ENSG00000185624",0.504660285315382,0.356948570326211,0.695594492423758,"NS","P4HB","prolyl 4-hydroxylase subunit beta"
"ENSG00000154920",-0.107206734964923,0.89047014271602,0.9704781547445,"NS","EME1","essential meiotic structure-specific endonuclease 1"
"ENSG00000132475",-1.52539914337354,0.0233803437508601,0.151516236550102,"NS","H3-3B","H3.3 histone B"
"ENSG00000215041",-0.0939547250893391,0.817734051076429,0.946667875776194,"NS","NEURL4","neuralized E3 ubiquitin protein ligase 4"
"ENSG00000092871",0.261120602511436,0.697274390979079,0.901933014829424,"NS","RFFL","ring finger and FYVE like domain containing E3 ubiquitin protein ligase"
"ENSG00000108788",0.0611193743070484,0.889608942262908,0.970302621649286,"NS","MLX","MAX dimerization protein MLX"
"ENSG00000184185",-0.520380108174002,0.757926584899594,0.925901055454922,"NS","KCNJ12","potassium inwardly rectifying channel subfamily J member 12"
"ENSG00000132470",1.42622409136545,0.169790590097197,0.483658448383213,"NS","ITGB4","integrin subunit beta 4"
"ENSG00000108559",-0.0460502046806155,0.933780600246312,0.980047082725078,"NS","NUP88","nucleoporin 88"
"ENSG00000129250",1.07483876188739,0.134827580989807,0.430806826529566,"NS","KIF1C","kinesin family member 1C"
"ENSG00000072210",1.82091476276376,0.000592061181697376,0.012244926746677,"Up","ALDH3A2","aldehyde dehydrogenase 3 family member A2"
"ENSG00000169696",-0.330920527606442,0.663641048181297,0.887817444443729,"NS","ASPSCR1","ASPSCR1 tether for SLC2A4, UBX domain containing"
"ENSG00000068137",0.228574358162821,0.816067961801268,0.946246815868795,"NS","PLEKHH3","pleckstrin homology, MyTH4 and FERM domain containing H3"
"ENSG00000196388",1.79245771002681,0.0225749698436183,0.148669817693473,"NS","INCA1","inhibitor of CDK, cyclin A1 interacting protein 1"
"ENSG00000141510",0.832638239191513,0.222451333181394,0.556341815351798,"NS","TP53","tumor protein p53"
"ENSG00000276023",-0.904713670505165,0.277805020691764,0.619005715077168,"NS","DUSP14","dual specificity phosphatase 14"
"ENSG00000108861",0.285048491091948,0.671331656101706,0.89091675399683,"NS","DUSP3","dual specificity phosphatase 3"
"ENSG00000083457",0.262833685911085,0.614603404835946,0.864895088278852,"NS","ITGAE","integrin subunit alpha E"
"ENSG00000108774",-0.501802649092166,0.405659565871173,0.73504719869713,"NS","RAB5C","RAB5C, member RAS oncogene family"
"ENSG00000141568",0.0166425562696909,0.967512833202355,0.989407700684787,"NS","FOXK2","forkhead box K2"
"ENSG00000070526",4.85776613661249,3.79764147574966e-07,5.34385841331279e-05,"Up","ST6GALNAC1","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1"
"ENSG00000161533",1.2207303184515,0.00843376896078918,0.0774644794164265,"NS","ACOX1","acyl-CoA oxidase 1"
"ENSG00000034152",-1.67284054745783,0.025462787138548,0.160433824908934,"NS","MAP2K3","mitogen-activated protein kinase kinase 3"
"ENSG00000176155",-0.393322930493052,0.495630507531271,0.79902553723525,"NS","CCDC57","coiled-coil domain containing 57"
"ENSG00000181396",-0.0775126023916569,0.917691726248224,0.976707276231852,"NS","OGFOD3","2-oxoglutarate and iron dependent oxygenase domain containing 3"
"ENSG00000005961",-1.55830345876733,0.146017318511382,0.448584087669416,"NS","ITGA2B","integrin subunit alpha 2b"
