"Gene_ID","log2FC","p_value","adjusted_p_value","Regulation","Gene_Symbol","Gene_Name"
"ENSG00000166439",-1.62944984794965,0.0132161436226577,1,"NS","RNF169","ring finger protein 169"
"ENSG00000110344",-1.2664165539768,0.0890208092980697,1,"NS","UBE4A","ubiquitination factor E4A"
"ENSG00000176485",0.090637537143705,0.927557955192872,1,"NS","PLAAT3","phospholipase A and acyltransferase 3"
"ENSG00000162236",0.198237041645494,0.728828729497881,1,"NS","STX5","syntaxin 5"
"ENSG00000162344",1.6206143138828,0.488109798046458,1,"NS","FGF19","fibroblast growth factor 19"
"ENSG00000072518",0.227767515967539,0.668471008742732,1,"NS","MARK2","microtubule affinity regulating kinase 2"
"ENSG00000149798",0.0815930935508309,0.968719110954502,1,"NS","CDC42EP2","CDC42 effector protein 2"
"ENSG00000172350",1.9124792241542,0.316920787266299,1,"NS","ABCG4","ATP binding cassette subfamily G member 4"
"ENSG00000173457",0.367380902775167,0.655502621798451,1,"NS","PPP1R14B","protein phosphatase 1 regulatory inhibitor subunit 14B"
"ENSG00000134917",0.712155176877837,0.496629148183355,1,"NS","ADAMTS8","ADAM metallopeptidase with thrombospondin type 1 motif 8"
"ENSG00000214756",0.571777581037982,0.427020777315779,1,"NS","CSKMT","citrate synthase lysine methyltransferase"
"ENSG00000197136",0.296355112957224,0.58441112600878,1,"NS","PCNX3","pecanex 3"
"ENSG00000110092",0.162959459191637,0.871927637433507,1,"NS","CCND1","cyclin D1"
"ENSG00000168569",0.294778860243988,0.611000426659738,1,"NS","TMEM223","transmembrane protein 223"
"ENSG00000173465",0.882282197847799,0.262503386746395,1,"NS","ZNRD2","zinc ribbon domain containing 2"
"ENSG00000179241",0.23279411490798,0.842045467906197,1,"NS","LDLRAD3","low density lipoprotein receptor class A domain containing 3"
"ENSG00000186174",-0.404906048291859,0.488684164598323,1,"NS","BCL9L","BCL9 like"
"ENSG00000137692",-0.153468428051335,0.799352644812415,1,"NS","DCUN1D5","defective in cullin neddylation 1 domain containing 5"
"ENSG00000084207",0.799584097638108,0.315578601857651,1,"NS","GSTP1","glutathione S-transferase pi 1"
"ENSG00000110237",0.678035152417511,0.593404628410327,1,"NS","ARHGEF17","Rho guanine nucleotide exchange factor 17"
"ENSG00000162341",-0.780557829629118,0.138776904913821,1,"NS","TPCN2","two pore segment channel 2"
"ENSG00000137500",0.012245973691212,0.973438668362911,1,"NS","CCDC90B","coiled-coil domain containing 90B"
"ENSG00000150768",-0.721863125392522,0.203731240281799,1,"NS","DLAT","dihydrolipoamide S-acetyltransferase"
"ENSG00000121653",0.450931166389422,0.611466175990328,1,"NS","MAPK8IP1","mitogen-activated protein kinase 8 interacting protein 1"
"ENSG00000162105",-0.463175503177838,0.677730846447368,1,"NS","SHANK2","SH3 and multiple ankyrin repeat domains 2"
"ENSG00000123892",-0.761127116949358,0.470407874266182,1,"NS","RAB38","RAB38, member RAS oncogene family"
"ENSG00000167283",0.260312804179781,0.642717425970762,1,"NS","ATP5MG","ATP synthase membrane subunit g"
"ENSG00000213593",0.046185796309498,0.920517530576887,1,"NS","TMX2","thioredoxin related transmembrane protein 2"
"ENSG00000167992",-0.426703911745411,0.65695588994157,1,"NS","VWCE","von Willebrand factor C and EGF domains"
"ENSG00000109854",-0.105498803911083,0.84097900172822,1,"NS","HTATIP2","HIV-1 Tat interactive protein 2"
"ENSG00000134954",-0.588395906496919,0.510320579243615,1,"NS","ETS1","ETS proto-oncogene 1, transcription factor"
"ENSG00000156603",0.414882583555229,0.486581392503367,1,"NS","MED19","mediator complex subunit 19"
"ENSG00000170903",-0.388050684236787,0.43022319309571,1,"NS","MSANTD4","Myb/SANT DNA binding domain containing 4 with coiled-coils"
"ENSG00000166689",-0.203383810536212,0.79009442868752,1,"NS","PLEKHA7","pleckstrin homology domain containing A7"
"ENSG00000152219",-0.340566710200753,0.479019964418733,1,"NS","ARL14EP","ARF like GTPase 14 effector protein"
"ENSG00000175868",0.864452595682781,0.802583959101308,1,"NS","CALCB","calcitonin related polypeptide beta"
