Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR36750780_1 - polya	(1, 0.0024246266330388206)	(2, 0.005145520846238284)	(3, 0.006742641479518069)	(4, 0.009293266968487278)	(5, 0.011213898177804545)	(6, 0.012909774671137879)	(7, 0.014752082267309228)	(8, 0.019516201171271744)	(9, 0.02668110908688084)	(10, 0.03371661277207495)	(12, 0.03953299239178043)	(14, 0.05122534568467199)	(16, 0.06633158689838015)	(18, 0.07669243876779111)	(20, 0.0873274232832128)	(22, 0.09706168624745644)	(24, 0.10670570678785804)	(26, 0.11596321732425696)	(28, 0.12464181419827303)	(30, 0.13284536133168667)	(32, 0.14034910400851397)	(34, 0.14843346303496646)	(36, 0.1555575064567603)	(38, 0.16301357389080312)	(40, 0.1721059237646987)	(42, 0.18084070931771073)	(44, 0.18994157262781783)	(46, 0.1980174182180588)	(48, 0.20547518833934392)	(50, 0.21286485097093696)	(52, 0.22163028489431047)	(54, 0.23193324539748314)	(56, 0.24032408812755007)	(58, 0.2484969868906023)	(60, 0.25690315380584994)	(62, 0.2670307375230655)	(64, 0.2763444367384604)	(66, 0.2866882617354483)	(68, 0.29629993121824616)	(70, 0.30454264015823274)	(72, 0.3126150803739891)	(74, 0.3196573948081525)	(76, 0.32788477956295836)	(78, 0.33596232784044155)	(80, 0.34270496931995964)	(82, 0.35081146328056206)	(84, 0.3623114129150734)	(86, 0.3749487576274429)	(88, 0.38504399028705466)	(90, 0.39508643964215506)	(92, 0.4043626797382193)	(94, 0.41397094384653255)	(96, 0.4215972800048057)	(98, 0.4279380872951403)	(100, 0.4349906178527575)	(102, 0.4429353565253411)	(104, 0.45025520897999977)	(106, 0.45747800826184715)	(108, 0.4655947183459034)	(110, 0.47266938383767043)	(112, 0.47930135064643886)	(114, 0.4862772602781523)	(116, 0.49398873079854055)	(118, 0.502444275643815)	(120, 0.5107380652010707)	(122, 0.5182094568202942)	(124, 0.5260894933776704)	(126, 0.5353929764696115)	(128, 0.5446402708825566)	(130, 0.5547252874187145)	(132, 0.5653313262510171)	(134, 0.5760854988733999)	(136, 0.5857278167265593)	(138, 0.5936929876460506)
SRR36750780_2 - illumina_universal_adapter	(1, 3.405374484605085e-06)	(2, 6.81074896921017e-06)	(3, 1.362149793842034e-05)	(4, 4.426986829986611e-05)	(5, 4.767524278447119e-05)	(6, 5.448599175368136e-05)	(7, 5.448599175368136e-05)	(8, 5.789136623828645e-05)	(9, 5.789136623828645e-05)	(10, 8.683704935742966e-05)	(12, 0.00011408004523427034)	(14, 0.000160052600776439)	(16, 0.00022986277771084326)	(18, 0.0002724299587684068)	(20, 0.0003354293867336009)	(22, 0.0004529148064524763)	(24, 0.000618075468955823)	(26, 0.0008172898763052205)	(28, 0.001019909658139223)	(30, 0.001336609485207496)	(32, 0.0016550119995180715)	(34, 0.0019478742051941087)	(36, 0.0022679794067469866)	(38, 0.002601706106238285)	(40, 0.002977999986787147)	(42, 0.003373023427001337)	(44, 0.0038021006120615777)	(46, 0.004224367048152608)	(48, 0.0046994167887550176)	(50, 0.005162547718661309)	(52, 0.005695488825502005)	(54, 0.006245456804765726)	(56, 0.006776695224364119)	(58, 0.007330068578112445)	(60, 0.007893658055314588)	(62, 0.008475977092182056)	(64, 0.009112782120803208)	(66, 0.009800667766693435)	(68, 0.010439175482556889)	(70, 0.01112195306672021)	(72, 0.011951161753721545)	(74, 0.012805910749357424)	(76, 0.013846252654404277)	(78, 0.014878081123239618)	(80, 0.016003557390401598)	(82, 0.017401463616331984)	(84, 0.018780640282597044)	(86, 0.02043224690763051)	(88, 0.022359688865916987)	(90, 0.024687262326144564)	(92, 0.027546074205970533)	(94, 0.031150663097925017)	(96, 0.035337571026746964)	(98, 0.04039284944914322)	(100, 0.04618028338572956)	(102, 0.0534422444741499)	(104, 0.06256864809289153)	(106, 0.07337900939427038)	(108, 0.08614916371153944)	(110, 0.10103575827099057)	(112, 0.11886459638514049)	(114, 0.1404989404858366)	(116, 0.16538711990657287)	(118, 0.19402972469658625)	(120, 0.2255498709260909)	(122, 0.2628336134707897)	(124, 0.30631343489022744)	(126, 0.35543085376892886)	(128, 0.4113130490612983)	(130, 0.4732738378086878)	(132, 0.5409607637519408)	(134, 0.6159028400346449)	(136, 0.700119453726171)	(138, 0.7907228472635739)
SRR36750780_2 - polya	(1, 0.005673353891352072)	(2, 0.009787046268755015)	(3, 0.01998273747566264)	(4, 0.0337472611424364)	(5, 0.04712357211796517)	(6, 0.058892546336760346)	(7, 0.07079092478597052)	(8, 0.08863849245978576)	(9, 0.11009916246176701)	(10, 0.13803515204622482)	(12, 0.16627932802153939)	(14, 0.20007937246848717)	(16, 0.2367859040380454)	(18, 0.2675364356340293)	(20, 0.2976876213207227)	(22, 0.3263387395469476)	(24, 0.35335698070780436)	(26, 0.3772048182234938)	(28, 0.4016656231464121)	(30, 0.42395720452263697)	(32, 0.4461891918453813)	(34, 0.4674676743124362)	(36, 0.48674379658254324)	(38, 0.5054580320626905)	(40, 0.5249657197977506)	(42, 0.5435607671709368)	(44, 0.5619446813260773)	(46, 0.5791571466585137)	(48, 0.5953990802628377)	(50, 0.6115660956285003)	(52, 0.6283086192820613)	(54, 0.6478741983833598)	(56, 0.6643698323867868)	(58, 0.6797604223699595)	(60, 0.6950130946865056)	(62, 0.7124809631052874)	(64, 0.7286411677219808)	(66, 0.7448541556431856)	(68, 0.7598480194989019)	(70, 0.7737266232109099)	(72, 0.7875813893015257)	(74, 0.8005643795240827)	(76, 0.8134503165738283)	(78, 0.827451513767282)	(80, 0.8400888584796515)	(82, 0.8539606514426903)	(84, 0.8704222317012713)	(86, 0.8870983505523824)	(88, 0.9013311132107893)	(90, 0.9158873864452338)	(92, 0.9296008294947384)	(94, 0.9435594595071347)	(96, 0.9553028934172954)	(98, 0.9665048727844038)	(100, 0.9781223078386341)	(102, 0.9902454410038282)	(104, 1.0020859280868)	(106, 1.013088693046559)	(108, 1.0257498753803207)	(110, 1.0370403944840287)	(112, 1.0478081886043502)	(114, 1.0588416019344706)	(116, 1.0697779620917798)	(118, 1.0816644217302938)	(120, 1.0925667281427571)	(122, 1.1028390402755686)	(124, 1.1138928858525965)	(126, 1.1258253180466526)	(128, 1.137330375742891)	(130, 1.1506317684797585)	(132, 1.1646585059818468)	(134, 1.1789576734427034)	(136, 1.1918470158669336)	(138, 1.202761241090093)
SRR36750780_2 - polyg	(1, 0.5616347922479783)	(2, 0.578021454267898)	(3, 0.5785084228191965)	(4, 0.5789000408849261)	(5, 0.579451711551432)	(6, 0.5800101929669074)	(7, 0.5808138613452741)	(8, 0.5820772552790626)	(9, 0.5836709705378578)	(10, 0.5854043061505217)	(12, 0.5881439299233866)	(14, 0.5898295902932661)	(16, 0.5906741231654482)	(18, 0.5912768744492233)	(20, 0.5918915445436945)	(22, 0.5925896463130385)	(24, 0.5932298567161443)	(26, 0.5938683644320077)	(28, 0.5945392232054749)	(30, 0.5951607040489153)	(32, 0.5958724273161977)	(34, 0.5965245565299997)	(36, 0.5971392266244709)	(38, 0.5976960053527038)	(40, 0.598276621702329)	(42, 0.5987993466857159)	(44, 0.5992846125497722)	(46, 0.5998039321586743)	(48, 0.6003198463930921)	(50, 0.6007744638867868)	(52, 0.6012852700594776)	(54, 0.6019339938987949)	(56, 0.602626987606412)	(58, 0.6031973878325834)	(60, 0.6038529224208697)	(62, 0.60456294300091)	(64, 0.6051980453422888)	(66, 0.6057922831898525)	(68, 0.6063780076012045)	(70, 0.606972245448768)	(72, 0.6076516176584468)	(74, 0.6083360979298524)	(76, 0.6089729029584736)	(78, 0.609757841777175)	(80, 0.6106755902007761)	(82, 0.6115984466861042)	(84, 0.6125008709245244)	(86, 0.6134458623440023)	(88, 0.6145355821790759)	(90, 0.6155963563310305)	(92, 0.6166366982360774)	(94, 0.6178234712439622)	(96, 0.6189302179514589)	(98, 0.6200931533379515)	(100, 0.6211386033047253)	(102, 0.6223389978105485)	(104, 0.6236381481764254)	(106, 0.6248981367357292)	(108, 0.6263760692620479)	(110, 0.6278029211710974)	(112, 0.6292382865163584)	(114, 0.6308762716434535)	(116, 0.6326470663754481)	(118, 0.6344110503584736)	(120, 0.6362908170739756)	(122, 0.638201232159839)	(124, 0.640283618657175)	(126, 0.6424596529528377)	(128, 0.6450851966804683)	(130, 0.6479848730541093)	(132, 0.6511757089461845)	(134, 0.6545606511838818)	(136, 0.6581737535120478)	(138, 0.6622023115273357)
SRR36750781_1 - illumina_universal_adapter	(1, 0.0)	(2, 7.045176773348491e-06)	(3, 1.7612941933371227e-05)	(4, 3.87484722534167e-05)	(5, 3.87484722534167e-05)	(6, 4.579364902676519e-05)	(7, 4.931623741343943e-05)	(8, 5.283882580011368e-05)	(9, 5.988400257346217e-05)	(10, 7.221306192682202e-05)	(12, 9.510988644020462e-05)	(14, 0.00013385835869362132)	(16, 0.00018493589030039786)	(18, 0.00023425212771383734)	(20, 0.00032936201415404196)	(22, 0.0004174267238208981)	(24, 0.0005477624941278451)	(26, 0.0007238919134615574)	(28, 0.0008542276837685044)	(30, 0.0010409248682622394)	(32, 0.0012593253482360428)	(34, 0.001477725828209846)	(36, 0.0016890811314103007)	(38, 0.0019162880823507895)	(40, 0.002185766093931369)	(42, 0.002471095753251983)	(44, 0.002818070709339396)	(46, 0.0031051616628533472)	(48, 0.0034345236770073895)	(50, 0.003800872869221511)	(52, 0.004204209239495712)	(54, 0.0045617519607431475)	(56, 0.004894636563283864)	(58, 0.005343766582584831)	(60, 0.00570483189221894)	(62, 0.006120497321846502)	(64, 0.006606614519207547)	(66, 0.007113867246888639)	(68, 0.00764577809327645)	(70, 0.008131895290637495)	(72, 0.008713122374438746)	(74, 0.009338381813073424)	(76, 0.009997105841381509)	(78, 0.010613558809049501)	(80, 0.011270521543164248)	(82, 0.01208247816629266)	(84, 0.013072325502948123)	(86, 0.014241824847323975)	(88, 0.015448311369759903)	(90, 0.016862630607009613)	(92, 0.01878596386613375)	(94, 0.021035136551025256)	(96, 0.023601342190717443)	(98, 0.026417651605863506)	(100, 0.029734168571917304)	(102, 0.03384326792497282)	(104, 0.03942480922365815)	(106, 0.04572848114161172)	(108, 0.05300262616009403)	(110, 0.061127476273958176)	(112, 0.07087095575149914)	(114, 0.08306087286358538)	(116, 0.09827493210563143)	(118, 0.11528022754230136)	(120, 0.13414016576455529)	(122, 0.15597140729096892)	(124, 0.18164050886466415)	(126, 0.21254769936934395)	(128, 0.24680134884136432)	(130, 0.2849263229503397)	(132, 0.3272960160652575)	(134, 0.3751151534143604)	(136, 0.4312387928850478)	(138, 0.49170049995392456)
SRR36750781_1 - polya	(1, 0.0023495664539117216)	(2, 0.005382515054838247)	(3, 0.0070064283010950745)	(4, 0.009363039931780144)	(5, 0.011712606385691866)	(6, 0.013315384101628648)	(7, 0.01522462700720609)	(8, 0.02046976111496404)	(9, 0.028247636272740774)	(10, 0.03568382035701011)	(12, 0.04190118885949015)	(14, 0.055500141326246075)	(16, 0.07237157840422237)	(18, 0.08448752116018844)	(20, 0.09705083264126213)	(22, 0.10723639696133072)	(24, 0.11838186661676803)	(26, 0.12806193950334885)	(28, 0.1376909348583229)	(30, 0.1474537885719906)	(32, 0.1560559494122491)	(34, 0.16429704494287348)	(36, 0.1714954543110423)	(38, 0.17831166283925698)	(40, 0.18700012709498898)	(42, 0.1949611768488728)	(44, 0.20376060263878504)	(46, 0.21206686605456293)	(48, 0.21944492743045213)	(50, 0.22656231726572745)	(52, 0.23413940488546375)	(54, 0.24418934955264537)	(56, 0.25266645850517694)	(58, 0.2602294557713666)	(60, 0.26843708671231753)	(62, 0.27740559674479015)	(64, 0.2862649065372759)	(66, 0.29617042508060387)	(68, 0.30486065063052925)	(70, 0.31322151416630056)	(72, 0.32144147416660496)	(74, 0.3282999537554597)	(76, 0.3356991506616689)	(78, 0.34355804535233914)	(80, 0.3501012532805866)	(82, 0.35800946420867025)	(84, 0.3694631603479416)	(86, 0.3817376195813079)	(88, 0.3914934281182023)	(90, 0.40148701137119713)	(92, 0.41163382721901226)	(94, 0.42137026151977985)	(96, 0.42938062751107714)	(98, 0.43615808756703833)	(100, 0.4439342014306218)	(102, 0.4518107090632254)	(104, 0.45975590716936915)	(106, 0.46683454853239104)	(108, 0.47546136749135626)	(110, 0.48296095816658574)	(112, 0.49006778023670106)	(114, 0.49748811267323034)	(116, 0.5053998461897007)	(118, 0.5141376266828461)	(120, 0.5223505415063772)	(122, 0.5294556022822992)	(124, 0.5380348662980443)	(126, 0.5472658091653242)	(128, 0.5563576097913303)	(130, 0.5670363364855333)	(132, 0.5779352249539034)	(134, 0.5891229656699808)	(136, 0.5991059811578157)	(138, 0.6069243660820391)
SRR36750781_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00011976800514692435)	(4, 0.00017612941933371228)	(5, 0.0003276007199607048)	(6, 0.00046850425542767463)	(7, 0.0006728143818547809)	(8, 0.0009581440411753948)	(9, 0.001433693473376418)	(10, 0.0017753845468838196)	(12, 0.0022262758603781227)	(14, 0.00261376058291229)	(16, 0.002985393657706423)	(18, 0.003318278260247139)	(20, 0.003665253216334552)	(22, 0.003969957111781874)	(24, 0.0042605706536825)	(26, 0.00454237772461644)	(28, 0.00499503033230408)	(30, 0.0054388764690250346)	(32, 0.005963742138639498)	(34, 0.006441052865033858)	(36, 0.006853195706274745)	(38, 0.007344596786215801)	(40, 0.0077990106880967795)	(42, 0.008292173062231175)	(44, 0.008829367791198996)	(46, 0.009324291459526728)	(48, 0.009817453833661123)	(50, 0.010354648562628944)	(52, 0.01089008199740343)	(54, 0.011589315792158267)	(56, 0.012253323703046362)	(58, 0.013054712561014753)	(60, 0.013768036709316287)	(62, 0.014513064153097891)	(64, 0.01538314348460643)	(66, 0.016341287525781824)	(68, 0.01887755116418728)	(70, 0.034896521852588416)	(72, 0.038725575428903314)	(74, 0.04002541054358612)	(76, 0.04105048376410832)	(78, 0.04205089886592381)	(80, 0.043053075261932625)	(82, 0.04418382613405506)	(84, 0.04526702206295739)	(86, 0.046249824222839506)	(88, 0.04732773626916183)	(90, 0.04870154573996478)	(92, 0.05006126485722104)	(94, 0.051343487029970464)	(96, 0.0530484198091208)	(98, 0.054522623048943966)	(100, 0.05597569075844709)	(102, 0.05750977800084373)	(104, 0.059221755956767416)	(106, 0.060891462852051007)	(108, 0.06324279060015606)	(110, 0.06517493033024688)	(112, 0.06700139240873748)	(114, 0.06922414568072893)	(116, 0.0712196920017799)	(118, 0.07356045198472493)	(120, 0.0765053358759846)	(122, 0.0797179364846315)	(124, 0.08209568364563663)	(126, 0.08488205105949595)	(128, 0.08787448989397573)	(130, 0.09115754227035613)	(132, 0.09409714227903579)	(134, 0.09715122641028234)	(136, 0.10114231905238427)	(138, 0.10506648251513938)
SRR36750781_2 - illumina_universal_adapter	(1, 3.5225883866742454e-06)	(2, 3.5225883866742454e-06)	(3, 1.0567765160022737e-05)	(4, 3.1703295480068206e-05)	(5, 3.1703295480068206e-05)	(6, 3.522588386674245e-05)	(7, 3.522588386674245e-05)	(8, 3.87484722534167e-05)	(9, 4.579364902676519e-05)	(10, 6.16452967667993e-05)	(12, 9.158729805353039e-05)	(14, 0.00013561965288695844)	(16, 0.0001778907135270494)	(18, 0.0002166391857804661)	(20, 0.000315271660607345)	(22, 0.00041566542962756097)	(24, 0.0006146916734746559)	(26, 0.0008137179173217507)	(28, 0.0009863247482687887)	(30, 0.001220576875982626)	(32, 0.0015094291236899143)	(34, 0.0018194169017172477)	(36, 0.0021505402100646265)	(38, 0.0025027990487320514)	(40, 0.0029184644783596123)	(42, 0.0033253234370204878)	(44, 0.0037955889866414993)	(46, 0.004301080420129253)	(48, 0.004843559031677087)	(50, 0.0054142183503183144)	(52, 0.005997206728312903)	(54, 0.006552014399214097)	(56, 0.00711915112946865)	(58, 0.0077479331564900035)	(60, 0.008304502121584532)	(62, 0.00888749049957912)	(64, 0.009583201705947285)	(66, 0.010312377501988854)	(68, 0.01106621141673714)	(70, 0.011768967799878655)	(72, 0.012579163128813731)	(74, 0.013433390812582234)	(76, 0.014338696027957516)	(78, 0.015166504298825963)	(80, 0.016057719160654547)	(82, 0.017162050619876926)	(84, 0.018347401611992806)	(86, 0.01985859202987606)	(88, 0.021360975976792623)	(90, 0.023050057108202925)	(92, 0.02517593919956083)	(94, 0.027699873778612927)	(96, 0.030535557429885694)	(98, 0.033700603095312504)	(100, 0.037350004663907026)	(102, 0.04181312414982329)	(104, 0.047753969463949414)	(106, 0.05441342280895707)	(108, 0.0620680073732002)	(110, 0.07065783915410535)	(112, 0.08078175817740713)	(114, 0.09335739871783419)	(116, 0.10904524609788793)	(118, 0.12652256837837222)	(120, 0.14584748826766714)	(122, 0.16802570475016818)	(124, 0.1942408075237979)	(126, 0.2255971280477787)	(128, 0.26034393989393345)	(130, 0.29907127661703015)	(132, 0.34220361011766287)	(134, 0.3909157236227877)	(136, 0.44809790090367074)	(138, 0.5095793973104896)
SRR36750781_2 - polya	(1, 0.004942191506503967)	(2, 0.009239749338246546)	(3, 0.017908839357851862)	(4, 0.031136158749813656)	(5, 0.04426484566694857)	(6, 0.05623107841648098)	(7, 0.06718632829903788)	(8, 0.08511278059882312)	(9, 0.10574458077957417)	(10, 0.1315035083571296)	(12, 0.15771861113075933)	(14, 0.19232628073564045)	(16, 0.22894534830931257)	(18, 0.2600991200010596)	(20, 0.2899072629290971)	(22, 0.317936498721864)	(24, 0.34518548118698267)	(26, 0.36911618539185415)	(28, 0.3925678175761379)	(30, 0.41508596383795304)	(32, 0.4363571138108855)	(34, 0.45620161548721483)	(36, 0.4740118223702398)	(38, 0.49084803356434936)	(40, 0.5083359236099937)	(42, 0.525061173269923)	(44, 0.5418093197543656)	(46, 0.5573809217176592)	(48, 0.5723413545958647)	(50, 0.586736412038009)	(52, 0.6019293357497351)	(54, 0.6195475615656862)	(56, 0.634316013376818)	(58, 0.648510283280922)	(60, 0.6629035794288729)	(62, 0.6785016008050664)	(64, 0.6936275953374457)	(66, 0.7092168102426726)	(68, 0.7235466997996634)	(70, 0.7370910521464258)	(72, 0.7499925321126203)	(74, 0.7616417319073521)	(76, 0.7743935018671128)	(78, 0.7880452931596689)	(80, 0.8000344227337146)	(82, 0.8128443154018554)	(84, 0.8287576084386563)	(86, 0.8448998697205912)	(88, 0.8590501072698615)	(90, 0.8732197190552586)	(92, 0.8874985310806427)	(94, 0.9015184328596062)	(96, 0.9130654775911244)	(98, 0.9237811914633876)	(100, 0.9346342862827308)	(102, 0.9459787821820151)	(104, 0.9576121303290069)	(106, 0.9680284241884027)	(108, 0.980276464008869)	(110, 0.9912440429507793)	(112, 1.0018223758759621)	(114, 1.011999133725064)	(116, 1.022720131479907)	(118, 1.0337986719559975)	(120, 1.044505579357294)	(122, 1.0546418274399492)	(124, 1.0658137165082864)	(126, 1.0780494272693995)	(128, 1.089619368825431)	(130, 1.1023817065503518)	(132, 1.1160158849009743)	(134, 1.1301150449186381)	(136, 1.1429513569996792)	(138, 1.1538114969957958)
SRR36750781_2 - polyg	(1, 0.49652996863205495)	(2, 0.510349082872978)	(3, 0.5107753160677656)	(4, 0.5111768911438465)	(5, 0.5115678984547672)	(6, 0.5119870864727816)	(7, 0.5124872940236893)	(8, 0.5134102121809979)	(9, 0.5144599435202268)	(10, 0.5159834629974634)	(12, 0.5179895770836744)	(14, 0.5191714054874037)	(16, 0.5197702455131383)	(18, 0.5202246594150193)	(20, 0.5207301508485069)	(22, 0.5213131392265016)	(24, 0.5218344823077294)	(26, 0.5223029865631571)	(28, 0.522877168470185)	(30, 0.5233967502572194)	(32, 0.5239128094558672)	(34, 0.5243725072403282)	(36, 0.5247723210222157)	(38, 0.5252232123357099)	(40, 0.5256547294130776)	(42, 0.5260880077846386)	(44, 0.5265001506258794)	(46, 0.5269845065290472)	(48, 0.5274530107844748)	(50, 0.527856347154749)	(52, 0.5282720125843765)	(54, 0.528791594371411)	(56, 0.5293833892203723)	(58, 0.5299064935957933)	(60, 0.5303890882047677)	(62, 0.5309298055221223)	(64, 0.5315409746072103)	(66, 0.532129246867785)	(68, 0.532636499595466)	(70, 0.5331261393812137)	(72, 0.5336510050508281)	(74, 0.5342586515475294)	(76, 0.5348522076906841)	(78, 0.5355602479564056)	(80, 0.5363405012840539)	(82, 0.5372563742645893)	(84, 0.538232131247698)	(86, 0.5391163009327533)	(88, 0.5401043869752153)	(90, 0.5410184986615573)	(92, 0.5419238038769326)	(94, 0.5428625736819812)	(96, 0.5438312854883167)	(98, 0.5448757329449656)	(100, 0.5459148965190346)	(102, 0.5469910472711634)	(104, 0.5481675917923127)	(106, 0.5494674269069955)	(108, 0.5508412363777985)	(110, 0.5523806075027751)	(112, 0.5539710561593585)	(114, 0.5555474144623953)	(116, 0.557160759943492)	(118, 0.5588287055445823)	(120, 0.5606093739740461)	(122, 0.5624023714628633)	(124, 0.5641671882445871)	(126, 0.5659073469076041)	(128, 0.5679839127615487)	(130, 0.5702595048593402)	(132, 0.5725474260164851)	(134, 0.5750431798884439)	(136, 0.5776164307049094)	(138, 0.5801562169317016)
SRR36750783_1 - illumina_universal_adapter	(1, 2.4954109392826594e-06)	(2, 2.4954109392826594e-06)	(3, 2.4954109392826594e-06)	(4, 9.981643757130638e-06)	(5, 9.981643757130638e-06)	(6, 9.981643757130638e-06)	(7, 1.2477054696413297e-05)	(8, 1.9963287514261275e-05)	(9, 2.4954109392826593e-05)	(10, 3.9926575028522543e-05)	(12, 6.113756801242515e-05)	(14, 8.983479381417572e-05)	(16, 0.00012851366337305695)	(18, 0.00019089893685512343)	(20, 0.0002457979775193419)	(22, 0.0003393758877424417)	(24, 0.0004716326675244226)	(26, 0.0006176142074724581)	(28, 0.000779815918525831)	(30, 0.0009632286225631064)	(32, 0.0011516321484789471)	(34, 0.001347521907212636)	(36, 0.0015508978987641728)	(38, 0.0017917050544049495)	(40, 0.0020649525522564004)	(42, 0.0023569156321524717)	(44, 0.002630163130003923)	(46, 0.002933355559126766)	(48, 0.0032303094609014023)	(50, 0.0035572082939474307)	(52, 0.003884107126993459)	(54, 0.004238455480371597)	(56, 0.004622748765021126)	(58, 0.005033243864533124)	(60, 0.005428766498409425)	(62, 0.005875445056541021)	(64, 0.0063770226553368356)	(66, 0.006804985631423812)	(68, 0.007241682545798277)	(70, 0.007788177541501179)	(72, 0.008330929420795158)	(74, 0.008941057395449769)	(76, 0.009549937664634738)	(78, 0.010158817933819706)	(80, 0.010862523818697414)	(82, 0.011507587546501982)	(84, 0.012343550211161673)	(86, 0.013313017361072987)	(88, 0.014316172558664617)	(90, 0.015396685495374008)	(92, 0.016800354148720505)	(94, 0.018361233691241804)	(96, 0.020189122204266354)	(98, 0.0220531941759105)	(100, 0.02416555953601327)	(102, 0.026844383179333207)	(104, 0.03012210544808098)	(106, 0.03430191877137943)	(108, 0.03869508972998656)	(110, 0.043639746506175144)	(112, 0.0497547510128873)	(114, 0.057698891738093644)	(116, 0.06767804008428499)	(118, 0.07817623390584715)	(120, 0.0896102068296403)	(122, 0.1030654626142524)	(124, 0.11997187172789239)	(126, 0.1407623879685259)	(128, 0.16365653563097465)	(130, 0.18875038803640104)	(132, 0.21600277090430697)	(134, 0.24800267308419816)	(136, 0.2869522947299915)	(138, 0.33069934390655586)
SRR36750783_1 - polya	(1, 0.00223339279065798)	(2, 0.004566602018887266)	(3, 0.006028912829306904)	(4, 0.008254819387147037)	(5, 0.010288579302662405)	(6, 0.011898119358499718)	(7, 0.013944356328711499)	(8, 0.018897747043187578)	(9, 0.026356530340703448)	(10, 0.03351586432550539)	(12, 0.039353878217957175)	(14, 0.05152274966336907)	(16, 0.06632927047160272)	(18, 0.0773714638779285)	(20, 0.08863824426878969)	(22, 0.09840528268514202)	(24, 0.10932270554450366)	(26, 0.11965994536048208)	(28, 0.12885303926079938)	(30, 0.13836679346681452)	(32, 0.14669647518214005)	(34, 0.15415900159606483)	(36, 0.1605909232920659)	(38, 0.16721998245227027)	(40, 0.17469124280448256)	(42, 0.1819466501104469)	(44, 0.1899556715200746)	(46, 0.1972535008120067)	(48, 0.2041083946622162)	(50, 0.21075492169899554)	(52, 0.21801906294324735)	(54, 0.22710485417317552)	(56, 0.2347682611677126)	(58, 0.24181155854383787)	(60, 0.2490844337263772)	(62, 0.25772853722005235)	(64, 0.266081925339301)	(66, 0.27542224848503605)	(68, 0.28412998495766284)	(70, 0.29204168534065855)	(72, 0.2996452024726528)	(74, 0.3063204267352339)	(76, 0.31395763191490844)	(78, 0.321337809767837)	(80, 0.32738668588465814)	(82, 0.3346982399367563)	(84, 0.3449506357807991)	(86, 0.35575451744242337)	(88, 0.36476544634417307)	(90, 0.3749180257506446)	(92, 0.3856782377208314)	(94, 0.3952506340839197)	(96, 0.40329084813028837)	(98, 0.410186916260996)	(100, 0.4172651493902713)	(102, 0.42511945532166345)	(104, 0.43301368782808414)	(106, 0.4402017190386879)	(108, 0.44901925359264316)	(110, 0.4562334866181093)	(112, 0.4631270593378777)	(114, 0.47033006301411706)	(116, 0.477750167442074)	(118, 0.4858053539540784)	(120, 0.49373077909724017)	(122, 0.5005245353794372)	(124, 0.5086446025758631)	(126, 0.5180473109950801)	(128, 0.5267912309263265)	(130, 0.5372644706384958)	(132, 0.5483565722636072)	(134, 0.5600800128563572)	(136, 0.5701627207565287)	(138, 0.5783002558295295)
SRR36750783_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 7.735773911776243e-05)	(4, 0.00011728431414628498)	(5, 0.00022458698453543932)	(6, 0.00035684376431742025)	(7, 0.0005115592425529451)	(8, 0.0008459443084168214)	(9, 0.0012502008805806123)	(10, 0.0016182739941248045)	(12, 0.002051227792090346)	(14, 0.002476695357238039)	(16, 0.002914639977082146)	(18, 0.003240291104658533)	(20, 0.0036295752111866275)	(22, 0.004038822605228984)	(24, 0.0043432627398214685)	(26, 0.004703849620547812)	(28, 0.00514179424039192)	(30, 0.0056333901954306025)	(32, 0.006167408136437092)	(34, 0.0067139031321399945)	(36, 0.007302820113810702)	(38, 0.007821865589181496)	(40, 0.008327186304386234)	(42, 0.008907369347769452)	(44, 0.009420176295792039)	(46, 0.009962928175086016)	(48, 0.010578046971619192)	(50, 0.01122186299395412)	(52, 0.011836981790487294)	(54, 0.012619293119952408)	(56, 0.013487696126822773)	(58, 0.01430120009302892)	(60, 0.015348024982057996)	(62, 0.0164771984320834)	(64, 0.01772490390172473)	(66, 0.018907728686944708)	(68, 0.022610918520840177)	(70, 0.0497185675542677)	(72, 0.05450975655769041)	(74, 0.05613177366822414)	(76, 0.057536690027040274)	(78, 0.058783147791211965)	(80, 0.06001712850068723)	(82, 0.06131848530552314)	(84, 0.06268721820571968)	(86, 0.06394740073005742)	(88, 0.06555194996401617)	(90, 0.06727503121759085)	(92, 0.06886835110232283)	(94, 0.07081851475137223)	(96, 0.07270629312693955)	(98, 0.07453043852355518)	(100, 0.0765205287476331)	(102, 0.07859671064911627)	(104, 0.08073652552955116)	(106, 0.08274034051379513)	(108, 0.08556514569706311)	(110, 0.08822151064192948)	(112, 0.09057842627408197)	(114, 0.09309504820634852)	(116, 0.09546693630413669)	(118, 0.09812330124900308)	(120, 0.10152579406471499)	(122, 0.1050368372562857)	(124, 0.1078628901450233)	(126, 0.1110931996059247)	(128, 0.11457055474981509)	(130, 0.11829121246028554)	(132, 0.12192078767147216)	(134, 0.12584856448990306)	(136, 0.1302729280852512)	(138, 0.13442529188821756)
