Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR36750771_1	(0.0, 0.00017107927729697798)	(1.0, 0.00014052940635108906)	(2.0, 0.00014205689989838348)	(3.0, 0.00018482671922262798)	(4.0, 0.00020010165469557244)	(5.0, 0.0002581464094927614)	(6.0, 0.0003177186578372448)	(7.0, 0.0003497960223304282)	(8.0, 0.0003604884771614893)	(9.0, 0.0004093682706749116)	(10.0, 0.0004658855319248061)	(11.0, 0.0005697550931408284)	(12.0, 0.0007942966445931121)	(13.0, 0.0010157832089508067)	(14.0, 0.0016680229536455353)	(15.0, 0.003079426991345604)	(16.0, 0.009954675447717906)	(17.0, 0.021928697364959067)	(18.0, 0.033597220572741344)	(19.0, 0.05521278176050505)	(20.0, 0.07933343236583165)	(21.0, 0.10541691217943161)	(22.0, 0.13939295115190198)	(23.0, 0.1888929070455258)	(24.0, 0.2379804396813801)	(25.0, 0.27287144728867985)	(26.0, 0.34240753604216495)	(27.0, 0.4355357626336127)	(28.0, 0.5270081862197933)	(29.0, 0.6274897667479167)	(30.0, 0.7335558636849484)	(31.0, 0.8581810072216076)	(32.0, 0.9917282405680138)	(33.0, 1.1094689706870169)	(34.0, 1.2105478011921322)	(35.0, 1.37458686072963)	(36.0, 1.5469507600998829)	(37.0, 1.674329974502314)	(38.0, 1.8028746664813307)	(39.0, 1.956702431655165)	(40.0, 2.0833423391807058)	(41.0, 2.2232806055289918)	(42.0, 2.446262586069488)	(43.0, 2.6362629259368022)	(44.0, 2.751733800644526)	(45.0, 2.8732275824092315)	(46.0, 2.9322575705444254)	(47.0, 2.915337524521045)	(48.0, 2.9800009088586608)	(49.0, 3.0690003203917717)	(50.0, 3.1733449321010028)	(51.0, 3.2131865462950833)	(52.0, 3.2020037660353404)	(53.0, 3.222065866285506)	(54.0, 3.155230386123638)	(55.0, 3.1046077224727524)	(56.0, 3.019662278814161)	(57.0, 2.8629719907326967)	(58.0, 2.831323851926303)	(59.0, 2.8350921785074785)	(60.0, 2.7687546612420277)	(61.0, 2.6351279982311624)	(62.0, 2.4577050402322707)	(63.0, 2.3293039326466993)	(64.0, 2.210203733270604)	(65.0, 2.01459138211053)	(66.0, 1.8174729223128239)	(67.0, 1.6983834153915596)	(68.0, 1.5169736992342293)	(69.0, 1.2574571280295448)	(70.0, 1.0108219099091942)	(71.0, 0.7837386091942128)	(72.0, 0.6470737615177787)	(73.0, 0.5535468591104871)	(74.0, 0.46133512864741594)	(75.0, 0.38006483446361494)	(76.0, 0.31162090359644534)	(77.0, 0.2706794940483123)	(78.0, 0.22971975457761173)	(79.0, 0.1898231506158281)	(80.0, 0.15768468638075298)	(81.0, 0.11890162521494699)	(82.0, 0.08895969670088125)	(83.0, 0.06761297437744136)	(84.0, 0.04810688177849129)	(85.0, 0.03240272061875709)	(86.0, 0.021555988939419225)	(87.0, 0.014115567870547976)	(88.0, 0.00826221259731566)	(89.0, 0.005967917289279401)	(90.0, 0.004118122603505827)	(91.0, 0.0026624212529342195)	(92.0, 0.0019765766501990134)	(93.0, 0.001602340731111874)	(94.0, 0.0012953145281056904)	(95.0, 0.0015442959763146851)	(96.0, 0.0013441943216191126)	(97.0, 0.0006201623802015451)	(98.0, 0.00039562082874926156)	(99.0, 0.00014663938054026684)	(100.0, 5.346227415530561e-05)
SRR36750771_2	(0.0, 0.0018929263025993456)	(1.0, 0.0026666102356488358)	(2.0, 0.005747584791172003)	(3.0, 0.00980866092986656)	(4.0, 0.01268933391378996)	(5.0, 0.014386545703681133)	(6.0, 0.015496613955447793)	(7.0, 0.0160975186702471)	(8.0, 0.016455309263791726)	(9.0, 0.016933892408148427)	(10.0, 0.01727180574649613)	(11.0, 0.017351314767283823)	(12.0, 0.0175424422211004)	(13.0, 0.018079128111417337)	(14.0, 0.019042410478652867)	(15.0, 0.021103528940610797)	(16.0, 0.029627813380829985)	(17.0, 0.04388745045517691)	(18.0, 0.05757217614844359)	(19.0, 0.08107320786972949)	(20.0, 0.1046354003762367)	(21.0, 0.12865935681116472)	(22.0, 0.16056999650037987)	(23.0, 0.20743444817620374)	(24.0, 0.2575450085276483)	(25.0, 0.2961114706685718)	(26.0, 0.36333787676419815)	(27.0, 0.45434971223238946)	(28.0, 0.5457545057456276)	(29.0, 0.6419543048202161)	(30.0, 0.7439827267263946)	(31.0, 0.8666544426643937)	(32.0, 0.9982908006962055)	(33.0, 1.1137103765265883)	(34.0, 1.2168488666845338)	(35.0, 1.3770641306306302)	(36.0, 1.5421110966092093)	(37.0, 1.6692674271235604)	(38.0, 1.7984619408054119)	(39.0, 1.9485245144047716)	(40.0, 2.077859697892632)	(41.0, 2.213165703037722)	(42.0, 2.42532176383301)	(43.0, 2.61916628553304)	(44.0, 2.7335507150735525)	(45.0, 2.8483357477572646)	(46.0, 2.9056617517451926)	(47.0, 2.8950503555092966)	(48.0, 2.9592309545009017)	(49.0, 3.044297961645582)	(50.0, 3.1415069136763223)	(51.0, 3.1771728255781255)	(52.0, 3.168127145443895)	(53.0, 3.1849677676545807)	(54.0, 3.120670963171055)	(55.0, 3.072451800102579)	(56.0, 2.992878560490402)	(57.0, 2.8376295523042754)	(58.0, 2.7971258222914672)	(59.0, 2.7991166058504207)	(60.0, 2.73216542328829)	(61.0, 2.6008623915359346)	(62.0, 2.4342114839649263)	(63.0, 2.305584236566003)	(64.0, 2.179024223707559)	(65.0, 1.987641423612687)	(66.0, 1.7953029862487313)	(67.0, 1.6727658240382193)	(68.0, 1.493953094325955)	(69.0, 1.2419033823504408)	(70.0, 1.000758638379885)	(71.0, 0.7767893719191019)	(72.0, 0.6410873506897041)	(73.0, 0.549714666588707)	(74.0, 0.4583312793502963)	(75.0, 0.3765119099008669)	(76.0, 0.30820142888719293)	(77.0, 0.268583001240463)	(78.0, 0.2308957253870958)	(79.0, 0.19255402913186057)	(80.0, 0.15982383492067997)	(81.0, 0.12137969435019907)	(82.0, 0.09232985038971041)	(83.0, 0.07180581988907146)	(84.0, 0.05272671293928581)	(85.0, 0.03746098094804844)	(86.0, 0.027644674920029214)	(87.0, 0.020387947753521547)	(88.0, 0.01495228296697819)	(89.0, 0.01346301784683945)	(90.0, 0.012117480571970771)	(91.0, 0.010678673099639603)	(92.0, 0.010333114663139239)	(93.0, 0.010970715849071328)	(94.0, 0.011875895470346622)	(95.0, 0.012912570779847718)	(96.0, 0.013955362167870944)	(97.0, 0.015279493167912165)	(98.0, 0.018094418307722664)	(99.0, 0.0254153642987127)	(100.0, 0.11626665270569808)
SRR36750772_1	(0.0, 0.0014118887539679868)	(1.0, 0.001135464750932086)	(2.0, 0.0007654818545609567)	(3.0, 0.0006846809921350779)	(4.0, 0.0006697966227408372)	(5.0, 0.0006208908375883315)	(6.0, 0.0005932484372847414)	(7.0, 0.0005741113909207175)	(8.0, 0.0006017537912243077)	(9.0, 0.000642154222437247)	(10.0, 0.0006591649303163793)	(11.0, 0.0007527238236516074)	(12.0, 0.0010397795191119663)	(13.0, 0.0013608566303305897)	(14.0, 0.0017542292500355259)	(15.0, 0.0025579851973245304)	(16.0, 0.004050674813718396)	(17.0, 0.006649060442255866)	(18.0, 0.010857084303856237)	(19.0, 0.01699369717125324)	(20.0, 0.027804002028441865)	(21.0, 0.04612666075275232)	(22.0, 0.07154703733963075)	(23.0, 0.10880048759493065)	(24.0, 0.1574319750828852)	(25.0, 0.21769028140622673)	(26.0, 0.2956716190011393)	(27.0, 0.38689791901844134)	(28.0, 0.48413537793253175)	(29.0, 0.5861124453294455)	(30.0, 0.6931012925352485)	(31.0, 0.819452577984474)	(32.0, 0.9526804420938386)	(33.0, 1.0811240446121975)	(34.0, 1.2010474088215957)	(35.0, 1.3443945177805594)	(36.0, 1.4994768888376393)	(37.0, 1.6843407567141107)	(38.0, 1.8390786609366379)	(39.0, 2.002217728512972)	(40.0, 2.145050263558592)	(41.0, 2.2558856570835637)	(42.0, 2.5300344779406307)	(43.0, 2.775890238917731)	(44.0, 2.945833589645718)	(45.0, 3.070464667260666)	(46.0, 3.048393273787492)	(47.0, 3.015201130038335)	(48.0, 3.0736903227422467)	(49.0, 3.092346816608685)	(50.0, 3.0991298363754893)	(51.0, 3.130248800101877)	(52.0, 3.040189859912781)	(53.0, 2.9507390525303627)	(54.0, 2.929677669837512)	(55.0, 2.918918397103961)	(56.0, 2.875498565242476)	(57.0, 2.786349697924913)	(58.0, 2.767640045596352)	(59.0, 2.781941798245733)	(60.0, 2.7335697240529346)	(61.0, 2.640750796510449)	(62.0, 2.5261751735905524)	(63.0, 2.4210022194508474)	(64.0, 2.3024758596260226)	(65.0, 2.126548992401551)	(66.0, 1.9258991876132447)	(67.0, 1.7391131097464319)	(68.0, 1.5407257291060505)	(69.0, 1.3392700420319708)	(70.0, 1.121949743522115)	(71.0, 0.8914950521910844)	(72.0, 0.7345989144063919)	(73.0, 0.6127065607599841)	(74.0, 0.5065363538708642)	(75.0, 0.41584376481326996)	(76.0, 0.3352257674970919)	(77.0, 0.28453811069424717)	(78.0, 0.23867298957513652)	(79.0, 0.19655872954337456)	(80.0, 0.15985387461717668)	(81.0, 0.1217392572754957)	(82.0, 0.09266370483308871)	(83.0, 0.0675601526804591)	(84.0, 0.044955048247577074)	(85.0, 0.02957736832484141)	(86.0, 0.01987275947979639)	(87.0, 0.013193930298752047)	(88.0, 0.008228929936530285)	(89.0, 0.005955874096181221)	(90.0, 0.004203771184630587)	(91.0, 0.002545227166415181)	(92.0, 0.002015768883677186)	(93.0, 0.001796756019733357)	(94.0, 0.0014459101697262516)	(95.0, 0.001762734603975092)	(96.0, 0.0014756789085147333)	(97.0, 0.00046779446667614017)	(98.0, 0.00026153963364166017)	(99.0, 9.993790878990268e-05)	(100.0, 3.6147754243156285e-05)
SRR36750772_2	(0.0, 0.0035074599181718967)	(1.0, 0.004131055643914837)	(2.0, 0.007810908919715328)	(3.0, 0.013229593963201764)	(4.0, 0.017267003832602303)	(5.0, 0.019684767465516912)	(6.0, 0.021189484796917114)	(7.0, 0.022492012387888716)	(8.0, 0.023307156288774538)	(9.0, 0.023722177334917452)	(10.0, 0.024152096572460365)	(11.0, 0.024645865201717573)	(12.0, 0.02479910374183188)	(13.0, 0.02485231156826046)	(14.0, 0.02569725185194628)	(15.0, 0.026961469807889313)	(16.0, 0.028368284738660928)	(17.0, 0.03097121160754699)	(18.0, 0.034959670276633235)	(19.0, 0.041153061272919775)	(20.0, 0.052543792754749866)	(21.0, 0.07067489168855229)	(22.0, 0.09501427981004125)	(23.0, 0.13243853660684624)	(24.0, 0.18183455435008142)	(25.0, 0.2409739892689179)	(26.0, 0.3182168550518139)	(27.0, 0.4068866336385114)	(28.0, 0.50291611877681)	(29.0, 0.6047878232569665)	(30.0, 0.7096178828865518)	(31.0, 0.8335644503953968)	(32.0, 0.9648345431338715)	(33.0, 1.0857014416490305)	(34.0, 1.203333304317332)	(35.0, 1.3509169166388089)	(36.0, 1.5024570629335148)	(37.0, 1.6836999462537103)	(38.0, 1.8381090585494455)	(39.0, 1.9941867682819803)	(40.0, 2.134329798155685)	(41.0, 2.2527129553331577)	(42.0, 2.519399094645422)	(43.0, 2.7554332693087105)	(44.0, 2.9261048216740764)	(45.0, 3.0447965842448346)	(46.0, 3.013261369677145)	(47.0, 2.9786911806899687)	(48.0, 3.040893258098034)	(49.0, 3.072026221497924)	(50.0, 3.076248794603296)	(51.0, 3.0941138544049553)	(52.0, 3.0086195188995157)	(53.0, 2.9172191146605035)	(54.0, 2.8920943790209286)	(55.0, 2.8863968849669566)	(56.0, 2.837845807507407)	(57.0, 2.7448363985971946)	(58.0, 2.7312513763534505)	(59.0, 2.7477351609810237)	(60.0, 2.6986222088743888)	(61.0, 2.6048700187072336)	(62.0, 2.491256411090818)	(63.0, 2.3859325828319755)	(64.0, 2.264190947650331)	(65.0, 2.084925267160221)	(66.0, 1.8893630935915662)	(67.0, 1.7079712283573707)	(68.0, 1.513700940814402)	(69.0, 1.3200265809274332)	(70.0, 1.1071165276300048)	(71.0, 0.8837628421611751)	(72.0, 0.7294537605791259)	(73.0, 0.6044323949764235)	(74.0, 0.5007409828324096)	(75.0, 0.4139249649184838)	(76.0, 0.3328511356327301)	(77.0, 0.28099691630849466)	(78.0, 0.23625339090817438)	(79.0, 0.19636454759119765)	(80.0, 0.1625903476873931)	(81.0, 0.12549385110138817)	(82.0, 0.09598904719021281)	(83.0, 0.07137297837129523)	(84.0, 0.050055794790949536)	(85.0, 0.035536443115119026)	(86.0, 0.026488984309203534)	(87.0, 0.020018912615488386)	(88.0, 0.015053558253173437)	(89.0, 0.01365951320074468)	(90.0, 0.012795418099544566)	(91.0, 0.011507788699972965)	(92.0, 0.011543970021944397)	(93.0, 0.01185683204134444)	(94.0, 0.012093074790687329)	(95.0, 0.013040174101116027)	(96.0, 0.01373400415774469)	(97.0, 0.014200104717259038)	(98.0, 0.01643270511420219)	(99.0, 0.022632481049660164)	(100.0, 0.10752663227298577)
SRR36750775_1	(0.0, 0.00023348775641544533)	(1.0, 0.00018707151568225438)	(2.0, 0.00015472080244396982)	(3.0, 0.00017722564643581995)	(4.0, 0.00018003875193480122)	(5.0, 0.00018988462118123565)	(6.0, 0.00019973049042767011)	(7.0, 0.0002250484399185015)	(8.0, 0.0003136612631364115)	(9.0, 0.00037695613686349006)	(10.0, 0.0004318116940936248)	(11.0, 0.0005330834920569505)	(12.0, 0.0006920239527493922)	(13.0, 0.0009395772366597439)	(14.0, 0.001505011441954979)	(15.0, 0.0025528932403255013)	(16.0, 0.00472179758004006)	(17.0, 0.007717754936455112)	(18.0, 0.012910747687574536)	(19.0, 0.02360617479470132)	(20.0, 0.03919218581180704)	(21.0, 0.060899514394696)	(22.0, 0.09129371275843913)	(23.0, 0.13160129490059222)	(24.0, 0.18154798303500466)	(25.0, 0.24396094818815262)	(26.0, 0.31799203905209317)	(27.0, 0.4005538723416944)	(28.0, 0.49728672458241385)	(29.0, 0.5991942843885093)	(30.0, 0.696942667714361)	(31.0, 0.8077522998719826)	(32.0, 0.9302517919306209)	(33.0, 1.0480505847004615)	(34.0, 1.1482140190971886)	(35.0, 1.2850969195721182)	(36.0, 1.4385180672755586)	(37.0, 1.599536006378998)	(38.0, 1.7394880049533161)	(39.0, 1.8999925523031913)	(40.0, 2.040685804176491)	(41.0, 2.1644807313174104)	(42.0, 2.4344361808688992)	(43.0, 2.6672347264370946)	(44.0, 2.8084132390089684)	(45.0, 2.958057792580026)	(46.0, 2.99096268760161)	(47.0, 2.991245404704258)	(48.0, 3.068704264618707)	(49.0, 3.146372700892831)	(50.0, 3.1984460967844726)	(51.0, 3.1789836263897713)	(52.0, 3.114576169437845)	(53.0, 3.0398488349629065)	(54.0, 2.9907249801869464)	(55.0, 3.003368482852118)	(56.0, 3.044602983256185)	(57.0, 2.969905186388986)	(58.0, 2.9296594925678106)	(59.0, 2.98911447728878)	(60.0, 2.956095651494487)	(61.0, 2.8624769070411396)	(62.0, 2.7574636787641693)	(63.0, 2.625595138841174)	(64.0, 2.3997196459059715)	(65.0, 2.1305631183161933)	(66.0, 1.9400272632119433)	(67.0, 1.7723127264681793)	(68.0, 1.531288660420963)	(69.0, 1.2607326128454415)	(70.0, 1.012620927493542)	(71.0, 0.8025593071208632)	(72.0, 0.64870353461783)	(73.0, 0.5224302615323084)	(74.0, 0.422612839111956)	(75.0, 0.3386810234443509)	(76.0, 0.2609633578239954)	(77.0, 0.21318416747654803)	(78.0, 0.1734181081429488)	(79.0, 0.13692931671566277)	(80.0, 0.10258551823134994)	(81.0, 0.06881278016333031)	(82.0, 0.044732597092050644)	(83.0, 0.026737161215067473)	(84.0, 0.014314487331566187)	(85.0, 0.007726194252952056)	(86.0, 0.004635997862321131)	(87.0, 0.003294146539307066)	(88.0, 0.0025388277128305953)	(89.0, 0.001970580402036379)	(90.0, 0.0016484798224030237)	(91.0, 0.001381234799999803)	(92.0, 0.0011449339380853764)	(93.0, 0.0010717931951118634)	(94.0, 0.0009831803718939535)	(95.0, 0.0011800977568226423)	(96.0, 0.0009353575784112718)	(97.0, 0.0003642971621180743)	(98.0, 0.0003010022883909958)	(99.0, 0.00017863219918531057)	(100.0, 4.641624073319094e-05)
SRR36750775_2	(0.0, 0.002190319755152657)	(1.0, 0.0028505125348227056)	(2.0, 0.006713132977071349)	(3.0, 0.012012974801075047)	(4.0, 0.01524637099489616)	(5.0, 0.017150935666311033)	(6.0, 0.01831507090892752)	(7.0, 0.018679654981282618)	(8.0, 0.018837312958517257)	(9.0, 0.01916107487605268)	(10.0, 0.01936377798964007)	(11.0, 0.019491875096143214)	(12.0, 0.019745253988127452)	(13.0, 0.020066200584640825)	(14.0, 0.02077143850066363)	(15.0, 0.02191445883561476)	(16.0, 0.02391333676126821)	(17.0, 0.02693136089690272)	(18.0, 0.031842688419863915)	(19.0, 0.04279710251664925)	(20.0, 0.05896408348575481)	(21.0, 0.0798945876241641)	(22.0, 0.10975247472348479)	(23.0, 0.15059574445083335)	(24.0, 0.2004269265410673)	(25.0, 0.2620866799054323)	(26.0, 0.3340434699079345)	(27.0, 0.41484459090119774)	(28.0, 0.511894337173206)	(29.0, 0.6145409416370439)	(30.0, 0.7122382117441228)	(31.0, 0.8218499204165054)	(32.0, 0.9411998245041489)	(33.0, 1.0544278130293507)	(34.0, 1.154529367289258)	(35.0, 1.287840448325233)	(36.0, 1.4387557317120687)	(37.0, 1.6060322532185312)	(38.0, 1.74816373501658)	(39.0, 1.896173607108663)	(40.0, 2.0340441005398437)	(41.0, 2.1594511678064214)	(42.0, 2.4215462936749197)	(43.0, 2.656683313096806)	(44.0, 2.7931799298692273)	(45.0, 2.930526773590307)	(46.0, 2.9630718846051716)	(47.0, 2.9661321385561368)	(48.0, 3.0452426592756607)	(49.0, 3.1281200795226836)	(50.0, 3.181594287015447)	(51.0, 3.1517012084033507)	(52.0, 3.0823176218149992)	(53.0, 3.008875749973367)	(54.0, 2.958754589817862)	(55.0, 2.9736124465117157)	(56.0, 3.013701210205156)	(57.0, 2.9414488114953388)	(58.0, 2.899967871556496)	(59.0, 2.9557393810032497)	(60.0, 2.9233899347994172)	(61.0, 2.82936665862611)	(62.0, 2.7239891927708864)	(63.0, 2.589584359517846)	(64.0, 2.3639898707001885)	(65.0, 2.1024507707335442)	(66.0, 1.9146252210871597)	(67.0, 1.7486789387636144)	(68.0, 1.5148003678385833)	(69.0, 1.245824597392202)	(70.0, 0.9977455472319652)	(71.0, 0.7898988421372927)	(72.0, 0.6393805190145656)	(73.0, 0.5162327468681805)	(74.0, 0.4169011829078032)	(75.0, 0.33597196480803676)	(76.0, 0.26104501112727485)	(77.0, 0.2123216578592164)	(78.0, 0.17301977639143865)	(79.0, 0.1376565290335048)	(80.0, 0.10507200352433148)	(81.0, 0.073434833539077)	(82.0, 0.04947082099941194)	(83.0, 0.031071290459823004)	(84.0, 0.01887813511333694)	(85.0, 0.012818156613380522)	(86.0, 0.009914152979138922)	(87.0, 0.008813362459518498)	(88.0, 0.008285489767884666)	(89.0, 0.008006772986702)	(90.0, 0.0079828427580146)	(91.0, 0.007964543171371293)	(92.0, 0.00816865394546971)	(93.0, 0.008454409029207492)	(94.0, 0.00871060324221378)	(95.0, 0.009576314456493267)	(96.0, 0.010444840991794803)	(97.0, 0.011411903762867987)	(98.0, 0.013603631178531668)	(99.0, 0.018407976502655073)	(100.0, 0.09067445181758252)
SRR36750776_1	(0.0, 0.000789023200386912)	(1.0, 0.0005796614486596988)	(2.0, 0.000347512023275102)	(3.0, 0.0003375424160499966)	(4.0, 0.0003304212680320642)	(5.0, 0.00029766398714957507)	(6.0, 0.00030763359437468047)	(7.0, 0.0003375424160499966)	(8.0, 0.00038311776336476407)	(9.0, 0.0004486323251297423)	(10.0, 0.0005141468868947206)	(11.0, 0.0006722363728928202)	(12.0, 0.0009058100278810037)	(13.0, 0.0012561705103632786)	(14.0, 0.0017218935907360585)	(15.0, 0.0025109167911229707)	(16.0, 0.004197204641769367)	(17.0, 0.006896119740565754)	(18.0, 0.011143172418460648)	(19.0, 0.0190405255703477)	(20.0, 0.030754814059846525)	(21.0, 0.04828280779118538)	(22.0, 0.07223265280509569)	(23.0, 0.10426642504896289)	(24.0, 0.14423600464401395)	(25.0, 0.1920260289923584)	(26.0, 0.2524204853324432)	(27.0, 0.3179450167046466)	(28.0, 0.39341067070988356)	(29.0, 0.4762509856024914)	(30.0, 0.5552003052181009)	(31.0, 0.6436819935705149)	(32.0, 0.7382722026927111)	(33.0, 0.8265758623446768)	(34.0, 0.9159761787914038)	(35.0, 1.0389313446986286)	(36.0, 1.1651052695099589)	(37.0, 1.2870791412203124)	(38.0, 1.3871925127452172)	(39.0, 1.4795096514200894)	(40.0, 1.6291520316393175)	(41.0, 1.8205528238357016)	(42.0, 2.085871132458224)	(43.0, 2.345197707138458)	(44.0, 2.532448294269991)	(45.0, 2.648961669680194)	(46.0, 2.6460006963343377)	(47.0, 2.6638904443849873)	(48.0, 2.8702014963013185)	(49.0, 3.0446909861847162)	(50.0, 3.093401062856978)	(51.0, 3.0955060742110785)	(52.0, 3.0766877284588903)	(53.0, 3.066269488908655)	(54.0, 3.0365401201633913)	(55.0, 3.078329865191826)	(56.0, 3.1311986923065596)	(57.0, 3.080833660834931)	(58.0, 3.179572650792374)	(59.0, 3.3457346701836026)	(60.0, 3.3978899582669393)	(61.0, 3.3692714886124726)	(62.0, 3.2458292361808216)	(63.0, 3.1141364216555933)	(64.0, 2.8781757578517992)	(65.0, 2.571540548429233)	(66.0, 2.396046976675306)	(67.0, 2.2108999766682707)	(68.0, 1.8898159579173193)	(69.0, 1.5300698023474095)	(70.0, 1.182507931036182)	(71.0, 0.9266194466190057)	(72.0, 0.753833335341497)	(73.0, 0.616420814728266)	(74.0, 0.5047768803327252)	(75.0, 0.4084704745382071)	(76.0, 0.31725568957651074)	(77.0, 0.25654790272363687)	(78.0, 0.21272578205088435)	(79.0, 0.1761472931419727)	(80.0, 0.14022110139150368)	(81.0, 0.10009343231045448)	(82.0, 0.07072724211410478)	(83.0, 0.04720893867008117)	(84.0, 0.029937306267387886)	(85.0, 0.017942444545982518)	(86.0, 0.01104917326462394)	(87.0, 0.007593992246323131)	(88.0, 0.0050204093526423545)	(89.0, 0.0038126626488010165)	(90.0, 0.002942458361009675)	(91.0, 0.002226070870405674)	(92.0, 0.0017859839228974504)	(93.0, 0.0015823190895845835)	(94.0, 0.0015794706303774101)	(95.0, 0.0016179248296742453)	(96.0, 0.0011550502085086382)	(97.0, 0.0004999045908588558)	(98.0, 0.0003532089416894479)	(99.0, 0.0001979679148985212)	(100.0, 6.266610255780528e-05)
SRR36750776_2	(0.0, 0.002469284108772421)	(1.0, 0.0029426110857426542)	(2.0, 0.005193765593682407)	(3.0, 0.008383019953569189)	(4.0, 0.01102766315320709)	(5.0, 0.012832578673822495)	(6.0, 0.01412139670750048)	(7.0, 0.01485562379527057)	(8.0, 0.015149314630378607)	(9.0, 0.015748101769919264)	(10.0, 0.01608884016599121)	(11.0, 0.016426727194732007)	(12.0, 0.017332036322370858)	(13.0, 0.01812899349142616)	(14.0, 0.01872492926363567)	(15.0, 0.019610278819956497)	(16.0, 0.021514992197162016)	(17.0, 0.02455882682316035)	(18.0, 0.029213683991256168)	(19.0, 0.03736004045634024)	(20.0, 0.049484054348372955)	(21.0, 0.06749329041189099)	(22.0, 0.09158877004374012)	(23.0, 0.12406014121083056)	(24.0, 0.16432144792661185)	(25.0, 0.21199488401970712)	(26.0, 0.27092979538716344)	(27.0, 0.3351354592662431)	(28.0, 0.41097612754006396)	(29.0, 0.49171544488879365)	(30.0, 0.5707667527774849)	(31.0, 0.6616768973964122)	(32.0, 0.755026386767135)	(33.0, 0.8389492557410891)	(34.0, 0.9266501864288117)	(35.0, 1.0477719936048964)	(36.0, 1.1748061109421122)	(37.0, 1.2984528038899266)	(38.0, 1.3962960481745355)	(39.0, 1.4886375791936979)	(40.0, 1.6358522488170997)	(41.0, 1.817490050545761)	(42.0, 2.0745493695505646)	(43.0, 2.3317968787992243)	(44.0, 2.5155532464549273)	(45.0, 2.631489842139323)	(46.0, 2.632400854001624)	(47.0, 2.653948636923094)	(48.0, 2.8519219220918908)	(49.0, 3.0185073556794326)	(50.0, 3.069462715570677)	(51.0, 3.0691832815722244)	(52.0, 3.0495002928853236)	(53.0, 3.042805282391793)	(54.0, 3.012930081179711)	(55.0, 3.0496257530478945)	(56.0, 3.09805907853474)	(57.0, 3.0502658850137365)	(58.0, 3.1365197467809027)	(59.0, 3.295453536135314)	(60.0, 3.351739527252136)	(61.0, 3.31701557589344)	(62.0, 3.1945707342757035)	(63.0, 3.060105953673521)	(64.0, 2.832736497004275)	(65.0, 2.5387462683264683)	(66.0, 2.3544666747655003)	(67.0, 2.1672145307618127)	(68.0, 1.861201511732229)	(69.0, 1.5138793084926678)	(70.0, 1.1712390504108485)	(71.0, 0.9195773697639041)	(72.0, 0.7456268543600123)	(73.0, 0.6071273889842584)	(74.0, 0.4985074018715834)	(75.0, 0.4043481241788151)	(76.0, 0.3157532898327783)	(77.0, 0.25666012757844336)	(78.0, 0.21286312537204108)	(79.0, 0.17709699925381142)	(80.0, 0.14383009660133125)	(81.0, 0.10567737602693243)	(82.0, 0.07679587632975476)	(83.0, 0.05273176173854824)	(84.0, 0.036129675452950746)	(85.0, 0.025355783992215653)	(86.0, 0.018290095745635906)	(87.0, 0.014577615480483837)	(88.0, 0.012477583441094823)	(89.0, 0.011595085252105139)	(90.0, 0.011067582295843132)	(91.0, 0.011088967550826728)	(92.0, 0.01126147527436106)	(93.0, 0.011693457425029676)	(94.0, 0.012645814113632433)	(95.0, 0.013582488281913888)	(96.0, 0.01439797933862164)	(97.0, 0.015819385953197915)	(98.0, 0.019041431037392875)	(99.0, 0.026711609158175567)	(100.0, 0.11902034945303006)
