Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR36750775_2_paired - polya	(1, 0.004247328487584387)	(2, 0.00955005375087156)	(3, 0.017830199186263343)	(4, 0.031004067882434178)	(5, 0.04331130995790597)	(6, 0.055309655416098905)	(7, 0.0664013320995011)	(8, 0.08450896621054267)	(9, 0.10465589002639751)	(10, 0.1297580304111008)	(12, 0.1546499494868226)	(14, 0.18587853944755672)	(16, 0.21845569195502212)	(18, 0.24806400475197404)	(20, 0.2762994436943532)	(22, 0.3027444263180604)	(24, 0.3279051998569694)	(26, 0.352072069928245)	(28, 0.37543094653302733)	(30, 0.39733400482118975)	(32, 0.41780269594671005)	(34, 0.43754204783698863)	(36, 0.4543912142480052)	(38, 0.4713590770443651)	(40, 0.48858864391925283)	(42, 0.5051560851746957)	(44, 0.5222169029716255)	(46, 0.53822804430058)	(48, 0.553125155699626)	(50, 0.5675217401725257)	(52, 0.5819097441838341)	(54, 0.5969555835837922)	(56, 0.6107987282840672)	(58, 0.624813482216164)	(60, 0.6383062580681365)	(62, 0.65367386477776)	(64, 0.6675813629399682)	(66, 0.6830605156502758)	(68, 0.6991646119798003)	(70, 0.7135955182990642)	(72, 0.7263618150696587)	(74, 0.7381227677571651)	(76, 0.7501454245231995)	(78, 0.7621923925970753)	(80, 0.7734485281276398)	(82, 0.784614568811498)	(84, 0.7984891752042736)	(86, 0.81409131453072)	(88, 0.8278014620763332)	(90, 0.8430932747085689)	(92, 0.8584265595718281)	(94, 0.8721381371943733)	(96, 0.8838733484971064)	(98, 0.8949793259498271)	(100, 0.9064785745588055)	(102, 0.9184883606324532)	(104, 0.9303851706284851)	(106, 0.9414553961579095)	(108, 0.9533636467693962)	(110, 0.9638647016799456)	(112, 0.9741054825888992)	(114, 0.9840030450342094)	(116, 0.994260986866345)	(118, 1.0050823790096284)	(120, 1.016132583462007)	(122, 1.026125961061751)	(124, 1.0365326308947984)	(126, 1.048172027043098)	(128, 1.0590491921867233)	(130, 1.0715108825708346)	(132, 1.0842128258794959)	(134, 1.0973237711906654)	(136, 1.109709667497389)	(138, 1.1209929744896585)
SRR36750775_2_paired - polyg	(1, 0.4735184932114534)	(2, 0.4836005355809719)	(3, 0.4839780758909794)	(4, 0.4843784974318964)	(5, 0.4846873940491753)	(6, 0.4850277523589548)	(7, 0.4854882371310094)	(8, 0.48627191928966135)	(9, 0.48718716852604316)	(10, 0.4886487071503903)	(12, 0.49072803900929535)	(14, 0.4920379894788668)	(16, 0.4927844896372907)	(18, 0.4933465098715064)	(20, 0.4939500023367457)	(22, 0.494609267802327)	(24, 0.4951727181134745)	(26, 0.4957390285784858)	(28, 0.4963596819669072)	(30, 0.49697318497066945)	(32, 0.49758954812829526)	(34, 0.4981787398242161)	(36, 0.4987679315201369)	(38, 0.4993456826006029)	(40, 0.5000135285277753)	(42, 0.5006756541472202)	(44, 0.5012505450738225)	(46, 0.5018468871544026)	(48, 0.5024160577732775)	(50, 0.5029966690076073)	(52, 0.5036344833192108)	(54, 0.5043080495541106)	(56, 0.5049787556351466)	(58, 0.5056251504083413)	(60, 0.5062443737198309)	(62, 0.5069594121857541)	(64, 0.5076058069589489)	(66, 0.5083551672712365)	(68, 0.5091545802761387)	(70, 0.5098181359725156)	(72, 0.5105174435921884)	(74, 0.5113397378280002)	(76, 0.5121134094481293)	(78, 0.5129385638378048)	(80, 0.5139653590748707)	(82, 0.5149892941580727)	(84, 0.5160332503183208)	(86, 0.5170042725550447)	(88, 0.5180911310232481)	(90, 0.5192966858767947)	(92, 0.5204908001148867)	(94, 0.5218164814307085)	(96, 0.5228775985141387)	(98, 0.524123195521777)	(100, 0.5253502015293015)	(102, 0.5265600466136435)	(104, 0.527712688620712)	(106, 0.5290083383209649)	(108, 0.5304312648681524)	(110, 0.5319285554157958)	(112, 0.5333586323476422)	(114, 0.5349159861264232)	(116, 0.5364576090589539)	(118, 0.5381408096077374)	(120, 0.5397725273869742)	(122, 0.5415758543980329)	(124, 0.5433248384856812)	(126, 0.5451624873431041)	(128, 0.5471903364324626)	(130, 0.549236776521935)	(132, 0.5512946572268623)	(134, 0.5533267965470163)	(136, 0.5555462759452423)	(138, 0.5577371538048312)
SRR36750776_1_paired - polya	(1, 0.002374096885303447)	(2, 0.005650408421294683)	(3, 0.007307360327846297)	(4, 0.009849176603341704)	(5, 0.012625221682381059)	(6, 0.014950159436076516)	(7, 0.017818739351083846)	(8, 0.02381904512088245)	(9, 0.03329229895310424)	(10, 0.041770803298670264)	(12, 0.048294509234412746)	(14, 0.058350443361870404)	(16, 0.0695312540890638)	(18, 0.07759479752958592)	(20, 0.08649115449381983)	(22, 0.0952472633472898)	(24, 0.10482317301316357)	(26, 0.11556299741269707)	(28, 0.12613365656522663)	(30, 0.13463963219022063)	(32, 0.14274221376466673)	(34, 0.15087226661854083)	(36, 0.15809576725129115)	(38, 0.1651833573437135)	(40, 0.17327292620685164)	(42, 0.18140587077434972)	(44, 0.19103527714226748)	(46, 0.19939811294287352)	(48, 0.20758166249879162)	(50, 0.21584328832255772)	(52, 0.22386056434509582)	(54, 0.2321612283027859)	(56, 0.23919676754997626)	(58, 0.2463465294853146)	(60, 0.2534673742844129)	(62, 0.2620673306021869)	(64, 0.2708798278713249)	(66, 0.28178737166105033)	(68, 0.2927122657325198)	(70, 0.30200189574961767)	(72, 0.30970975841438786)	(74, 0.3164778141513582)	(76, 0.32377071591108453)	(78, 0.33114458565228283)	(80, 0.3373964705073694)	(82, 0.3441732013852118)	(84, 0.3536797099241096)	(86, 0.36466677583849505)	(88, 0.3741573799524608)	(90, 0.38479021094790633)	(92, 0.3959768051023477)	(94, 0.4069074826010652)	(96, 0.4151792294225153)	(98, 0.4224865897503616)	(100, 0.43016408942207973)	(102, 0.4386859694720058)	(104, 0.4471066395450918)	(106, 0.45467569995591006)	(108, 0.4642414886240998)	(110, 0.4728212029465058)	(112, 0.48036712964833206)	(114, 0.48776847066895834)	(116, 0.49536211064558056)	(118, 0.5036540994623986)	(120, 0.5122930939140966)	(122, 0.519434180708563)	(124, 0.5286139256079487)	(126, 0.5383951469411266)	(128, 0.5478250250689883)	(130, 0.5591836761840576)	(132, 0.570778001959483)	(134, 0.583456720343908)	(136, 0.5953792556156572)	(138, 0.6054800113042869)
SRR36750776_1_paired - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00017061110381596023)	(4, 0.0002718210806559367)	(5, 0.0003788144847439117)	(6, 0.0005089415978238814)	(7, 0.0006997946970078369)	(8, 0.0011653605904717284)	(9, 0.0018680470011035646)	(10, 0.0024478355827154295)	(12, 0.0031172672866712735)	(14, 0.0038604376880391)	(16, 0.00446625169226696)	(18, 0.005038810989818825)	(20, 0.005641733280422685)	(22, 0.006188267155358558)	(24, 0.00669720875318244)	(26, 0.007099156946918346)	(28, 0.007600869260682229)	(30, 0.008222587689842083)	(32, 0.009019254793253897)	(34, 0.009800017471733716)	(36, 0.010819346524193479)	(38, 0.011643484907033286)	(40, 0.012373642597093117)	(42, 0.01321802297530092)	(44, 0.0141563840462887)	(46, 0.015031127417548498)	(48, 0.015934787925048287)	(50, 0.016871703139224068)	(52, 0.017875127766751833)	(54, 0.018949399378067583)	(56, 0.020064154980119327)	(58, 0.02115866858680307)	(60, 0.022347162886266793)	(62, 0.023515415190362522)	(64, 0.024648966930970254)	(66, 0.02592276678234196)	(68, 0.02811034813889745)	(70, 0.05016400209232831)	(72, 0.05854707988830236)	(74, 0.060779482806029836)	(76, 0.06238293801053746)	(78, 0.06395024679474509)	(80, 0.06547417987459274)	(82, 0.06702703009068038)	(84, 0.06858277202039201)	(86, 0.07013417637966765)	(88, 0.07178679071578328)	(90, 0.07344229676552289)	(92, 0.07517009565586248)	(94, 0.07696440395955406)	(96, 0.07893799850793361)	(98, 0.0806961603913252)	(100, 0.08246588912921278)	(102, 0.08428911456914435)	(104, 0.08620632070185591)	(106, 0.08821316995691145)	(108, 0.09056991656047089)	(110, 0.0927531603465904)	(112, 0.0948539902944259)	(114, 0.09714856505506936)	(116, 0.09929710827770086)	(118, 0.10152661948180433)	(120, 0.1038211942424478)	(122, 0.10654374261944316)	(124, 0.10886578865951463)	(126, 0.11149001877329402)	(128, 0.11421401300710138)	(130, 0.11741369413205663)	(132, 0.12024323591313998)	(134, 0.12307133183741131)	(136, 0.12594424932285464)	(138, 0.12862053028186604)
SRR36750776_2_paired - polya	(1, 0.004192984754799023)	(2, 0.008354160659734053)	(3, 0.015007993708556502)	(4, 0.025776735244329992)	(5, 0.03634594854004753)	(6, 0.04571510068180535)	(7, 0.05547752587642707)	(8, 0.07117663914111941)	(9, 0.09015495565542699)	(10, 0.11256573624142177)	(12, 0.13473361288300062)	(14, 0.16113062069967843)	(16, 0.18843418073748008)	(18, 0.2123038308467825)	(20, 0.23552139953387313)	(22, 0.25789603369956793)	(24, 0.27966919143147084)	(26, 0.30142355302481777)	(28, 0.32250269948696086)	(30, 0.3411108766573965)	(32, 0.35929686363872826)	(34, 0.3771025902785041)	(36, 0.3930388240603644)	(38, 0.4084516576762808)	(40, 0.42394979684410516)	(42, 0.4398339797807335)	(44, 0.4561909578948857)	(46, 0.4712466648782382)	(48, 0.48566041143706284)	(50, 0.4996389550954755)	(52, 0.5129798758997965)	(54, 0.5268658847222412)	(56, 0.5392395273193343)	(58, 0.5521929584980394)	(60, 0.5642282706011246)	(62, 0.5780622285783372)	(64, 0.5909766216231183)	(66, 0.6063272833961187)	(68, 0.622306892882339)	(70, 0.6360107237464718)	(72, 0.647687463360181)	(74, 0.6585082557411865)	(76, 0.6700389638168838)	(78, 0.6817778752735091)	(80, 0.6919220066664987)	(82, 0.7025533918051323)	(84, 0.7156817716580892)	(86, 0.7303210718795858)	(88, 0.7428089371648269)	(90, 0.7567788056823677)	(92, 0.7714253351879242)	(94, 0.785432795982577)	(96, 0.7968883195040503)	(98, 0.8070830558854599)	(100, 0.8179833703911255)	(102, 0.8294186519172306)	(104, 0.8403218581365202)	(106, 0.8505874415017178)	(108, 0.862570702759571)	(110, 0.8732555846002485)	(112, 0.8831799457578142)	(114, 0.892744288569192)	(116, 0.9027207005719896)	(118, 0.9131120734798313)	(120, 0.9241468526690126)	(122, 0.9338095137436064)	(124, 0.9445970514179358)	(126, 0.9561986064774212)	(128, 0.9672724238005266)	(130, 0.9799381294736437)	(132, 0.9930809678947206)	(134, 1.0072951862134891)	(136, 1.020991787793562)	(138, 1.0325673174304313)
SRR36750776_2_paired - polyg	(1, 0.5507239679770477)	(2, 0.5625684269809489)	(3, 0.5631005022877648)	(4, 0.5636325775945806)	(5, 0.5641154937697885)	(6, 0.5646157602267404)	(7, 0.5653329052054923)	(8, 0.566428864668988)	(9, 0.5678805049082356)	(10, 0.5699553094334552)	(12, 0.5728773860505065)	(14, 0.5747309744834901)	(16, 0.5756837941225978)	(18, 0.5763879263900418)	(20, 0.5770602498076215)	(22, 0.5779292097516333)	(24, 0.5786868387211211)	(26, 0.579367837279573)	(28, 0.5801457082444288)	(30, 0.5808729742208647)	(32, 0.5817621761602445)	(34, 0.5825906521135202)	(36, 0.583514554616388)	(38, 0.5843025465789278)	(40, 0.5851064429663997)	(42, 0.5859146769243075)	(44, 0.5867344777367113)	(46, 0.587496444276635)	(48, 0.588206359971327)	(50, 0.5889856767929947)	(52, 0.5898647577346905)	(54, 0.5906860044039064)	(56, 0.5915274930684902)	(58, 0.592292351322038)	(60, 0.5930528720051498)	(62, 0.5938842396720496)	(64, 0.5947170531957614)	(66, 0.5955122744423612)	(68, 0.5964260559475449)	(70, 0.5973007993188049)	(72, 0.5980931288517806)	(74, 0.5989042545233124)	(76, 0.5998570741624202)	(78, 0.600848931935452)	(80, 0.6020316428076677)	(82, 0.6031637486914634)	(84, 0.6044910452448791)	(86, 0.6058284627959788)	(88, 0.6071196129290946)	(90, 0.6084454636256982)	(92, 0.6097568557541819)	(94, 0.6111651202890696)	(96, 0.6125704931103333)	(98, 0.613997553783777)	(100, 0.6154231686004086)	(102, 0.6170078276663602)	(104, 0.6187023718500237)	(106, 0.6204981260105273)	(108, 0.622120377353591)	(110, 0.6237353994125946)	(112, 0.6253981347463943)	(114, 0.6271967806205219)	(116, 0.6290532607671293)	(118, 0.630918416054609)	(120, 0.6328124884783286)	(122, 0.6349075349989161)	(124, 0.6369563141015195)	(126, 0.639067265047039)	(128, 0.6411738784221226)	(130, 0.643491586891758)	(132, 0.6458136329318296)	(134, 0.6481139911197209)	(136, 0.6505401388502564)	(138, 0.6528188091859679)
SRR36750778_1_paired - polya	(1, 0.0027643324418938423)	(2, 0.00574590741054244)	(3, 0.007263456655408991)	(4, 0.009769616819130515)	(5, 0.011850737256592737)	(6, 0.0133871771559597)	(7, 0.015030664097495676)	(8, 0.020370422436279224)	(9, 0.027363113043848957)	(10, 0.034585639947840384)	(12, 0.039851409889830644)	(14, 0.0499516131627184)	(16, 0.06395431081114991)	(18, 0.07200015540711768)	(20, 0.08099053272810615)	(22, 0.09002813668534564)	(24, 0.0982077900840247)	(26, 0.10647559987037233)	(28, 0.11447579205129745)	(30, 0.12121818148673669)	(32, 0.12832579024251728)	(34, 0.13620634161160644)	(36, 0.1429534537106708)	(38, 0.15047350842304374)	(40, 0.159073478884357)	(42, 0.16696977246552983)	(44, 0.17538555904546405)	(46, 0.18404220147027853)	(48, 0.1914583575828992)	(50, 0.1992239908037775)	(52, 0.20825844631860027)	(54, 0.2191284437623799)	(56, 0.22758516009373164)	(58, 0.23585926676491276)	(60, 0.24412392810884365)	(62, 0.25386678316743194)	(64, 0.26324599312688723)	(66, 0.2724457418685886)	(68, 0.28069466100043583)	(70, 0.28900182631699267)	(72, 0.2967438462197455)	(74, 0.30397424422977876)	(76, 0.3118217369534922)	(78, 0.319747940737624)	(80, 0.32661311942731597)	(82, 0.3346148858294494)	(84, 0.34601382159924066)	(86, 0.3577527891500392)	(88, 0.366757334461903)	(90, 0.37647185353874063)	(92, 0.3847916126249644)	(94, 0.3947044835740564)	(96, 0.40200729575967464)	(98, 0.4084143760777315)	(100, 0.41538030492475897)	(102, 0.42288146898263157)	(104, 0.4298899018022849)	(106, 0.4372729992695299)	(108, 0.4451598475234525)	(110, 0.45202502621314444)	(112, 0.4582841297376148)	(114, 0.46515717953334856)	(116, 0.47274335153647296)	(118, 0.48121581007990843)	(120, 0.489556034041841)	(122, 0.4969847839241286)	(124, 0.5050573902806386)	(126, 0.5144854010975533)	(128, 0.5233687313763727)	(130, 0.5340262089570227)	(132, 0.5446396083438384)	(134, 0.5549869643464398)	(136, 0.5642339397243923)	(138, 0.5720593933511886)
SRR36750778_2_paired - polya	(1, 0.005201226872447184)	(2, 0.00971609329804601)	(3, 0.017461261643215546)	(4, 0.02980630435923577)	(5, 0.04139572089523945)	(6, 0.05200597183963837)	(7, 0.06237694116036538)	(8, 0.07931870980481956)	(9, 0.0981338016872314)	(10, 0.12178332690054074)	(12, 0.14504401947538323)	(14, 0.17513210943091684)	(16, 0.20742725752058208)	(18, 0.23322402046210508)	(20, 0.2588633612827913)	(22, 0.28454678029731184)	(24, 0.3080561998230764)	(26, 0.3299410230618055)	(28, 0.3518085298672425)	(30, 0.37155713492621645)	(32, 0.39117980228852095)	(34, 0.41008777322222645)	(36, 0.42759783572290144)	(38, 0.4446749873912752)	(40, 0.4627785312875048)	(42, 0.479078017678945)	(44, 0.4954939964398043)	(46, 0.5116297638255742)	(48, 0.5268383149196154)	(50, 0.541500611254353)	(52, 0.5571735576048626)	(54, 0.5759870752660663)	(56, 0.5910618175573962)	(58, 0.6052345310963314)	(60, 0.6194717877048097)	(62, 0.6351777927006952)	(64, 0.6503863437947364)	(66, 0.6654374727679409)	(68, 0.6793897953377046)	(70, 0.6922134013010687)	(72, 0.7048008740831775)	(74, 0.7172986162564094)	(76, 0.7300151751776045)	(78, 0.7429552735103877)	(80, 0.7550201048513184)	(82, 0.7685820205614069)	(84, 0.7849979993222662)	(86, 0.8011353409292445)	(88, 0.8146248424637481)	(90, 0.828218242598004)	(92, 0.8401650073483071)	(94, 0.8530736212569231)	(96, 0.8646158111566757)	(98, 0.8750166906803617)	(100, 0.8861684737204392)	(102, 0.8974824015449785)	(104, 0.9084405553764267)	(106, 0.9189909859149077)	(108, 0.9307472698989983)	(110, 0.9412819582253955)	(112, 0.9511066727868189)	(114, 0.9612525284747493)	(116, 0.9716660017681022)	(118, 0.9824824756907974)	(120, 0.9927715855086893)	(122, 1.0024924014703605)	(124, 1.0135812156621031)	(126, 1.0251643353132733)	(128, 1.037159900921036)	(130, 1.050222788508072)	(132, 1.0628858239081824)	(134, 1.0756275703687113)	(136, 1.0874263583254278)	(138, 1.0980696679152024)
SRR36750778_2_paired - polyg	(1, 0.5008321805573794)	(2, 0.515746352285456)	(3, 0.5162658452842173)	(4, 0.5167790413981452)	(5, 0.517270198415156)	(6, 0.5177487616624997)	(7, 0.5183658563761799)	(8, 0.5195244831855387)	(9, 0.5207901570370663)	(10, 0.5224116048816851)	(12, 0.5246249599006503)	(14, 0.5258859110885529)	(16, 0.5266116270656104)	(18, 0.5271862178066646)	(20, 0.5277482147780519)	(22, 0.5283999423583163)	(24, 0.528998146417496)	(26, 0.5295806082645921)	(28, 0.5301835349873969)	(30, 0.5307345124103257)	(32, 0.5313295680270886)	(34, 0.5319025845469345)	(36, 0.5324488393062382)	(38, 0.5329541643141242)	(40, 0.5335429230460538)	(42, 0.5341159395658996)	(44, 0.5346338583434527)	(46, 0.5351690935542978)	(48, 0.535696457659101)	(50, 0.5362253959851124)	(52, 0.5367165530021232)	(54, 0.5374406947579724)	(56, 0.5381365005320711)	(58, 0.5387000717246667)	(60, 0.5392101193961778)	(62, 0.5397973039068991)	(64, 0.5403482813298277)	(66, 0.5408913876467146)	(68, 0.541453384618102)	(70, 0.5421302997377001)	(72, 0.5427521171150054)	(74, 0.5434101415801031)	(76, 0.544072888708826)	(78, 0.5448867610735522)	(80, 0.5457588796229879)	(82, 0.5466939670207583)	(84, 0.5475534918005271)	(86, 0.5484413525620466)	(88, 0.5493544008628999)	(90, 0.550275320269795)	(92, 0.5511143801738552)	(94, 0.5520053893777912)	(96, 0.552924734563478)	(98, 0.5538204664310393)	(100, 0.5547602764924349)	(102, 0.5556922154477886)	(104, 0.5567516663210201)	(106, 0.5578300078487521)	(108, 0.5589776151096522)	(110, 0.5601000348312184)	(112, 0.5612287514376182)	(114, 0.5624298822196028)	(116, 0.56359952857742)	(118, 0.5648274211199469)	(120, 0.5661214309532252)	(122, 0.5675098940590058)	(124, 0.5689754940039962)	(126, 0.5704710041519454)	(128, 0.5720373542542714)	(130, 0.5736887123018493)	(132, 0.5754486916128044)	(134, 0.5772952530902199)	(136, 0.5791795958766361)	(138, 0.5810560675570104)
SRR36750779_1_paired - polya	(1, 0.002070041424519396)	(2, 0.004637203491324876)	(3, 0.005977098972486586)	(4, 0.008148118027470343)	(5, 0.010218159451989738)	(6, 0.011841569049455231)	(7, 0.013744609008206647)	(8, 0.018917770691996207)	(9, 0.026118252495108702)	(10, 0.032712868515435034)	(12, 0.03827052194599274)	(14, 0.04809836401868754)	(16, 0.060320541059893054)	(18, 0.06890363964936372)	(20, 0.07745372632118258)	(22, 0.08634364155706419)	(24, 0.09543939580889238)	(26, 0.10402055252085413)	(28, 0.11192205210469033)	(30, 0.11980024915841941)	(32, 0.12655798288949588)	(34, 0.1335934051043493)	(36, 0.13986566945819326)	(38, 0.14587772222584058)	(40, 0.1537073723418464)	(42, 0.16097581985777146)	(44, 0.16915889168040255)	(46, 0.1770701006517834)	(48, 0.18414630229432438)	(50, 0.19117201512163318)	(52, 0.1985919290832548)	(54, 0.20771292774269906)	(56, 0.21464154669456137)	(58, 0.22115848761453047)	(60, 0.22857645969864315)	(62, 0.23673428711365813)	(64, 0.2449367777113785)	(66, 0.2542286615916086)	(68, 0.262710782550615)	(70, 0.2701501152873258)	(72, 0.27719136313470605)	(74, 0.28379374666506807)	(76, 0.29142338339765417)	(78, 0.298724842831231)	(80, 0.3048475826168873)	(82, 0.31221894964078567)	(84, 0.3229089853274454)	(86, 0.33374271994976595)	(88, 0.3425005875150403)	(90, 0.35222162632474396)	(92, 0.3609251213197683)	(94, 0.37015486511971263)	(96, 0.3774621501858163)	(98, 0.384019870533473)	(100, 0.3909348963427728)	(102, 0.3985509399327963)	(104, 0.4061359134826769)	(106, 0.4129616129265659)	(108, 0.42110973095403625)	(110, 0.4283005033696041)	(112, 0.43490288689996615)	(114, 0.44141011843239064)	(116, 0.4486300190105924)	(118, 0.45658589116467874)	(120, 0.4640524101865146)	(122, 0.4709266565681269)	(124, 0.478913598762356)	(126, 0.48817635447995217)	(128, 0.49696335020786053)	(130, 0.506995089418993)	(132, 0.516898664714536)	(134, 0.527553746606035)	(136, 0.5368320373437026)	(138, 0.5446888737448334)
SRR36750779_1_paired - polyg	(1, 0.0)	(2, 0.0)	(3, 6.990759032148053e-05)	(4, 0.00011262889551794087)	(5, 0.0001941877508930015)	(6, 0.000264095341214482)	(7, 0.000388375501786003)	(8, 0.0006602383530362051)	(9, 0.0009515199793757073)	(10, 0.00128940666592953)	(12, 0.0016311771075012125)	(14, 0.0019962500791800555)	(16, 0.0022972410930642076)	(18, 0.00257881333185906)	(20, 0.002856501815636052)	(22, 0.003204097889734525)	(24, 0.0035575195963597874)	(26, 0.0039051156704582603)	(28, 0.004258537377083522)	(30, 0.004641087246342736)	(32, 0.00523918551909318)	(34, 0.005672224203584574)	(36, 0.006124681663165267)	(38, 0.006621802305451351)	(40, 0.007047073479907025)	(42, 0.007499530939487718)	(44, 0.008010244724336313)	(46, 0.008552028549327786)	(48, 0.00912876616948)	(50, 0.009604526159167855)	(52, 0.010123007454052167)	(54, 0.010825967112284833)	(56, 0.011594950605821119)	(58, 0.012445492954732466)	(60, 0.013235837100866982)	(62, 0.014004820594403267)	(64, 0.014867014208368196)	(66, 0.01584766235037785)	(68, 0.019162447258121388)	(70, 0.03902785417447544)	(72, 0.0424999311604423)	(74, 0.04392721112950587)	(76, 0.04501077877948882)	(78, 0.046038031981712794)	(80, 0.04721480975212439)	(82, 0.048393529400044905)	(84, 0.049574190925474354)	(86, 0.05074902681837701)	(88, 0.05202484034174403)	(90, 0.05332007264020035)	(92, 0.05474152697673712)	(94, 0.055995979847505914)	(96, 0.05760579630240889)	(98, 0.05906803006663319)	(100, 0.06061764831875935)	(102, 0.06221581350860875)	(104, 0.06394214261404754)	(106, 0.06560438976169164)	(108, 0.06816184244095246)	(110, 0.07012119684746285)	(112, 0.07190189852315167)	(114, 0.07392145113243888)	(116, 0.07582837484620816)	(118, 0.07795473071848652)	(120, 0.08087725636942619)	(122, 0.08410077303425002)	(124, 0.08615916319371583)	(126, 0.08884477978856604)	(128, 0.09152457075088946)	(130, 0.09475391304824007)	(132, 0.09762594988394757)	(134, 0.10021253072584235)	(136, 0.10362829326405026)	(138, 0.10661878462780247)
SRR36750779_2_paired - polya	(1, 0.004396410680217554)	(2, 0.008218025617791823)	(3, 0.017756527941656056)	(4, 0.03152055572495201)	(5, 0.04538167738369445)	(6, 0.057770855890667945)	(7, 0.07016780190767716)	(8, 0.08858456820236943)	(9, 0.10879562931531302)	(10, 0.13488281177027883)	(12, 0.16138943976717357)	(14, 0.19338769735932232)	(16, 0.22748706641613342)	(18, 0.25598994449220813)	(20, 0.2833743011231392)	(22, 0.30967703198159624)	(24, 0.3358613083120086)	(26, 0.36035226745463395)	(28, 0.38398880049333006)	(30, 0.40571840981825696)	(32, 0.42700721294865673)	(34, 0.4468745617425197)	(36, 0.46494567384062246)	(38, 0.4818866132285279)	(40, 0.5000684123446396)	(42, 0.5174346229070007)	(44, 0.5344299348651562)	(46, 0.55055722757682)	(48, 0.5662242953188674)	(50, 0.5813418117258875)	(52, 0.5967680866568276)	(54, 0.6149460020179214)	(56, 0.6301042978526291)	(58, 0.6446916816997114)	(60, 0.6590732265308471)	(62, 0.6745849440721801)	(64, 0.689710227989236)	(66, 0.7053753538537744)	(68, 0.7200229359036334)	(70, 0.7335422871208043)	(72, 0.7469859051151266)	(74, 0.7594780031300735)	(76, 0.7717992159242345)	(78, 0.7850855418403335)	(80, 0.7971271242732086)	(82, 0.8102192624384148)	(84, 0.8257193287146942)	(86, 0.8410271491175896)	(88, 0.854468825234403)	(90, 0.8681629454273776)	(92, 0.881136629064539)	(94, 0.8953511724299066)	(96, 0.9071577876842012)	(98, 0.9179196728386914)	(100, 0.9290912941475656)	(102, 0.9408105249139583)	(104, 0.9527627809814225)	(106, 0.963516898625877)	(108, 0.9758497626850915)	(110, 0.9870369190140373)	(112, 0.9971560427130717)	(114, 1.0076052855886242)	(116, 1.018042877199123)	(118, 1.0289814732069256)	(120, 1.0401492107607822)	(122, 1.0502625088272897)	(124, 1.0613642225458426)	(126, 1.0732892923281818)	(128, 1.084660927020476)	(130, 1.0976249012700927)	(132, 1.1112374626076922)	(134, 1.1247645813348988)	(136, 1.1374722277533367)	(138, 1.1489700844837114)
SRR36750779_2_paired - polyg	(1, 0.4658836006774356)	(2, 0.4796165584205887)	(3, 0.48002046894244615)	(4, 0.4803622393840178)	(5, 0.4806651722754109)	(6, 0.48102247773705403)	(7, 0.4814419232789829)	(8, 0.4822031392624835)	(9, 0.4831235892017163)	(10, 0.48427318068700287)	(12, 0.4861762206457543)	(14, 0.48714133376769253)	(16, 0.48756660494214815)	(18, 0.4880190624017289)	(20, 0.48841132165853274)	(22, 0.48881911593540806)	(24, 0.4892113751922119)	(26, 0.4896152857140693)	(28, 0.49017260455913225)	(30, 0.4905881663460433)	(32, 0.4909979025004275)	(34, 0.49135520796207066)	(36, 0.4917979560341067)	(38, 0.4922620647587409)	(40, 0.4926601496480716)	(42, 0.49303881576231295)	(44, 0.49346214505925967)	(46, 0.4939281956614029)	(48, 0.4943243386732246)	(50, 0.49472242356255525)	(52, 0.4951107990643413)	(54, 0.49567005978691314)	(56, 0.4962370880195207)	(58, 0.496755569314405)	(60, 0.4972429805691464)	(62, 0.497837195086879)	(64, 0.49838286266688836)	(66, 0.49883532012646903)	(68, 0.4993809877064784)	(70, 0.49999656287680916)	(72, 0.5006296149447205)	(74, 0.501221887584944)	(76, 0.5018782421829624)	(78, 0.5026569350640433)	(80, 0.5036065131659101)	(82, 0.5045502656352501)	(84, 0.5055309137772597)	(86, 0.5064960268991979)	(88, 0.5074300699809933)	(90, 0.5083854737153869)	(92, 0.5095137045480752)	(94, 0.5104458057523615)	(96, 0.5114750008320945)	(98, 0.5125061377893363)	(100, 0.5135062047064354)	(102, 0.514430538400686)	(104, 0.5155840136409904)	(106, 0.5167025350861341)	(108, 0.5180696168524208)	(110, 0.5193823260484576)	(112, 0.520759117202289)	(114, 0.5221786296613167)	(116, 0.5236292121604875)	(118, 0.5251497022499797)	(120, 0.5264876558536324)	(122, 0.5279479477403478)	(124, 0.5294820309724025)	(126, 0.5310918474273055)	(128, 0.5327929321251281)	(130, 0.534602761963451)	(132, 0.5365873607775775)	(134, 0.5385739014692128)	(136, 0.5406342335061876)	(138, 0.5426693211355462)
