Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR36750780_1_paired - polya	(1, 0.0024449866758600933)	(2, 0.005183925073711852)	(3, 0.006792013905783908)	(4, 0.009364956037099198)	(5, 0.011287746124479978)	(6, 0.012999582623137327)	(7, 0.014853207599461245)	(8, 0.019625600262384767)	(9, 0.026829146578957005)	(10, 0.033887446162309834)	(12, 0.039752647579931785)	(14, 0.051519362098480535)	(16, 0.06670629135879114)	(18, 0.07709662016730834)	(20, 0.08774458901451232)	(22, 0.09748649490687143)	(24, 0.10713156964375092)	(26, 0.11644638097533389)	(28, 0.125195767524027)	(30, 0.13340393707870019)	(32, 0.14090489337281692)	(34, 0.1490093152609048)	(36, 0.15615407123307873)	(38, 0.16362563235499628)	(40, 0.172726031842303)	(42, 0.18148579315765465)	(44, 0.19063633735047758)	(46, 0.19873211359968335)	(48, 0.20618984169938953)	(50, 0.213554196899169)	(52, 0.22230704170341498)	(54, 0.23264376755086308)	(56, 0.24103176639428409)	(58, 0.24919670775454672)	(60, 0.2576504134534717)	(62, 0.26781941390660696)	(64, 0.27707024751046233)	(66, 0.2874104316134633)	(68, 0.29703648594480214)	(70, 0.3052654050327924)	(72, 0.31332659872646973)	(74, 0.32039181482092827)	(76, 0.3286345669311298)	(78, 0.3366732819637137)	(80, 0.34341342203620495)	(82, 0.35153340607428063)	(84, 0.36305631357635393)	(86, 0.3757619444774996)	(88, 0.3858963623751064)	(90, 0.3959443238838921)	(92, 0.4052487604488165)	(94, 0.4147935457746636)	(96, 0.4224535818242111)	(98, 0.42882887593587743)	(100, 0.4359131124358766)	(102, 0.44385672544075727)	(104, 0.45119168546833754)	(106, 0.45844710561820246)	(108, 0.4665809226784895)	(110, 0.4736063688340903)	(112, 0.4802600525177605)	(114, 0.48726302001226784)	(116, 0.49502334547284776)	(118, 0.5035289250050654)	(120, 0.5118736956540759)	(122, 0.5193884849704041)	(124, 0.5273303688475084)	(126, 0.536717803545701)	(128, 0.5460360731328369)	(130, 0.5562327396303948)	(132, 0.566930853183115)	(134, 0.5778105251523595)	(136, 0.5875437854058365)	(138, 0.595601520843961)
SRR36750780_2_paired - polya	(1, 0.00573378770661391)	(2, 0.009873319603367138)	(3, 0.020199670684156724)	(4, 0.034153731839878756)	(5, 0.04769626058481245)	(6, 0.05962378398656841)	(7, 0.07167580458822673)	(8, 0.08974518985183208)	(9, 0.11148032600145115)	(10, 0.13973427386817955)	(12, 0.16833231816241578)	(14, 0.202520632557823)	(16, 0.23965710981202892)	(18, 0.27076757676540575)	(20, 0.3012088712693074)	(22, 0.33016830326881574)	(24, 0.3574746891140651)	(26, 0.3816046672340281)	(28, 0.40635367309794995)	(30, 0.42890495755804003)	(32, 0.4513611399904268)	(34, 0.4728282613347006)	(36, 0.49230861486386596)	(38, 0.5112304601212472)	(40, 0.530909663344701)	(42, 0.5496793453577571)	(44, 0.5682138659932198)	(46, 0.5855881418907036)	(48, 0.6020286887889199)	(50, 0.6183620297649981)	(52, 0.6352504207573075)	(54, 0.6549538317696312)	(56, 0.6715569166788311)	(58, 0.6870256937666983)	(60, 0.7024183892324032)	(62, 0.7200157226130455)	(64, 0.7363127519058187)	(66, 0.7526339889874618)	(68, 0.7677137123256343)	(70, 0.7816798773757914)	(72, 0.7956218346370785)	(74, 0.8086992280101546)	(76, 0.8216348329055644)	(78, 0.8357773689889164)	(80, 0.8485158533178141)	(82, 0.8625096844123938)	(84, 0.8791127693215937)	(86, 0.8959043291584234)	(88, 0.9102145906360883)	(90, 0.9248724067968139)	(92, 0.9386743047082109)	(94, 0.9527079057416483)	(96, 0.9645593475212417)	(98, 0.9758142402179697)	(100, 0.9875100604976852)	(102, 0.9997557434103027)	(104, 1.0116815376842823)	(106, 1.0227790797533558)	(108, 1.0355365844877942)	(110, 1.0469073287455424)	(112, 1.0577576055425877)	(114, 1.0688862719116368)	(116, 1.0799250236363123)	(118, 1.0919078791269134)	(120, 1.1028999444016254)	(122, 1.1132971897212482)	(124, 1.124463896901379)	(126, 1.136503813608602)	(128, 1.1481252813939316)	(130, 1.161593457644479)	(132, 1.1758051588388878)	(134, 1.1903038952441827)	(136, 1.203363997339495)	(138, 1.214430415108593)
SRR36750780_2_paired - polyg	(1, 0.5703527970526533)	(2, 0.5869939227729344)	(3, 0.587488453316991)	(4, 0.5878826944500151)	(5, 0.5884429318495757)	(6, 0.5890100857602419)	(7, 0.589826234070713)	(8, 0.5911092468808178)	(9, 0.5927277104795483)	(10, 0.5944879625559455)	(12, 0.5972701291482079)	(14, 0.5989819656468651)	(16, 0.5998396130239703)	(18, 0.6004517242568235)	(20, 0.6010759393841116)	(22, 0.6017848817724445)	(24, 0.6024350338163791)	(26, 0.603083456732537)	(28, 0.6037647330764472)	(30, 0.6043958647148411)	(32, 0.6051186401253852)	(34, 0.6057808960637547)	(36, 0.6064051111910429)	(38, 0.6069705359739328)	(40, 0.6075601685456926)	(42, 0.6080910107730539)	(44, 0.6085838121893341)	(46, 0.6091111961611426)	(48, 0.609633392749622)	(50, 0.6100916116103737)	(52, 0.6106068916877473)	(54, 0.6112518563483526)	(56, 0.6119435074589212)	(58, 0.6125072031140346)	(60, 0.6131590842857455)	(62, 0.6138576519074199)	(64, 0.6144766796513788)	(66, 0.6150369170509393)	(68, 0.6155954253227236)	(70, 0.6161677666167191)	(72, 0.6167988982551129)	(74, 0.6174490502990475)	(76, 0.6180248498485958)	(78, 0.6187182300869409)	(80, 0.6195482114196232)	(82, 0.6203211315356837)	(84, 0.6211026972906262)	(86, 0.6219499699010729)	(88, 0.6228906154114462)	(90, 0.6237603666829862)	(92, 0.6246422218489611)	(94, 0.6256243664259686)	(96, 0.6265459915308014)	(98, 0.6275194904689267)	(100, 0.628337367907174)	(102, 0.6292503473731246)	(104, 0.6302428667167906)	(106, 0.6311938869938225)	(108, 0.6322486549374395)	(110, 0.6333362763088088)	(112, 0.634399689891308)	(114, 0.6355322685848642)	(116, 0.6366977007061723)	(118, 0.6379046318941146)	(120, 0.6391357708709267)	(122, 0.6403945758921616)	(124, 0.6417052547466892)	(126, 0.6430833695844972)	(128, 0.6446828127776871)	(130, 0.6463773579985803)	(132, 0.6480494245583799)	(134, 0.6497543445459315)	(136, 0.6515301587723166)	(138, 0.6533422846820063)
SRR36750781_1_paired - polya	(1, 0.0023599158574314676)	(2, 0.0054103651633421275)	(3, 0.007047712515406193)	(4, 0.009393390569776233)	(5, 0.011735509173380917)	(6, 0.013347940370087486)	(7, 0.015270043783380084)	(8, 0.02053447146534259)	(9, 0.028283395781524043)	(10, 0.03572086815573679)	(12, 0.04194456781896291)	(14, 0.055548788644156084)	(16, 0.07240456774350257)	(18, 0.08451025979648058)	(20, 0.0971071560550778)	(22, 0.10732277975165141)	(24, 0.11849055652795795)	(26, 0.12816514370819737)	(28, 0.13778277967619107)	(30, 0.14755881120324316)	(32, 0.15619047930923305)	(34, 0.16444662535947785)	(36, 0.17165451315932506)	(38, 0.17846552219883505)	(40, 0.18717371849628012)	(42, 0.19516112601374047)	(44, 0.20399390308797305)	(46, 0.21229810172355013)	(48, 0.21965726618092501)	(50, 0.22675837045781158)	(52, 0.2343186438834291)	(54, 0.24436163421788293)	(56, 0.25284024594096255)	(58, 0.2604094179934935)	(60, 0.26862285063455393)	(62, 0.2776158029932276)	(64, 0.28646459759590426)	(66, 0.2963331748428556)	(68, 0.3049755213011416)	(70, 0.31334379005049506)	(72, 0.3215625618677036)	(74, 0.32843230184484196)	(76, 0.3358163824575744)	(78, 0.34365429304288975)	(80, 0.3501912243734673)	(82, 0.35813235903097795)	(84, 0.3695617554385382)	(86, 0.3818258430505746)	(88, 0.391605434028392)	(90, 0.4016448649120805)	(92, 0.41179819822026037)	(94, 0.4215030407320053)	(96, 0.4295296022078846)	(98, 0.436305016739741)	(100, 0.44409309501434135)	(102, 0.4519701595580757)	(104, 0.4599504481740053)	(106, 0.46702663629553437)	(108, 0.47562093016848805)	(110, 0.4831331510087733)	(112, 0.4902627308917827)	(114, 0.4976930843644647)	(116, 0.5056039636904699)	(118, 0.514322838340211)	(120, 0.5225700857635425)	(122, 0.529687207568873)	(124, 0.5383064175971842)	(126, 0.5475805665663209)	(128, 0.5567390333855837)	(130, 0.5674903544223435)	(132, 0.5784926167380608)	(134, 0.5897440406073533)	(136, 0.5997888106671898)	(138, 0.6076569765840107)
SRR36750781_2_paired - polya	(1, 0.004936958211549692)	(2, 0.009236774736100541)	(3, 0.017993023618877932)	(4, 0.031355201792026846)	(5, 0.04459635863915363)	(6, 0.056652218381416646)	(7, 0.06770787245861444)	(8, 0.08576852564203415)	(9, 0.10654503975942099)	(10, 0.13249699528963643)	(12, 0.15889388216552144)	(14, 0.19367861476996945)	(16, 0.23050825183911483)	(18, 0.2618776914342031)	(20, 0.29185004660388886)	(22, 0.3200871695254633)	(24, 0.34751451739791905)	(26, 0.37161555853014905)	(28, 0.39522717518214245)	(30, 0.41786350232442815)	(32, 0.4392664797765178)	(34, 0.45924923637323006)	(36, 0.47716217234988745)	(38, 0.4941140566198986)	(40, 0.5116852853230818)	(42, 0.5284983510132439)	(44, 0.5453541301125904)	(46, 0.5609801189725061)	(48, 0.5760098998292247)	(50, 0.5904897455426956)	(52, 0.6057651285022236)	(54, 0.6234467001791328)	(56, 0.6383091868498797)	(58, 0.6525861438697252)	(60, 0.6670606504070481)	(62, 0.682763167458419)	(64, 0.6979869383818496)	(66, 0.7136467420240362)	(68, 0.7279966677845715)	(70, 0.7415617346513457)	(72, 0.7545288137895401)	(74, 0.7662678824136864)	(76, 0.779073006542057)	(78, 0.7927679933617666)	(80, 0.804816734202499)	(82, 0.8176912676207941)	(84, 0.833648285401888)	(86, 0.8498402269334955)	(88, 0.8640548935649472)	(90, 0.8782660007456338)	(92, 0.892615926506169)	(94, 0.9066935542831547)	(96, 0.9183044826797482)	(98, 0.9290647023434213)	(100, 0.9399975553692144)	(102, 0.9514162734244784)	(104, 0.9630912719348483)	(106, 0.9735702949880585)	(108, 0.9858592987554523)	(110, 0.9969024947549713)	(112, 1.007554151170301)	(114, 1.0177982504729974)	(116, 1.0285958443697072)	(118, 1.0397529427937175)	(120, 1.0505202813589214)	(122, 1.0607163280762855)	(124, 1.0719268182617765)	(126, 1.0842531962622064)	(128, 1.0959246353218108)	(130, 1.1087831512116622)	(132, 1.1225279703420867)	(134, 1.1367568747766)	(136, 1.14970793638635)	(138, 1.1606710447436488)
SRR36750781_2_paired - polyg	(1, 0.5017117042785524)	(2, 0.5156754296310465)	(3, 0.5161061231736547)	(4, 0.5165119005609053)	(5, 0.51690699959586)	(6, 0.5173305742369374)	(7, 0.517836016245618)	(8, 0.5187685923461415)	(9, 0.5198293086742177)	(10, 0.5213687711302346)	(12, 0.5233958783411052)	(14, 0.5245900740728824)	(16, 0.5251951807029929)	(18, 0.525654349851724)	(20, 0.5261651310365527)	(22, 0.5267542201382192)	(24, 0.527281018851492)	(26, 0.5277544258032845)	(28, 0.5283346162780376)	(30, 0.5288560758151624)	(32, 0.529377535352287)	(34, 0.529842043677166)	(36, 0.5302460413390341)	(38, 0.5307016510369997)	(40, 0.5311376837557559)	(42, 0.5315754961998947)	(44, 0.5319919519394415)	(46, 0.5324813764196781)	(48, 0.5329547833714705)	(50, 0.5333623404841038)	(52, 0.5337823556744159)	(54, 0.5343073746623059)	(56, 0.5349053623908859)	(58, 0.5354339408295414)	(60, 0.5359215855843953)	(62, 0.5364679612768775)	(64, 0.537085525984667)	(66, 0.5376799542624815)	(68, 0.5381907354473101)	(70, 0.538683719378312)	(72, 0.5392140775423502)	(74, 0.5398280827993742)	(76, 0.5404242908025714)	(78, 0.5411237228779641)	(80, 0.5418907845178984)	(82, 0.542794885012299)	(84, 0.5437594961697105)	(86, 0.5446351210579883)	(88, 0.5456068511169307)	(90, 0.5464717976529123)	(92, 0.5473225063858327)	(94, 0.5482123690771719)	(96, 0.5490826547893015)	(98, 0.550015230889825)	(100, 0.5508872963273374)	(102, 0.5517771590186765)	(104, 0.5527453296268535)	(106, 0.5537811297995723)	(108, 0.5549094756921904)	(110, 0.5561036714239675)	(112, 0.5573227833111022)	(114, 0.5584956223382872)	(116, 0.5596631221893242)	(118, 0.5608324017657439)	(120, 0.5620426150259652)	(122, 0.5632670660892478)	(124, 0.5643793944534218)	(126, 0.5654632472114729)	(128, 0.5668318560307526)	(130, 0.5683980143675095)	(132, 0.5699321376473782)	(134, 0.5716495726416628)	(136, 0.5734168399466624)	(138, 0.5750826629048492)
SRR36750783_1_paired - polya	(1, 0.0022251216129531948)	(2, 0.00455835647941711)	(3, 0.006016628270957057)	(4, 0.008236721360491148)	(5, 0.010278301868647073)	(6, 0.011887429362760119)	(7, 0.013939066917754251)	(8, 0.018882105438732758)	(9, 0.026326834360715142)	(10, 0.033462309092422676)	(12, 0.03929916765114679)	(14, 0.05145939440939326)	(16, 0.06626462448608805)	(18, 0.07730223339101971)	(20, 0.08858246855092311)	(22, 0.09834283250740256)	(24, 0.10924844267258275)	(26, 0.1195858296914043)	(28, 0.12876791345468686)	(30, 0.13826553706251815)	(32, 0.14661540019993913)	(34, 0.1540928145241457)	(36, 0.16051423893034056)	(38, 0.16713303288073522)	(40, 0.17457901893357236)	(42, 0.181815064133662)	(44, 0.18980287358490752)	(46, 0.19708417549576904)	(48, 0.2039279958691686)	(50, 0.21054553268870846)	(52, 0.21780923476760314)	(54, 0.2268920051933584)	(56, 0.23453913218295971)	(58, 0.24157152218457562)	(60, 0.24883522426347027)	(62, 0.25749308446031133)	(64, 0.26584043333602275)	(66, 0.2751633157550402)	(68, 0.2838601470083793)	(70, 0.291768757215774)	(72, 0.2993731417563129)	(74, 0.3060409638100438)	(76, 0.3136528911357114)	(78, 0.3209957924584569)	(80, 0.3270413347390738)	(82, 0.33434023648190225)	(84, 0.3445858529483251)	(86, 0.35539592116854235)	(88, 0.3644007494813015)	(90, 0.374553338264471)	(92, 0.3853219211664807)	(94, 0.394892458363889)	(96, 0.4029531814047115)	(98, 0.4098296871803352)	(100, 0.4169312193789638)	(102, 0.4247882872213126)	(104, 0.4326893546435786)	(106, 0.43988265739460586)	(108, 0.44871400164940595)	(110, 0.4559311898866739)	(112, 0.46282403836340974)	(114, 0.4699984841516153)	(116, 0.4774130419330831)	(118, 0.4854838220207438)	(120, 0.49340374640583146)	(122, 0.5002236812929903)	(124, 0.5083711463627922)	(126, 0.5178134562130134)	(128, 0.5265907438410582)	(130, 0.5370903007401459)	(132, 0.5482448228145717)	(134, 0.5600367102323689)	(136, 0.5701679277910071)	(138, 0.5783543639173072)
SRR36750783_1_paired - polyg	(1, 0.0)	(2, 0.0)	(3, 7.79421129961006e-05)	(4, 0.00011817030034892672)	(5, 0.00022628355385964692)	(6, 0.0003595394244658834)	(7, 0.0005154236504580846)	(8, 0.0008523347195380035)	(9, 0.0012596451164853678)	(10, 0.0016304987186442337)	(12, 0.002066723125251442)	(14, 0.0024954047467299952)	(16, 0.002936657676756307)	(18, 0.0032647688298527945)	(20, 0.0036569936565428495)	(22, 0.004069332576909317)	(24, 0.004376072505474616)	(26, 0.004739383322504827)	(28, 0.005180636252531139)	(30, 0.00567594580931281)	(32, 0.006208969291737756)	(34, 0.006757078344420012)	(36, 0.007350444107874197)	(38, 0.007873410543460937)	(40, 0.008382548539645143)	(42, 0.008967114387115897)	(44, 0.009483795168428757)	(46, 0.010030647090256237)	(48, 0.010650412601660716)	(50, 0.011299092122725035)	(52, 0.011917600503274738)	(54, 0.012704564418364398)	(56, 0.013579527493288366)	(58, 0.014400433941456976)	(60, 0.015452652466904332)	(62, 0.016585327367057343)	(64, 0.017841201090978386)	(66, 0.019032961141305857)	(68, 0.022770411172554357)	(70, 0.05007403620743031)	(72, 0.05489890442805989)	(74, 0.056526888884994575)	(76, 0.057939903965762596)	(78, 0.0591869777737002)	(80, 0.060416451749670946)	(82, 0.06170878226838049)	(84, 0.06306899785324793)	(86, 0.06430852887605687)	(88, 0.06587114252854322)	(90, 0.06755946926650713)	(92, 0.0691007116944623)	(94, 0.07096503675209484)	(96, 0.07275644822015037)	(98, 0.07447117470606457)	(100, 0.07632041419343981)	(102, 0.07822999596184427)	(104, 0.08020117714213275)	(106, 0.08200390278788128)	(108, 0.084596106610429)	(110, 0.08695448409398843)	(112, 0.08898726468616092)	(114, 0.09117844376603518)	(116, 0.0932200242741911)	(118, 0.09557085897262188)	(120, 0.09855151622929534)	(122, 0.1016314868234961)	(124, 0.10404014954124655)	(126, 0.10681086594517245)	(128, 0.10977266623902428)	(130, 0.11292806468451158)	(132, 0.11593135029657099)	(134, 0.11918857634129514)	(136, 0.1229951685695563)	(138, 0.12650130652352604)
SRR36750783_2_paired - polya	(1, 0.004799725603534066)	(2, 0.008488147531446312)	(3, 0.01851502322913822)	(4, 0.032393747865863236)	(5, 0.0461291595851438)	(6, 0.05809453106090002)	(7, 0.06948916512858802)	(8, 0.08722728148947478)	(9, 0.10738160335324066)	(10, 0.13178251324443926)	(12, 0.15848774399244192)	(14, 0.1918406827004991)	(16, 0.22632126778529021)	(18, 0.25599961300483765)	(20, 0.2842259720871191)	(22, 0.311210285884882)	(24, 0.3385679675465133)	(26, 0.3628192788659935)	(28, 0.38657402349783737)	(30, 0.4095066045506578)	(32, 0.4312411398988769)	(34, 0.4507643820735453)	(36, 0.4687086678946153)	(38, 0.4856786773032341)	(40, 0.5027492571802349)	(42, 0.5194716118104628)	(44, 0.535642085995444)	(46, 0.551051996013286)	(48, 0.5659728821286203)	(50, 0.5808309117012156)	(52, 0.5958599110700604)	(54, 0.6132498021841744)	(56, 0.6281669169069442)	(58, 0.642349867210525)	(60, 0.6563957902509352)	(62, 0.6716787300524447)	(64, 0.6859861363106483)	(66, 0.7008014234341813)	(68, 0.7148536321288654)	(70, 0.7279743068601605)	(72, 0.7406813855402345)	(74, 0.7523349885640063)	(76, 0.7641859611319779)	(78, 0.7774650343509749)	(80, 0.7891701797397925)	(82, 0.8014523481909522)	(84, 0.8166284318698059)	(86, 0.8320333133642288)	(88, 0.8458730669444557)	(90, 0.8599541896487997)	(92, 0.8744250229181241)	(94, 0.8879127798590138)	(96, 0.899889465512463)	(98, 0.9105901633483147)	(100, 0.9216214865989725)	(102, 0.9328074369447676)	(104, 0.9444182975194773)	(106, 0.9551378523181506)	(108, 0.9676877896413776)	(110, 0.978754312555969)	(112, 0.9891796987346249)	(114, 0.9997685119244015)	(116, 1.0106678364353079)	(118, 1.0214376764681723)	(120, 1.0320051184334178)	(122, 1.0415982839862121)	(124, 1.0522373824101798)	(126, 1.0640996691558444)	(128, 1.0760021840888618)	(130, 1.0892988571398257)	(132, 1.1035107214530662)	(134, 1.1173140182385048)	(136, 1.1297306996911254)	(138, 1.1409241928220493)
SRR36750783_2_paired - polyg	(1, 0.5636647898792518)	(2, 0.5790596143268365)	(3, 0.5795649809304564)	(4, 0.5801457753853628)	(5, 0.5807944549064271)	(6, 0.5815034767085207)	(7, 0.5821672417998422)	(8, 0.5835903139274485)	(9, 0.5853402400772965)	(10, 0.587753931318466)	(12, 0.5907974451178782)	(14, 0.5926504559978178)	(16, 0.5936511321582194)	(18, 0.5944732957372427)	(20, 0.5952464312129299)	(22, 0.5961213942878538)	(24, 0.5969397864743129)	(26, 0.5976865222020498)	(28, 0.5984458292383343)	(30, 0.5991737080032495)	(32, 0.5998953011138908)	(34, 0.6005917516074366)	(36, 0.6012555166987583)	(38, 0.6019067104815321)	(40, 0.6025340187780652)	(42, 0.6031449843734863)	(44, 0.6037282930901022)	(46, 0.6042990304981706)	(48, 0.6049766240288947)	(50, 0.605631589204233)	(52, 0.6062890686412806)	(54, 0.6070433471541461)	(56, 0.6077485975636754)	(58, 0.6084777334594453)	(60, 0.6092747544213732)	(62, 0.6101195463557826)	(64, 0.6108612535601003)	(66, 0.6115237615205671)	(68, 0.6121661553873576)	(70, 0.6128802057128702)	(72, 0.6135049997476938)	(74, 0.6142416784285925)	(76, 0.6149155005667524)	(78, 0.6157628067628712)	(80, 0.6167483973530155)	(82, 0.6177541020368361)	(84, 0.6189207194700681)	(86, 0.6200961368192834)	(88, 0.6212614971216606)	(90, 0.6223728007972824)	(92, 0.6235343897070953)	(94, 0.624809120393838)	(96, 0.6260436228932278)	(98, 0.6272492113829577)	(100, 0.6283378867031937)	(102, 0.6294039336680436)	(104, 0.6306321505131596)	(106, 0.6318163677783584)	(108, 0.633225611466562)	(110, 0.6344739424053545)	(112, 0.6357373589144042)	(114, 0.6371327741632054)	(116, 0.6384489901681556)	(118, 0.6397941201827657)	(120, 0.6412473634508866)	(122, 0.6426591214007997)	(124, 0.6441362501551614)	(126, 0.6457114351161954)	(128, 0.6474701611820268)	(130, 0.6493407718939332)	(132, 0.6512164111292588)	(134, 0.6531285071593729)	(136, 0.6552090587240267)	(138, 0.6573034387280833)
SRR36750784_1_paired - polya	(1, 0.0036062495681848045)	(2, 0.006570364540081256)	(3, 0.008618692619380815)	(4, 0.011206197005268485)	(5, 0.014013165113938249)	(6, 0.016356820918956926)	(7, 0.01943744132393523)	(8, 0.026145986726508915)	(9, 0.035891801675239754)	(10, 0.045848952060723716)	(12, 0.05332832992171106)	(14, 0.06435434992000412)	(16, 0.0779800667332283)	(18, 0.08759041024814303)	(20, 0.09789843164721071)	(22, 0.10801408361025952)	(24, 0.11743341240349353)	(26, 0.12889158627566)	(28, 0.13975639526771189)	(30, 0.1493003577800567)	(32, 0.15884567500673968)	(34, 0.16858471638377975)	(36, 0.17665610441054347)	(38, 0.18453376828695017)	(40, 0.19381085207467727)	(42, 0.201848372242987)	(44, 0.21073936244433816)	(46, 0.22001238208905077)	(48, 0.22890472700474013)	(50, 0.23756270633992763)	(52, 0.24619223667401374)	(54, 0.2559827571959039)	(56, 0.264132718654281)	(58, 0.27250214383544014)	(60, 0.2809433688765218)	(62, 0.28976662336096504)	(64, 0.30062872292434056)	(66, 0.31303926097623425)	(68, 0.32519782216122994)	(70, 0.3373943153476942)	(72, 0.34785812889565043)	(74, 0.3564984969444418)	(76, 0.36672523548321984)	(78, 0.37641279771540975)	(80, 0.38424982016167164)	(82, 0.39227243847226156)	(84, 0.40377396320324915)	(86, 0.41695804314223284)	(88, 0.427665705271058)	(90, 0.4410137056449592)	(92, 0.4534662398413358)	(94, 0.4688612135801984)	(96, 0.4811227330548944)	(98, 0.49076423499958677)	(100, 0.5004165746589846)	(102, 0.5104346871896857)	(104, 0.5207521915891206)	(106, 0.5305061348238804)	(108, 0.5433041211764881)	(110, 0.5554112032166337)	(112, 0.5660768692009759)	(114, 0.5759811857272716)	(116, 0.5867362628579325)	(118, 0.5984965380275088)	(120, 0.6096431276018982)	(122, 0.6194837725543003)	(124, 0.631464866160997)	(126, 0.6450093001139314)	(128, 0.6578045770378629)	(130, 0.673229354492165)	(132, 0.6912280891889732)	(134, 0.7132503254701197)	(136, 0.7337634099785548)	(138, 0.7517120202448511)
SRR36750784_1_paired - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00014359971984507486)	(4, 0.00025197686689796157)	(5, 0.0003468068705692374)	(6, 0.0004714405896800571)	(7, 0.0006692288830515753)	(8, 0.0010648054697946117)	(9, 0.0016554609212328442)	(10, 0.0022772748024487816)	(12, 0.0029681791149109345)	(14, 0.0036766947137691812)	(16, 0.004282252022927186)	(18, 0.0047902698997375915)	(20, 0.005245453917359717)	(22, 0.0057101209353489675)	(24, 0.006120599379811776)	(26, 0.006571719254419416)	(28, 0.007032322129394185)	(30, 0.007559306006938847)	(32, 0.008358587466453887)	(34, 0.009164642497659732)	(36, 0.010019467245039375)	(38, 0.01083906941962683)	(40, 0.011590935877306231)	(42, 0.01241460219490817)	(44, 0.013167823366925733)	(46, 0.014174376120179417)	(48, 0.015057649868660445)	(50, 0.015926021759421698)	(52, 0.016786265364153986)	(54, 0.017783335117040548)	(56, 0.018822401014410097)	(58, 0.01979915005222424)	(60, 0.020804348091139763)	(62, 0.021832576273804024)	(64, 0.02304098146344371)	(66, 0.02440382408763376)	(68, 0.030296831458634474)	(70, 0.16101999151948823)	(72, 0.1790945902192334)	(74, 0.18273606236021042)	(76, 0.1851664198828714)	(78, 0.18713617453055761)	(80, 0.18908831789184774)	(82, 0.19105807253953394)	(84, 0.19301563475817674)	(86, 0.19488107640182453)	(88, 0.19675058218848684)	(90, 0.19885987241300362)	(92, 0.20090142692061239)	(94, 0.20280886470874318)	(96, 0.20503466036634185)	(98, 0.20723471645151545)	(100, 0.20942528953632192)	(102, 0.2114898741876794)	(104, 0.21357884369712382)	(106, 0.21603087664919535)	(108, 0.2188988069030824)	(110, 0.22154456400551098)	(112, 0.2240494308167708)	(114, 0.22651636562656216)	(116, 0.2290591644392905)	(118, 0.23156132182187403)	(120, 0.23436693521620564)	(122, 0.23709126575024758)	(124, 0.23972347570929456)	(126, 0.242569730533771)	(128, 0.24555552093507804)	(130, 0.24888811820695428)	(132, 0.25231419076816364)	(134, 0.2558811536205418)	(136, 0.25911621146007047)	(138, 0.2624786124473863)
SRR36750784_2_paired - polya	(1, 0.005481174212199745)	(2, 0.009417974078895854)	(3, 0.01571468632266857)	(4, 0.024531167235420905)	(5, 0.03439077818855727)	(6, 0.0435486471145262)	(7, 0.05403413609189298)	(8, 0.0697054715557404)	(9, 0.08735739938197933)	(10, 0.1101802718369791)	(12, 0.13257911870413447)	(14, 0.15889986358026614)	(16, 0.1870846953857075)	(18, 0.2109506978810913)	(20, 0.23485327766360548)	(22, 0.2567928763701242)	(24, 0.2784141172071751)	(26, 0.3003428781989885)	(28, 0.3219465077496434)	(30, 0.3412376399250572)	(32, 0.36049761367069333)	(34, 0.3791547395358478)	(36, 0.39528803258900813)	(38, 0.4110447150561597)	(40, 0.4271305931074844)	(42, 0.4420121301121839)	(44, 0.45781893700984744)	(46, 0.4737138003394914)	(48, 0.488705069205582)	(50, 0.5032777313411807)	(52, 0.5168072634363955)	(54, 0.5316061628664672)	(56, 0.5443770549323117)	(58, 0.5582764240418444)	(60, 0.5719062049980831)	(62, 0.58612664140576)	(64, 0.6020431801648145)	(66, 0.6195907949870151)	(68, 0.6377019709738906)	(70, 0.6549136166402272)	(72, 0.6697043877842699)	(74, 0.6819442318295552)	(76, 0.6960156496600345)	(78, 0.7089572357324874)	(80, 0.7204113454616392)	(82, 0.732099820771293)	(84, 0.7469962596337123)	(86, 0.7629940812530566)	(88, 0.7771738762305886)	(90, 0.7940888394568679)	(92, 0.8095014244821266)	(94, 0.8275773778962099)	(96, 0.8426797333380296)	(98, 0.8556077722671009)	(100, 0.8684978791947036)	(102, 0.8814909444120065)	(104, 0.8945083944873964)	(106, 0.9068227478212807)	(108, 0.9223694495660173)	(110, 0.9368757306990461)	(112, 0.9497143584817987)	(114, 0.9617970556638574)	(116, 0.9744284121528715)	(118, 0.9881056081109456)	(120, 1.0013018804789728)	(122, 1.0134319926628672)	(124, 1.0271010603349124)	(126, 1.0423456607822392)	(128, 1.0557939100171643)	(130, 1.0718499843530493)	(132, 1.0906981249398844)	(134, 1.1130698775202768)	(136, 1.1344391414904296)	(138, 1.153096267355584)
